9.424381557005064858e-01,1.400494352876927584e-01,3.408852136616949413e-01,9.334041223539299992e-01,1.631834401753984309e+00,1.105323445668866089e+00
6.308745506155031268e-01,1.043576741827411808e-01,1.903905054577552103e-01,6.822886700904803314e-01,1.227845517945693077e+00,6.324604130302858840e-01
5.515381223056817772e-01,8.956960899398058729e-02,1.730100873030177011e-01,5.841264622701378695e-01,1.060716582242135386e+00,5.435759109238859077e-01
4.893177890941525221e-01,1.028051922144578856e-01,1.481106536510243266e-01,5.369517739347280383e-01,1.324580991723125711e+00,4.636336323091954648e-01
4.260973674790738963e-01,1.165597418598183638e-01,1.339319361780401119e-01,4.970026868125809183e-01,1.527651233522467900e+00,4.271820592568772446e-01
1.428329844470310750e-01,6.385193006163207563e-02,8.756667493897592192e-02,1.488840425458476946e-01,8.192830353963181933e-01,2.841846013896351941e-01
7.387668621090934251e-02,2.081203170105673170e-02,2.705680061385599619e-02,8.850448443501961193e-02,3.001610371308540137e-01,9.064894392480567220e-02
5.868726465145861909e-02,1.492212679724780507e-02,1.176957766198529279e-02,6.938886701621350961e-02,1.986037729051985112e-01,4.237070571520402951e-02
4.091249386480780292e-02,9.858262271191211429e-03,9.374364013099033624e-03,4.799973079650773911e-02,1.364095537121446378e-01,3.173670301440697367e-02
2.692633348348958192e-02,1.049058899250171310e-02,1.319329858135874847e-02,2.984947311613336124e-02,1.272375195594264985e-01,4.313256404161114332e-02
1.597172823598405275e-02,7.825437993620214944e-03,7.885790618350780462e-03,1.797917803907789214e-02,9.732653072194537291e-02,2.636724578683599315e-02
1.606422858844232596e-02,7.354404516079546435e-03,7.581156999494953301e-03,1.616983664118165631e-02,9.208681745802527185e-02,2.560075866105060785e-02
9.435644431541035521e-03,5.633087457741539281e-03,6.008612738380362042e-03,9.608007916861562372e-03,7.169475336342849559e-02,2.044723946224730540e-02
6.558680515624629691e-03,5.059425887438281054e-03,8.845291070203353465e-03,6.639915229346117324e-03,6.564789456312554450e-02,2.982936802553609601e-02
6.172484585953381085e-03,4.003892125145165279e-03,4.903858528797368395e-03,6.162832236457544549e-03,5.130791369939811247e-02,1.794518153428064158e-02
5.474008610933779953e-03,3.409566429956982069e-03,4.451964152261542011e-03,5.498322998987207992e-03,4.305123376168756150e-02,1.538854756374836118e-02
5.256743180494090513e-03,2.769916917401292825e-03,5.012174701498809878e-03,5.389195342838993576e-03,3.498419066298264629e-02,1.719449741083330790e-02
4.465766710479121201e-03,2.780988389484527826e-03,5.013355226994791608e-03,4.605458248995443829e-03,3.454233598056547644e-02,1.766527922199562228e-02
4.232551290712442162e-03,2.515193007508243362e-03,4.268641480026610577e-03,4.483911940053942821e-03,3.101970616002810294e-02,1.454929660613321282e-02
4.366484635723689306e-03,2.362766611349674528e-03,4.499701232851234869e-03,4.666399459404248044e-03,2.913024922657713942e-02,1.536858295955303121e-02
4.522647908155816472e-03,2.428276700735191272e-03,4.623618075638479333e-03,4.891344623398148801e-03,2.997124972388121381e-02,1.590873893684245644e-02
4.348795227773751167e-03,2.485860003248880224e-03,5.214290885833034427e-03,4.516561440288538801e-03,3.047415316330533835e-02,1.799711129798360273e-02
4.431006171502615415e-03,2.450937881684530761e-03,5.096918289573975670e-03,4.579311185969035282e-03,3.032264313202447797e-02,1.760730038843049891e-02
4.438051951513801927e-03,2.428894605785916240e-03,4.709405127902837468e-03,4.561843760850456744e-03,3.057318231270732267e-02,1.618373858550766278e-02
4.980450011729853181e-03,2.363174304078659825e-03,4.710825235749962168e-03,4.978607493358523650e-03,2.913112842757939816e-02,1.612065483043573916e-02
4.946763934142991981e-03,2.272390287597025188e-03,4.864971517266072042e-03,4.987308950092156183e-03,2.826280307563639946e-02,1.624838304601889175e-02
4.646749031400432967e-03,2.177212048143882528e-03,4.809155553449982745e-03,4.687288726533640933e-03,2.639926884535411314e-02,1.621515350575849362e-02
4.519640840956605683e-03,2.258014524270437421e-03,4.668890624873501226e-03,4.496146710610620170e-03,2.722533597760571147e-02,1.559870982741228505e-02
4.278208815925262608e-03,2.169144531100850818e-03,4.729263470669482598e-03,4.399002126716114978e-03,2.668023448304185016e-02,1.587513109931463010e-02
4.125840461682257071e-03,2.103714100748809053e-03,4.583451237772810660e-03,4.337552199070084796e-03,2.591515211033828051e-02,1.526374658669689931e-02
3.803313630906851074e-03,2.066785007295167745e-03,4.497773430029492966e-03,3.994100757293704736e-03,2.515290421584268077e-02,1.505887154863774779e-02
3.689831369524710497e-03,1.993831626430323141e-03,4.514301667926472889e-03,3.828435186342749649e-03,2.430458223656255592e-02,1.513304702568068691e-02
3.884491251760024185e-03,1.918248173084707376e-03,4.404528148548199351e-03,4.035504031150511511e-03,2.370183336594679571e-02,1.496766629201526540e-02
3.826672772077224349e-03,1.870329630279277990e-03,4.415700090543182160e-03,3.975004374190837034e-03,2.274581136631632222e-02,1.512893334318249523e-02
3.847444459647782287e-03,1.735231329632959006e-03,4.155262795090988552e-03,3.974407208691069747e-03,2.134703105566343809e-02,1.401162851708522873e-02
3.904825610150161521e-03,1.741929298793720151e-03,4.242637768835302338e-03,4.061497538978721747e-03,2.146247557740725218e-02,1.417752597026269643e-02
3.521516342022590514e-03,1.649961265433659780e-03,4.176537463726465345e-03,3.582132585364306530e-03,2.036038670854951188e-02,1.412129068506348846e-02
3.663195707559751407e-03,1.661244880942439311e-03,4.098813405223878520e-03,3.713402314369557491e-03,2.031588570562031446e-02,1.389422847392852989e-02
3.479351654417602024e-03,1.546851505058921463e-03,3.975411398960838200e-03,3.602775698900460843e-03,1.919307774881334402e-02,1.340495560609360724e-02
3.203763762816680578e-03,1.407280886894679344e-03,4.007888882343630700e-03,3.411239488915083270e-03,1.779563196802806668e-02,1.335918345614647666e-02
3.230214825601704972e-03,1.378231751257958347e-03,4.011812467649101752e-03,3.384660825972919673e-03,1.749949728820019562e-02,1.316697562874797993e-02
3.420495975602398306e-03,1.358888319871247264e-03,3.885033930859210435e-03,3.560402124781481426e-03,1.741838642875710372e-02,1.293463239301255452e-02
3.270065282412529944e-03,1.410801480539805803e-03,3.781356303598319268e-03,3.429103272863265588e-03,1.792658931730925845e-02,1.258124917829201925e-02
3.354211211452768227e-03,1.331978856517498358e-03,3.667193904966896574e-03,3.537434740625384263e-03,1.727251071739483237e-02,1.215395669616545216e-02
3.252212704820709593e-03,1.307761106184251445e-03,3.654973734080375208e-03,3.357985433490704667e-03,1.686164734306243654e-02,1.208590945550939988e-02
3.267706841360052371e-03,1.284703515899984945e-03,3.550076934371283136e-03,3.383487641951333797e-03,1.664016480778829354e-02,1.171639393767481135e-02
3.081467831955870575e-03,1.233931398803914115e-03,3.504213027459471708e-03,3.188778225643073855e-03,1.598770260275675370e-02,1.161439156635684852e-02
2.860215381949346436e-03,1.225628377364877068e-03,3.361316255820259117e-03,2.959256402347616548e-03,1.547304787176241765e-02,1.125138480280214390e-02
2.908412476481740325e-03,1.195645138167654139e-03,3.357318460689829361e-03,2.942504598567177894e-03,1.529658563751314961e-02,1.131154782953059518e-02
2.819239189930550747e-03,1.135411424783417875e-03,3.284212291290039294e-03,2.852189604584449110e-03,1.459181347529312639e-02,1.100529461229122867e-02
2.712255832739550281e-03,1.161329935863655675e-03,3.305926511050704189e-03,2.850587246939752847e-03,1.494920214441871308e-02,1.110040302001309015e-02
2.686636042351918472e-03,1.164911187090446896e-03,3.116954815253611052e-03,2.747577080518088036e-03,1.475163887382625015e-02,1.039883652961541907e-02
2.821906164219793473e-03,1.161575598478780834e-03,3.126029474569676312e-03,2.814379965063764245e-03,1.482142261100375183e-02,1.043883110713542811e-02
2.688431616779423782e-03,1.166088360779582011e-03,3.087134514086274911e-03,2.732546768475456640e-03,1.481693660421877327e-02,1.035820685483874667e-02
2.738800477955558813e-03,1.137578904974267599e-03,3.036572500619132489e-03,2.838004014828290813e-03,1.461704775019045943e-02,1.015962099354891270e-02
2.737036961452524349e-03,1.118305192055629206e-03,3.020270516965930380e-03,2.795363223414993464e-03,1.429080463226437177e-02,1.014446339526717429e-02
2.508541671782434351e-03,1.106550978807535439e-03,2.979199537381152247e-03,2.595933358323922104e-03,1.426294631042739590e-02,1.005705231337582044e-02
