# Title: Per-seed results for every reported PINN configuration
# Description: One row per training run behind Tables 1-3 and the order, panel-count and sensitivity studies: benchmark, architecture, model key, seed, hyperparameters, relative L2 and absolute L1 errors (component-wise for Kovasznay), L-BFGS iteration count and final loss. No run is excluded; table statistics are computed over exactly these rows.
# Note: seed = 1234 + trial; key_id encodes the model and its hyperparameters
# Rows: 455
experiment,benchmark,key_id,nh,nn,trial,seed,lpa_order,lpa_panels,ff_sigma,ff_features,lr,N_r,N_b,n_params,l2_relative,l1_absolute,lbfgs_steps,final_loss,l2_relative_u,l2_relative_v,l2_relative_p,l1_absolute_u,l1_absolute_v,l1_absolute_p,P,rms_r,rms_r_xx,N_panel,dof
ff_baseline,diffusion_reaction,LPA_P3_N30,2,10,4,1238,3.0,30.0,,,0.01,10000,200,181,0.0194224942022704,0.0086657182164434,4057,0.0131949158385396,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,2,10,0,1234,,,,,0.01,10000,200,151,0.0248370144464146,0.0093789389038437,4060,0.0310753509402275,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,2,10,1,1235,,,,,0.01,10000,200,151,0.0152393361221827,0.0060538547169223,5703,0.0091547649353742,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,2,10,2,1236,,,,,0.01,10000,200,151,0.0165373189512115,0.005935083452497,4159,0.0174543317407369,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,2,10,3,1237,,,,,0.01,10000,200,151,0.2288061616658134,0.0869552590741443,2297,0.1222319900989532,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,2,10,4,1238,,,,,0.01,10000,200,151,0.0206798624155693,0.0081724074578014,4655,0.0176244489848613,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,3,10,0,1234,,,10.0,3.0,0.01,10000,200,301,1.0020106744497377,0.454262353390877,5653,18.522886276245117,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,3,10,1,1235,,,10.0,3.0,0.01,10000,200,301,1.001035458068433,0.453758907739775,8412,17.934642791748047,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,3,10,2,1236,,,10.0,3.0,0.01,10000,200,301,1.000213836463551,0.4532684055268919,6694,18.379899978637695,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,3,10,3,1237,,,10.0,3.0,0.01,10000,200,301,1.0001619938119868,0.4537027484568541,6249,17.76914405822754,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,3,10,4,1238,,,10.0,3.0,0.01,10000,200,301,1.0002820853056795,0.4533160238681992,5538,18.218950271606445,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,3,10,0,1234,,,1.0,3.0,0.01,10000,200,301,0.815803163351122,0.3975189393439871,11111,6.7158613204956055,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,3,10,1,1235,,,1.0,3.0,0.01,10000,200,301,0.6741331923866823,0.2875194005927945,14519,4.289349555969238,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,3,10,2,1236,,,1.0,3.0,0.01,10000,200,301,0.9916180653939014,0.4639346308128639,6936,12.286877632141112,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,3,10,3,1237,,,1.0,3.0,0.01,10000,200,301,0.018791362930161,0.0068555624577285,10459,0.0050420314073562,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,3,10,4,1238,,,1.0,3.0,0.01,10000,200,301,0.633698172926433,0.3077241193696292,13599,0.8494919538497925,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,3,10,0,1234,,,5.0,3.0,0.01,10000,200,301,1.0015810768299178,0.4544348800743079,5748,17.889341354370117,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,3,10,1,1235,,,5.0,3.0,0.01,10000,200,301,1.001118692473361,0.4537898290897867,10080,17.517873764038086,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,3,10,2,1236,,,5.0,3.0,0.01,10000,200,301,1.0003331926764127,0.4533390163025527,6905,17.9966983795166,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,3,10,3,1237,,,5.0,3.0,0.01,10000,200,301,1.000301873631066,0.4538117509221953,4738,17.634185791015625,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,3,10,4,1238,,,5.0,3.0,0.01,10000,200,301,1.0002623147080636,0.4533086396400859,9933,17.786922454833984,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,3,10,0,1234,3.0,30.0,,,0.01,10000,200,291,0.0138491070200894,0.0048663455381639,2419,0.0029848287813365,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,3,10,1,1235,3.0,30.0,,,0.01,10000,200,291,0.0039029613322292,0.0015997648533583,3198,0.0010686895111575,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,3,10,2,1236,3.0,30.0,,,0.01,10000,200,291,0.3256238174863868,0.1535276422741616,2287,0.1959709823131561,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,3,10,3,1237,3.0,30.0,,,0.01,10000,200,291,0.0050372474770615,0.0019469109340541,3669,0.0009764679707586,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,3,10,4,1238,3.0,30.0,,,0.01,10000,200,291,0.0075578674302667,0.0032322381276641,3395,0.0013771308586001,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,3,10,0,1234,,,,,0.01,10000,200,261,0.0193406410516224,0.0065877541139507,5698,0.0040374877862632,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,3,10,1,1235,,,,,0.01,10000,200,261,0.008743904540176,0.0026291021551397,5721,0.0013752506347373,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,3,10,2,1236,,,,,0.01,10000,200,261,0.3337569722885334,0.1540484037914052,3161,0.1793300509452819,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,3,10,3,1237,,,,,0.01,10000,200,261,0.0114340439309662,0.0040992535061304,4826,0.003106172196567,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,3,10,4,1238,,,,,0.01,10000,200,261,0.0125752174259283,0.005022889214296,5146,0.0017652824753895,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,4,10,0,1234,,,10.0,3.0,0.01,10000,200,411,1.0022404265175942,0.4543791668261095,9881,18.022979736328125,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,4,10,1,1235,,,10.0,3.0,0.01,10000,200,411,1.0013197456766882,0.4539052381957217,9223,17.428539276123047,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,4,10,2,1236,,,10.0,3.0,0.01,10000,200,411,1.0002667005564332,0.4533081527282438,11557,17.703853607177734,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,4,10,3,1237,,,10.0,3.0,0.01,10000,200,411,1.0000669128744433,0.4536117671209558,12744,17.2396240234375,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s10,4,10,4,1238,,,10.0,3.0,0.01,10000,200,411,1.0002142993270635,0.4532707436879997,11399,17.664199829101562,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,4,10,0,1234,,,1.0,3.0,0.01,10000,200,411,0.814053079462231,0.3981510073866087,9020,6.385919094085693,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,4,10,1,1235,,,1.0,3.0,0.01,10000,200,411,0.5101305583758786,0.2113367040199474,19679,2.212501049041748,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,4,10,2,1236,,,1.0,3.0,0.01,10000,200,411,0.985523253987612,0.4637662082166571,20715,10.79440689086914,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,4,10,3,1237,,,1.0,3.0,0.01,10000,200,411,0.0092989500033941,0.002385220278944,14554,0.0016104221576824,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s1,4,10,4,1238,,,1.0,3.0,0.01,10000,200,411,0.5405212459550045,0.2674840845836811,14521,0.4685771465301513,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,4,10,0,1234,,,5.0,3.0,0.01,10000,200,411,1.0018268885329351,0.4545526271696436,9811,17.393390655517578,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,4,10,1,1235,,,5.0,3.0,0.01,10000,200,411,1.000945199448247,0.4536843783139002,6339,17.140438079833984,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,4,10,2,1236,,,5.0,3.0,0.01,10000,200,411,1.0003036941419796,0.453327092430682,10404,17.231977462768555,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,4,10,3,1237,,,5.0,3.0,0.01,10000,200,411,1.0003630372185064,0.4535749363787274,11457,16.801115036010742,,,,,,,,,,,
ff_baseline,diffusion_reaction,FF_s5,4,10,4,1238,,,5.0,3.0,0.01,10000,200,411,1.0004708121234644,0.4534282498491055,7259,17.410179138183594,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,4,10,0,1234,3.0,30.0,,,0.01,10000,200,401,0.0019348884744882,0.0008623352448899,5431,0.000238800101215,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,4,10,1,1235,3.0,30.0,,,0.01,10000,200,401,0.0032126001406999,0.0011917415789228,4140,0.0004818785528186,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,4,10,2,1236,3.0,30.0,,,0.01,10000,200,401,0.0023229813461995,0.0009837062014812,4992,0.0001772547548171,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,4,10,3,1237,3.0,30.0,,,0.01,10000,200,401,0.0043381280233778,0.0019162341792,2830,0.0006747254519723,,,,,,,,,,,
ff_baseline,diffusion_reaction,LPA_P3_N30,4,10,4,1238,3.0,30.0,,,0.01,10000,200,401,0.0032212294873873,0.001242582977227,4823,0.0002657509467098,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,4,10,0,1234,,,,,0.01,10000,200,371,0.0062066672902761,0.0021981838791389,8610,0.0009189901174977,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,4,10,1,1235,,,,,0.01,10000,200,371,0.0031164435077005,0.0011579598985915,6134,0.0003299890668131,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,4,10,2,1236,,,,,0.01,10000,200,371,0.0016664064480094,0.0006324404291246,7997,0.0002080886915791,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,4,10,3,1237,,,,,0.01,10000,200,371,0.0015723522363795,0.0006513060458177,6413,0.0003123226924799,,,,,,,,,,,
ff_baseline,diffusion_reaction,R,4,10,4,1238,,,,,0.01,10000,200,371,0.0696141484631988,0.0240693241653025,4816,0.0152762001380324,,,,,,,,,,,
ff_baseline,kovasznay,FF_s10,2,10,0,1234,,,10.0,3.0,0.01,5000,200,213,,,228,3.3773531913757324,0.6336795057270709,1.000065040801715,1.0276722891637322,0.6164059841516013,0.0829192994020166,0.3162251305819282,,,,,
ff_baseline,kovasznay,FF_s10,2,10,1,1235,,,10.0,3.0,0.01,5000,200,213,,,233,3.4885973930358887,0.672430393115674,1.000086623070086,1.0801223618535396,0.6542805157596533,0.0829232589923995,0.3369824221159294,,,,,
ff_baseline,kovasznay,FF_s10,2,10,2,1236,,,10.0,3.0,0.01,5000,200,213,,,275,3.327855110168457,0.6701644998902558,1.0005083016233507,1.0469384628211882,0.6519561233596796,0.0829664431942126,0.3242899940524739,,,,,
ff_baseline,kovasznay,FF_s10,2,10,3,1237,,,10.0,3.0,0.01,5000,200,213,,,1372,3.2476961612701416,0.6384555003705155,1.0019430412494654,1.0298492649528692,0.6208833970873451,0.0830373071570228,0.3171486525089274,,,,,
ff_baseline,kovasznay,FF_s10,2,10,4,1238,,,10.0,3.0,0.01,5000,200,213,,,234,3.621703863143921,0.6370325198057243,1.000091140438392,1.0579756011290005,0.6194926434483561,0.0829240596124189,0.328660432117638,,,,,
ff_baseline,kovasznay,FF_s1,2,10,0,1234,,,1.0,3.0,0.01,5000,200,213,,,3539,2.1635427474975586,0.3506806942237198,1.2655602232004777,1.0557078490151146,0.3514638715817745,0.1042509766214698,0.3242296104118612,,,,,
ff_baseline,kovasznay,FF_s1,2,10,1,1235,,,1.0,3.0,0.01,5000,200,213,,,11583,2.1799745559692383,0.5246449178960834,1.0971384016086412,0.8893653468382405,0.5159802821565734,0.0888406056236396,0.2812318436627504,,,,,
ff_baseline,kovasznay,FF_s1,2,10,2,1236,,,1.0,3.0,0.01,5000,200,213,,,11622,2.6787195205688477,0.6325809828878175,0.9731450640029944,0.8938714030350291,0.6095693839582246,0.0794005011770504,0.2698621308852864,,,,,
ff_baseline,kovasznay,FF_s1,2,10,3,1237,,,1.0,3.0,0.01,5000,200,213,,,10309,0.323682963848114,0.0588918432281949,0.3682583822688381,0.2219205971731765,0.0466022248514175,0.0288500939365782,0.0513223202931728,,,,,
ff_baseline,kovasznay,FF_s1,2,10,4,1238,,,1.0,3.0,0.01,5000,200,213,,,11404,1.954240560531616,0.4203535229108329,1.021766283495834,1.0115173517239315,0.4055251915545619,0.0847767338986751,0.311578881109989,,,,,
ff_baseline,kovasznay,FF_s5,2,10,0,1234,,,5.0,3.0,0.01,5000,200,213,,,243,3.376420736312866,0.6336798676148813,0.9999923045421408,1.0279470249932166,0.6163713314945849,0.0829037540928679,0.3163326660328338,,,,,
ff_baseline,kovasznay,FF_s5,2,10,1,1235,,,5.0,3.0,0.01,5000,200,213,,,681,3.485039234161377,0.6725211045949301,1.0001037297909203,1.0797751551299168,0.654383551100676,0.0829291769133168,0.336849469068177,,,,,
ff_baseline,kovasznay,FF_s5,2,10,2,1236,,,5.0,3.0,0.01,5000,200,213,,,173,3.3273158073425293,0.670249074957219,1.0005500550736808,1.046891129385052,0.6520429836415744,0.0829694141778869,0.3242742571075004,,,,,
ff_baseline,kovasznay,FF_s5,2,10,3,1237,,,5.0,3.0,0.01,5000,200,213,,,867,3.2097208499908447,0.6324417646402003,1.003057953903305,1.0297035768773914,0.6168764619444709,0.0831001086239016,0.3175482746120551,,,,,
ff_baseline,kovasznay,FF_s5,2,10,4,1238,,,5.0,3.0,0.01,5000,200,213,,,407,3.619982957839966,0.6369474216289709,1.0001103929321808,1.0580524083953369,0.6194191794850608,0.0829192222231286,0.3287015099683971,,,,,
ff_baseline,kovasznay,LPA_P6_N30,2,10,0,1234,6.0,30.0,,,0.01,5000,200,203,,,7598,0.0004395181895233,0.0032453212310872,0.0196975311456873,0.0069621123481318,0.0031699791311185,0.0015652103720315,0.0020788255044931,,,,,
ff_baseline,kovasznay,LPA_P6_N30,2,10,1,1235,6.0,30.0,,,0.01,5000,200,203,,,6164,0.0001983191032195,0.0017334899841023,0.0105529011418468,0.0037221192204573,0.0015665387589359,0.0008481460006259,0.0010595217866735,,,,,
ff_baseline,kovasznay,LPA_P6_N30,2,10,2,1236,6.0,30.0,,,0.01,5000,200,203,,,5092,0.0002837242791429,0.0028731601806758,0.0144596497039058,0.0055706984742585,0.0027402619723392,0.0011149647505737,0.0015385493813631,,,,,
ff_baseline,kovasznay,LPA_P6_N30,2,10,3,1237,6.0,30.0,,,0.01,5000,200,203,,,3511,0.0006232877494767,0.0033776170139215,0.0201729320955877,0.0095414741480223,0.0030854771069995,0.0015956580141471,0.0026002984259559,,,,,
ff_baseline,kovasznay,LPA_P6_N30,2,10,4,1238,6.0,30.0,,,0.01,5000,200,203,,,5763,0.0012694831239059,0.0043891107395156,0.0378536482601222,0.0135014679205763,0.0040699763635079,0.0029912232170033,0.003556825523433,,,,,
ff_baseline,kovasznay,R,2,10,0,1234,,,,,0.01,5000,200,173,,,6597,0.000379439065,0.002482592633344,0.0144026022706063,0.0048594539339809,0.0023503352172678,0.00109303739687,0.0014060591657797,,,,,
ff_baseline,kovasznay,R,2,10,1,1235,,,,,0.01,5000,200,173,,,7577,0.0002879664825741,0.0021280210822349,0.0131819612600119,0.0049986935115037,0.0020904375811234,0.0010240551826109,0.0014150776167954,,,,,
ff_baseline,kovasznay,R,2,10,2,1236,,,,,0.01,5000,200,173,,,5291,0.0005327124963514,0.0031885121372847,0.0260944702387114,0.0051894458473127,0.0030746835748408,0.0020709450335057,0.0015143482659135,,,,,
ff_baseline,kovasznay,R,2,10,3,1237,,,,,0.01,5000,200,173,,,6520,0.0001764786138664,0.0021123988297523,0.0115065230074036,0.0041070918924971,0.0020040306440893,0.0009371083421209,0.0011299013469095,,,,,
ff_baseline,kovasznay,R,2,10,4,1238,,,,,0.01,5000,200,173,,,3527,0.00082174182171,0.0037867624399642,0.022086981925529,0.0068872662151584,0.0036916405724265,0.0018372700566541,0.0019696213877379,,,,,
ff_baseline,kovasznay,FF_s10,3,10,0,1234,,,10.0,3.0,0.01,5000,200,323,,,271,3.3773603439331055,0.6337210559374359,1.000000395118462,1.0277776162356074,0.616444080364942,0.082897982096787,0.3162714940310249,,,,,
ff_baseline,kovasznay,FF_s10,3,10,1,1235,,,10.0,3.0,0.01,5000,200,323,,,203,3.488430976867676,0.672392778401273,1.0000797546596685,1.0801019673776162,0.6542422108239927,0.082922330871805,0.3369749923656657,,,,,
ff_baseline,kovasznay,FF_s10,3,10,2,1236,,,10.0,3.0,0.01,5000,200,323,,,198,3.3272814750671387,0.6703376532916616,1.000586772881029,1.0469634941111925,0.6521336108281608,0.0829731156297153,0.3242999628287297,,,,,
ff_baseline,kovasznay,FF_s10,3,10,3,1237,,,10.0,3.0,0.01,5000,200,323,,,693,3.247568130493164,0.6384830513499006,1.0020463092891705,1.0295118447831182,0.6209092035381889,0.083046832704327,0.3170034448110292,,,,,
ff_baseline,kovasznay,FF_s10,3,10,4,1238,,,10.0,3.0,0.01,5000,200,323,,,204,3.6215760707855225,0.6369447756300427,1.0000839017665444,1.0580343374519885,0.6194111711136686,0.0829230000549214,0.3286833114186496,,,,,
ff_baseline,kovasznay,FF_s1,3,10,0,1234,,,1.0,3.0,0.01,5000,200,323,,,6273,2.1393232345581055,0.3494061884074645,1.2580273542651654,1.0575298726741071,0.351392646505376,0.1032497812800532,0.3246186555088633,,,,,
ff_baseline,kovasznay,FF_s1,3,10,1,1235,,,1.0,3.0,0.01,5000,200,323,,,13887,1.9365437030792236,0.4974239038129468,1.0488560119169552,0.7965611811359442,0.4858444374209679,0.086332607284249,0.2496571647384406,,,,,
ff_baseline,kovasznay,FF_s1,3,10,2,1236,,,1.0,3.0,0.01,5000,200,323,,,12642,2.4716832637786865,0.5912035729586147,0.9677620647323492,0.8848172379075405,0.5715786332053489,0.0796600752828334,0.2673548876691705,,,,,
ff_baseline,kovasznay,FF_s1,3,10,3,1237,,,1.0,3.0,0.01,5000,200,323,,,9884,0.17513969540596,0.0372483603113761,0.2674732366778489,0.162259034500481,0.0288365581427087,0.0188032351980521,0.035704696463424,,,,,
ff_baseline,kovasznay,FF_s1,3,10,4,1238,,,1.0,3.0,0.01,5000,200,323,,,12874,1.592780590057373,0.3011072269113382,1.0096085633645355,0.846445487245144,0.277288510217466,0.083958100186216,0.2542770788389052,,,,,
ff_baseline,kovasznay,FF_s5,3,10,0,1234,,,5.0,3.0,0.01,5000,200,323,,,229,3.3764443397521973,0.6336852594027359,0.9999928260973612,1.02797001615578,0.6163750426585826,0.0829030593001502,0.3163436705228666,,,,,
ff_baseline,kovasznay,FF_s5,3,10,1,1235,,,5.0,3.0,0.01,5000,200,323,,,1251,3.4815406799316406,0.6724138680416312,1.0000205583443345,1.0799046678857147,0.654318884553898,0.0829121519656139,0.3369090384261927,,,,,
ff_baseline,kovasznay,FF_s5,3,10,2,1236,,,5.0,3.0,0.01,5000,200,323,,,144,3.3272204399108887,0.670315173163315,1.000531089611236,1.046846791852338,0.6521106806487041,0.0829684790485433,0.3242572423358005,,,,,
ff_baseline,kovasznay,FF_s5,3,10,3,1237,,,5.0,3.0,0.01,5000,200,323,,,1818,3.206062078475952,0.6324410043291396,1.0029539748763583,1.0291740133177898,0.6169069423469751,0.0830853199127508,0.3173806760918047,,,,,
ff_baseline,kovasznay,FF_s5,3,10,4,1238,,,5.0,3.0,0.01,5000,200,323,,,1914,3.614962577819824,0.6370325291318888,1.0002190092850225,1.058495853482747,0.6195458107201047,0.0829203682857753,0.3288628784080126,,,,,
ff_baseline,kovasznay,LPA_P6_N30,3,10,0,1234,6.0,30.0,,,0.01,5000,200,313,,,3985,0.0002396615745965,0.002825691261727,0.0124886985232607,0.0038822399446617,0.002470088809807,0.0009894792837487,0.0011605063817146,,,,,
ff_baseline,kovasznay,LPA_P6_N30,3,10,1,1235,6.0,30.0,,,0.01,5000,200,313,,,5465,8.121693099383265e-05,0.0016213971380878,0.0069503616328614,0.0030562632327783,0.0015004611785598,0.0005587978530185,0.00085743171497,,,,,
ff_baseline,kovasznay,LPA_P6_N30,3,10,2,1236,6.0,30.0,,,0.01,5000,200,313,,,3259,0.0001242428115801,0.0019431468691638,0.0099365535156484,0.004604810011674,0.0018307286826602,0.0007520090962457,0.001260552045971,,,,,
ff_baseline,kovasznay,LPA_P6_N30,3,10,3,1237,6.0,30.0,,,0.01,5000,200,313,,,6578,8.432185859419405e-05,0.0009785757420307,0.0087808796707147,0.0019356373655314,0.0009140830368928,0.0006371395731479,0.0004876021397325,,,,,
ff_baseline,kovasznay,LPA_P6_N30,3,10,4,1238,6.0,30.0,,,0.01,5000,200,313,,,3486,0.0003501996397972,0.002773161170111,0.0178052528227567,0.0065959158080932,0.0027209225966091,0.0014588021745046,0.0017671822668539,,,,,
ff_baseline,kovasznay,R,3,10,0,1234,,,,,0.01,5000,200,283,,,4943,0.000233578364714,0.0020208230101947,0.0095502597672189,0.0080093381898008,0.0019527986674858,0.0007425281924063,0.0024135709485793,,,,,
ff_baseline,kovasznay,R,3,10,1,1235,,,,,0.01,5000,200,283,,,5311,9.81810735538602e-05,0.0010835334092873,0.0074080248218752,0.0020986026285703,0.0010070566675163,0.0005813301439762,0.000591287491365,,,,,
ff_baseline,kovasznay,R,3,10,2,1236,,,,,0.01,5000,200,283,,,4415,0.000221323192818,0.0019111229963393,0.0144077473408388,0.0064925970179733,0.0017968433200764,0.0011815789371136,0.0019328507650942,,,,,
ff_baseline,kovasznay,R,3,10,3,1237,,,,,0.01,5000,200,283,,,4015,0.0010788063518702,0.0061335080863589,0.0344544330634632,0.0196376746841388,0.0058602232791531,0.002841753745906,0.0060663895116188,,,,,
ff_baseline,kovasznay,R,3,10,4,1238,,,,,0.01,5000,200,283,,,5029,0.0001368790981359,0.0015029234594115,0.0061027364472365,0.0054060982794229,0.0014384896894385,0.0004881710988852,0.0015951333326897,,,,,
ff_baseline,kovasznay,FF_s10,4,10,0,1234,,,10.0,3.0,0.01,5000,200,433,,,196,3.377338409423828,0.6336636243004654,1.00000377505403,1.0277210442087734,0.6163912806274886,0.0829021789276259,0.3162467004925737,,,,,
ff_baseline,kovasznay,FF_s10,4,10,1,1235,,,10.0,3.0,0.01,5000,200,433,,,166,3.488394975662231,0.672366002012824,1.000076841217616,1.080222735963465,0.654214617748989,0.0829218829364734,0.3370190599958375,,,,,
ff_baseline,kovasznay,FF_s10,4,10,2,1236,,,10.0,3.0,0.01,5000,200,433,,,213,3.3274669647216797,0.6703279816705989,1.0005850673765426,1.0469452000237114,0.6521233457742726,0.0829729840301102,0.3242942494337004,,,,,
ff_baseline,kovasznay,FF_s10,4,10,3,1237,,,10.0,3.0,0.01,5000,200,433,,,338,3.251296043395996,0.6384329065719375,1.0019448636506942,1.029829568744397,0.6208658561419221,0.0830445311004434,0.3171632516280541,,,,,
ff_baseline,kovasznay,FF_s10,4,10,4,1238,,,10.0,3.0,0.01,5000,200,433,,,155,3.6216676235198975,0.6369390468423667,1.0000794981550576,1.0580831087403426,0.6194059667465618,0.0829223286983775,0.3287022140855164,,,,,
ff_baseline,kovasznay,FF_s1,4,10,0,1234,,,1.0,3.0,0.01,5000,200,433,,,10905,2.080946445465088,0.3473373232081799,1.2694043319829482,1.0504166971465752,0.3493559726090776,0.1042385080531618,0.322237239665413,,,,,
ff_baseline,kovasznay,FF_s1,4,10,1,1235,,,1.0,3.0,0.01,5000,200,433,,,11674,1.5386050939559937,0.4371237470372521,1.0138554295363569,0.6915255053818324,0.4259764046855495,0.0846819988035821,0.2180970839198634,,,,,
ff_baseline,kovasznay,FF_s1,4,10,2,1236,,,1.0,3.0,0.01,5000,200,433,,,8661,2.2767653465270996,0.5679307104893945,0.959186934528013,0.8842717306752944,0.551751178846837,0.0782825101155662,0.2673631612334137,,,,,
ff_baseline,kovasznay,FF_s1,4,10,3,1237,,,1.0,3.0,0.01,5000,200,433,,,11483,0.0503920651972293,0.0186473702995505,0.1032941080979895,0.0463446114721849,0.0170409882648583,0.0081424565039255,0.0127724291881339,,,,,
ff_baseline,kovasznay,FF_s1,4,10,4,1238,,,1.0,3.0,0.01,5000,200,433,,,16457,1.105956792831421,0.356198949490075,1.0884525543654036,0.7293480320065185,0.331042669606401,0.0912189739635768,0.2095383800916989,,,,,
ff_baseline,kovasznay,FF_s5,4,10,0,1234,,,5.0,3.0,0.01,5000,200,433,,,154,3.376423597335815,0.6336394353685855,0.9999952190570792,1.0279056534704536,0.6163333964045199,0.0829034233065075,0.3163145615898797,,,,,
ff_baseline,kovasznay,FF_s5,4,10,1,1235,,,5.0,3.0,0.01,5000,200,433,,,1070,3.481376886367798,0.6725627070812591,1.0000221659476474,1.0798080548263485,0.6544759539621585,0.0829167986222761,0.3368722274484357,,,,,
ff_baseline,kovasznay,FF_s5,4,10,2,1236,,,5.0,3.0,0.01,5000,200,433,,,195,3.3271632194519043,0.6703333080554571,1.0005403628177365,1.0468809461819195,0.6521290201737877,0.0829696838382619,0.3242718388405186,,,,,
ff_baseline,kovasznay,FF_s5,4,10,3,1237,,,5.0,3.0,0.01,5000,200,433,,,1896,3.201780319213867,0.6323925755332627,1.0030402685253983,1.0291819731843788,0.6168767374044418,0.0830732532435026,0.3174180905278821,,,,,
ff_baseline,kovasznay,FF_s5,4,10,4,1238,,,5.0,3.0,0.01,5000,200,433,,,1541,3.614293813705444,0.6369878486243944,1.0002173268805952,1.0585515130388632,0.6195110640369974,0.0829214855083483,0.3288811076108572,,,,,
ff_baseline,kovasznay,LPA_P6_N30,4,10,0,1234,6.0,30.0,,,0.01,5000,200,423,,,5780,0.0001060502327163,0.0012089106402063,0.0084340572950493,0.0027876490888917,0.0011727111159323,0.0006837329798036,0.0007553605873601,,,,,
ff_baseline,kovasznay,LPA_P6_N30,4,10,1,1235,6.0,30.0,,,0.01,5000,200,423,,,6567,2.64746013272088e-05,0.0005677857436273,0.0032626660844173,0.0015320641595002,0.0005499678873452,0.0002686384976237,0.000425674676166,,,,,
ff_baseline,kovasznay,LPA_P6_N30,4,10,2,1236,6.0,30.0,,,0.01,5000,200,423,,,5100,5.928643804509193e-05,0.000833049711802,0.0077844143992899,0.0025179983139593,0.0008222547996078,0.0006446168486302,0.0007116060058314,,,,,
ff_baseline,kovasznay,LPA_P6_N30,4,10,3,1237,6.0,30.0,,,0.01,5000,200,423,,,3813,0.0003958188171964,0.0038241201114854,0.0201037953968689,0.0045736291478345,0.0030466718759432,0.0015203364889832,0.0013579245191877,,,,,
ff_baseline,kovasznay,LPA_P6_N30,4,10,4,1238,6.0,30.0,,,0.01,5000,200,423,,,3577,0.0001034994638757,0.0011977346728417,0.0073652414860045,0.0026141354205305,0.0011076837283784,0.0005983475028324,0.0007111517248156,,,,,
ff_baseline,kovasznay,R,4,10,0,1234,,,,,0.01,5000,200,393,,,4797,5.3580683015752584e-05,0.001131711744338,0.005952131982212,0.0021320853930477,0.0009851078760831,0.0004348088190363,0.0006372498185143,,,,,
