P,l2_relative_mean,l1_absolute_mean,rms_r_mean,rms_r_x_mean,rms_r_y_mean,rms_r_xx_mean,rms_r_yy_mean,l2_relative_std,l1_absolute_std,rms_r_std,rms_r_x_std,rms_r_y_std,rms_r_xx_std,rms_r_yy_std,l2_relative_median,l1_absolute_median,rms_r_median,rms_r_x_median,rms_r_y_median,rms_r_xx_median,rms_r_yy_median,n_trials,success_rate_0.1
1,0.9194666567385651,0.3718503869510879,8.606109742044726,197.90160992518156,192.15899376429707,4415.953393004152,4749.02195831186,0.3656709512351218,0.15423110047211389,4.414645701829542,92.94811889293189,74.92350823269271,1699.546628264108,1959.36966569347,0.9569428187125952,0.3794877916221321,7.5632431043496915,179.79574253358484,215.24981398801486,3883.5370797766304,5396.595663008301,5,0.0
2,0.14403576676401111,0.05665821584818519,2.347174502361283,66.07150039661757,65.49756804139753,1717.2927664167878,1641.7951697697004,0.1073915205483905,0.04104429028015846,0.8127719041733218,16.96855709230524,17.480884521885084,381.77122368569155,336.23113659148436,0.08737996439969252,0.03501842581367569,2.0931014721955687,61.555635919682956,60.56005715875183,1554.0770673457607,1485.8150172969042,5,0.6
3,0.5110275258986628,0.21031306730513782,4.616295702567834,110.0521868466014,108.58177595164246,2474.9633706290992,2553.722980983822,0.5458935865725285,0.22852287226510287,1.4302102537824108,18.91909214438456,22.939924155998863,219.7312144821735,363.35318586931345,0.3724565810307256,0.14836352481257542,4.458566386230945,105.59228355651604,100.82733079262599,2479.58077353814,2680.670147090089,5,0.2
4,0.11935503977140657,0.047995934720421456,2.29335998796184,68.78142334277547,65.57323989462778,1844.7380747252973,1602.218605560925,0.08243694937127671,0.0337846714207966,0.6027216871738731,17.641028541889337,18.351022318868264,611.7109359680272,361.95321800511215,0.09354036641977119,0.037562473019188844,2.131013747514178,66.47273073888846,68.32704815996303,1593.8109302078462,1715.9704615756066,5,0.6
6,0.6627286655591532,0.27597291141528085,4.745945550462656,103.97720713435868,104.55554318381704,2176.8225110035432,2232.016802187089,0.9532551621421107,0.3989518490612778,5.093686321782595,89.20989642163411,88.68311589761151,1530.984440770104,1554.1060566923134,0.12602427115594536,0.050942523503820246,3.233371488538256,92.70524472276401,98.86220546366205,2050.7872583556114,2273.09487293508,10,0.5
