comparison,n_pairs,mean_log10_diff,median_log10_diff,paired_bootstrap_ci95_lo,paired_bootstrap_ci95_hi,wilcoxon_exact_p,direction,holm_adjusted_p
LPA - TANH,10,-1.5053032902030128,-1.3316314816518147,-1.8335168568670022,-1.2046028654259335,0.001953125,LPA better,0.009765625
LPA - FF,10,-1.3457740518402015,-1.297493543570033,-1.7135231872495755,-0.9724736964164578,0.001953125,LPA better,0.009765625
LPA - TFF,10,0.6306600350100254,0.9601336277898092,-0.16301212080828983,1.4007445821508087,0.193359375,LPA worse,0.193359375
LPA - SIREN,10,1.696777307496178,1.8209664947334474,0.8607953442561149,2.396089573299804,0.009765625,LPA worse,0.01953125
LPA - NLAAF,10,-1.7906583822900095,-1.7700025493425224,-1.9525769706866074,-1.6158577661176565,0.001953125,LPA better,0.009765625
