benchmark,key,key_id,nh,nn,trial,seed,lpa_order,lpa_panels,ff_sigma,ff_features,lr,adam_steps,lbfgs_maxiter,N_b,N_r,n_params,lpa_ref_params,l1_absolute,l2_relative,l1_absolute_c0,l2_relative_c0,l2_relative_sum,final_loss,time_adam,time_lbfgs,lbfgs_steps,machine,rms_r,mean_abs_r,max_abs_r,rms_r_x,mean_abs_r_x,max_abs_r_x,rms_r_y,mean_abs_r_y,max_abs_r_y,rms_r_xx,mean_abs_r_xx,max_abs_r_xx,rms_r_yy,mean_abs_r_yy,max_abs_r_yy,domain,P,N_panel
helmholtz2d,LPA,LPA_P3_N30,2,10,4,1238,3.0,30.0,,,0.01,200,40000,200,10000,181,,0.03165679646470202,0.07992208667351114,0.03165679646470202,0.07992208667351093,0.07992208667351093,4.695713043212891,4.423347234725952,126.31032395362854,6749,arm64,2.0865285300414333,1.589752271771431,23.34402847290039,63.162800505327354,40.79312038421631,821.996337890625,57.36092348640223,37.68789339065552,728.9224243164062,1664.7022256247512,1054.351058959961,13233.23046875,1785.3721600831575,1088.7350006103516,16657.572265625,,3,30
helmholtz2d,LPA,LPA_P3_N40,2,10,0,1234,3.0,40.0,,,0.01,200,40000,200,10000,191,,0.03766809195168206,0.09414763872421011,0.03766809195168206,0.09414763872420981,0.09414763872420981,7.979757308959961,4.600240230560303,125.860671043396,6800,arm64,2.664601872677665,1.9611338824033737,19.568153381347656,86.360717829256,50.29008913040161,1063.52734375,70.3340379339182,45.76780986785889,515.4830322265625,2660.7036076008167,1396.318832397461,20162.76171875,1789.306473539399,1119.9142456054688,14006.4248046875,,3,40
helmholtz2d,LPA,LPA_P3_N40,2,10,1,1235,3.0,40.0,,,0.01,200,40000,200,10000,191,,0.19431833401314622,0.4801159796624694,0.19431833401314622,0.4801159796624686,0.4801159796624686,29.261402130126953,4.201871871948242,80.38054394721985,4296,arm64,4.828139345215655,3.187787353992462,61.036766052246094,103.45009187424176,67.7964973449707,797.662841796875,109.71707444960994,69.95461654663086,892.2719116210938,2028.428186120968,1506.920166015625,10331.7890625,2062.8535530303648,1490.6148986816406,11313.69140625,,3,40
helmholtz2d,LPA,LPA_P3_N40,2,10,2,1236,3.0,40.0,,,0.01,200,40000,200,10000,191,,0.03291286919782971,0.08232483047759358,0.03291286919782971,0.08232483047759324,0.08232483047759324,5.7471184730529785,5.033243894577026,105.1493399143219,5617,arm64,2.1391292831885367,1.5807566940784454,17.582761764526367,66.61279849320026,38.24600648880005,638.5164794921875,50.856493533965875,34.819397926330566,454.4466857910156,1827.1864813149205,987.1368637084961,15117.79296875,1352.6127379076393,895.5399627685547,10202.296875,,3,40
helmholtz2d,LPA,LPA_P3_N40,2,10,3,1237,3.0,40.0,,,0.01,200,40000,200,10000,191,,0.07426983187823213,0.18363048184756078,0.07426983187823213,0.18363048184756073,0.18363048184756073,10.093912124633789,5.125715970993042,83.23462986946106,4499,arm64,2.7065269804208216,1.8857939839363098,24.480215072631836,74.24130763283472,43.097293853759766,863.12939453125,67.36422501785246,39.07600545883179,874.1715698242188,1753.0436478450843,1023.4138259887695,14274.3662109375,1587.1221105352922,884.2768630981445,14030.8896484375,,3,40
helmholtz2d,LPA,LPA_P3_N40,2,10,4,1238,3.0,40.0,,,0.01,200,40000,200,10000,191,,0.09583984743177835,0.2347429277571089,0.09583984743177835,0.2347429277571084,0.2347429277571084,8.038890838623047,5.035351991653442,96.68807792663574,5210,arm64,2.5563995037802396,1.9151638001203537,22.28209686279297,70.25986506474386,46.861209869384766,639.2504272460938,81.13447541326644,50.13566255569458,1103.7060546875,1767.2084625193486,1127.6816711425781,15123.1630859375,2087.6243974910813,1217.3109893798828,23527.240234375,,3,40
helmholtz2d,LPA,LPA_P4_N10,2,10,0,1234,4.0,10.0,,,0.01,200,40000,200,10000,161,,0.0159411857687482,0.03967944608336784,0.0159411857687482,0.039679446083367695,0.039679446083367695,1.2135438919067383,6.079514265060425,161.7604103088379,6936,arm64,1.004186643042982,0.7433817535638809,11.223036766052246,34.289821446872516,20.746806859970093,508.9870300292969,30.61202279556564,18.396270036697388,525.1502685546875,1016.6768322579206,568.8897705078125,12191.05859375,941.4118677218277,520.9775581359863,11999.0048828125,,4,10
helmholtz2d,LPA,LPA_P4_N10,2,10,1,1235,4.0,10.0,,,0.01,200,40000,200,10000,161,,0.028684474931633393,0.06961100492646902,0.028684474931633393,0.06961100492646882,0.06961100492646882,3.807565689086914,5.747305870056152,178.57202100753784,7759,arm64,1.7507601602655243,1.2830041646957397,14.46944522857666,59.19332170707095,35.79402780532837,497.57464599609375,51.09114382568658,29.34684681892395,772.9447021484375,1914.2372093734882,1061.6892013549805,15497.4677734375,1430.9217254535624,775.2727966308594,15791.7890625,,4,10
helmholtz2d,LPA,LPA_P4_N10,2,10,2,1236,4.0,10.0,,,0.01,200,40000,200,10000,161,,0.020797835586233986,0.050554675784143,0.020797835586233986,0.05055467578414299,0.05055467578414299,2.654104709625244,6.115104913711548,183.21275091171265,8152,arm64,1.4962782036442435,1.1048697233200073,10.968947410583496,41.159354936384716,25.51636791229248,399.5008544921875,41.47707000036803,24.115889072418213,472.55352783203125,1002.1893299796202,613.4019012451172,7924.63623046875,982.7530943890484,558.7688140869141,9098.46484375,,4,10
helmholtz2d,LPA,LPA_P4_N10,2,10,3,1237,4.0,10.0,,,0.01,200,40000,200,10000,161,,0.061799438132839814,0.15666448905904692,0.061799438132839814,0.156664489059047,0.156664489059047,8.277726173400879,6.163084983825684,237.08401775360107,10333,arm64,2.5839758517470033,1.9287676811218262,19.45533561706543,71.41883415336721,45.24150466918945,747.3797607421875,72.93795459805042,46.74006986618042,797.66943359375,1631.9474371130952,1072.8267364501953,11998.75,1787.540349194949,1137.3771057128906,14436.8642578125,,4,10
helmholtz2d,LPA,LPA_P4_N10,2,10,4,1238,4.0,10.0,,,0.01,200,40000,200,10000,161,,0.01972197952628734,0.05072886680407933,0.01972197952628734,0.05072886680407922,0.05072886680407922,2.348341941833496,6.292953968048096,102.84966897964478,4336,arm64,1.4134298932808886,0.9838523268699646,21.44669532775879,40.24536655838713,23.457544565200806,650.3052978515625,45.2355635570858,24.994925498962402,738.6875610351562,1158.1569342602063,675.3564224243164,11163.0537109375,1152.128614239747,657.3487396240234,11455.8291015625,,4,10
helmholtz2d,LPA,LPA_P4_N20,2,10,0,1234,4.0,20.0,,,0.01,200,40000,200,10000,171,,0.16685549922780885,0.42058583345349043,0.16685549922780885,0.4205858334534884,0.4205858334534884,35.32383728027344,6.438459873199463,235.94822001457214,10549,arm64,5.354173855708698,4.195925921201706,31.56295394897461,137.24729619376842,99.01429653167725,817.165771484375,145.15934132876188,93.80757522583008,1224.2427978515625,3320.0676197933076,2454.856201171875,18132.998046875,4691.908153939077,2518.0411071777344,42336.55859375,,4,20
helmholtz2d,LPA,LPA_P4_N20,2,10,1,1235,4.0,20.0,,,0.01,200,40000,200,10000,171,,0.07311438108019093,0.18439600289407782,0.07311438108019093,0.18439600289407768,0.18439600289407768,17.399646759033203,5.518202066421509,172.18143892288208,7692,arm64,3.996240667213517,3.0278463661670685,31.31838607788086,97.24337534172476,66.62261581420898,740.7877807617188,116.67460259467353,73.798996925354,1192.58349609375,2684.6664713703267,1672.5422668457031,21862.52734375,2666.263396590817,1715.5341796875,17143.82421875,,4,20
helmholtz2d,LPA,LPA_P4_N20,2,10,2,1236,4.0,20.0,,,0.01,200,40000,200,10000,171,,0.026212453056911573,0.06716810313732223,0.026212453056911573,0.06716810313732213,0.06716810313732213,2.4853339195251465,5.499025821685791,172.3765788078308,7926,arm64,1.419278950332622,1.0926907658576965,12.346002578735352,38.81255179630577,25.68821620941162,591.2544555664062,35.48768219345099,22.50255513191223,609.232177734375,1073.5853846457671,636.8445663452148,13145.712890625,913.124448151784,537.1933403015137,13965.0966796875,,4,20
helmholtz2d,LPA,LPA_P4_N20,2,10,3,1237,4.0,20.0,,,0.01,200,40000,200,10000,171,,0.03300462732258888,0.08108192264883331,0.03300462732258888,0.08108192264883304,0.08108192264883304,2.9501473903656006,5.5782389640808105,138.42335486412048,6462,arm64,1.6203639674312493,1.2085277140140533,11.74133014678955,49.63747512482457,30.658839464187622,508.8960876464844,45.75043091284428,28.597437143325806,520.5548095703125,1283.4397629028017,788.9553298950195,9602.166015625,1262.7377870128066,722.0703125,11931.2470703125,,4,20
helmholtz2d,LPA,LPA_P4_N20,2,10,4,1238,4.0,20.0,,,0.01,200,40000,200,10000,171,,0.7003358329359362,1.6774743017386118,0.7003358329359362,1.6774743017386071,1.6774743017386071,210.95367431640625,5.4426610469818115,70.38587307929993,3293,arm64,12.8990277271406,9.557150602340698,52.272361755371094,225.11692599867686,170.2170352935791,1289.0406494140625,219.29112868762783,167.8927516937256,945.4185180664062,3641.7281268650463,2895.2113342285156,18072.705078125,3588.9039761464783,2899.9813232421875,12586.6455078125,,4,20
helmholtz2d,LPA,LPA_P4_N30,2,10,0,1234,4.0,30.0,,,0.01,200,40000,200,10000,181,,0.011897790835093286,0.02868441477735204,0.011897790835093286,0.028684414777351994,0.028684414777351994,0.5577282905578613,5.506251096725464,120.50704407691956,5490,arm64,0.6850000520953277,0.5254718884825706,6.029253959655762,22.048874578495443,14.708438038825989,369.5813903808594,21.19803656716769,14.696352362632751,312.3399658203125,709.3434381745207,405.54676818847656,9250.7802734375,691.5894510112195,406.67369842529297,8341.455078125,,4,30
helmholtz2d,LPA,LPA_P4_N30,2,10,1,1235,4.0,30.0,,,0.01,200,40000,200,10000,181,,0.854972938224311,2.0433929580805374,0.854972938224311,2.0433929580805343,2.0433929580805343,435.0614013671875,5.415317058563232,64.43889904022217,2932,arm64,17.670409987593345,14.070927262306213,53.285152435302734,319.52593516362253,272.12026023864746,944.4085083007812,332.1843646959283,278.1894645690918,1213.927001953125,6287.396520023212,5447.251953125,16546.904296875,6595.73589525839,5642.550231933594,33655.6953125,,4,30
helmholtz2d,LPA,LPA_P4_N30,2,10,2,1236,4.0,30.0,,,0.01,200,40000,200,10000,181,,0.019060852956208407,0.048990125686228896,0.019060852956208407,0.0489901256862287,0.0489901256862287,1.1954569816589355,5.766048908233643,170.16828298568726,7740,arm64,1.0222054046513542,0.7949209660291672,5.833732604980469,24.782597816633665,18.27031660079956,215.39698791503906,31.836916923201038,21.058427095413208,270.6361083984375,689.319980238677,477.18476486206055,6634.26416015625,1000.1516955254838,585.5364532470703,7817.6201171875,,4,30
