# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,9.886511564254760742e-01,7.362364232540130615e-02,2.794629037380218506e-01,9.856452345848083496e-01,1.220501542091369629e+00,1.034164309501647949e+00
4.000000000000000000e+01,4.538922011852264404e-01,6.239176541566848755e-02,5.533891543745994568e-02,5.016966462135314941e-01,1.004582166671752930e+00,1.994541436433792114e-01
4.000000000000000000e+01,4.071355462074279785e-01,6.142821162939071655e-02,7.137145847082138062e-02,4.465835392475128174e-01,9.899854063987731934e-01,2.568167746067047119e-01
4.000000000000000000e+01,4.060766696929931641e-01,6.047286838293075562e-02,5.460747703909873962e-02,4.500827491283416748e-01,9.785438776016235352e-01,1.982413828372955322e-01
4.000000000000000000e+01,4.028720259666442871e-01,6.093952059745788574e-02,5.451913550496101379e-02,4.427863359451293945e-01,9.847536683082580566e-01,1.973171234130859375e-01
4.000000000000000000e+01,3.628094792366027832e-01,6.161186471581459045e-02,6.320167332887649536e-02,4.102925658226013184e-01,9.956091642379760742e-01,2.288364320993423462e-01
4.000000000000000000e+01,3.337631225585937500e-01,6.128461286425590515e-02,5.762750282883644104e-02,3.816075026988983154e-01,9.934785962104797363e-01,2.092886120080947876e-01
4.000000000000000000e+01,2.032140195369720459e-01,5.301643162965774536e-02,6.353482604026794434e-02,2.291915118694305420e-01,9.006049036979675293e-01,2.242157906293869019e-01
4.000000000000000000e+01,1.476923674345016479e-01,5.439315363764762878e-02,4.880281165242195129e-02,1.628106832504272461e-01,9.081041216850280762e-01,1.812826395034790039e-01
4.000000000000000000e+01,1.289429962635040283e-01,5.427103117108345032e-02,4.817892611026763916e-02,1.422621905803680420e-01,8.979504108428955078e-01,1.790898144245147705e-01
4.000000000000000000e+01,1.114573478698730469e-01,5.480739846825599670e-02,5.477299913763999939e-02,1.248116791248321533e-01,9.009451866149902344e-01,1.999713629484176636e-01
4.000000000000000000e+01,1.188747808337211609e-01,5.514116212725639343e-02,4.510656744241714478e-02,1.302658021450042725e-01,8.999705910682678223e-01,1.671648472547531128e-01
4.000000000000000000e+01,1.226950660347938538e-01,5.355640873312950134e-02,4.541780427098274231e-02,1.353679299354553223e-01,8.732848763465881348e-01,1.675723791122436523e-01
4.000000000000000000e+01,1.078443005681037903e-01,5.022905394434928894e-02,4.133980348706245422e-02,1.182926818728446960e-01,8.230006098747253418e-01,1.546318233013153076e-01
4.000000000000000000e+01,1.103247180581092834e-01,4.803599417209625244e-02,4.234819859266281128e-02,1.212849840521812439e-01,7.901642322540283203e-01,1.576950103044509888e-01
4.000000000000000000e+01,9.624511748552322388e-02,4.503041133284568787e-02,3.747051954269409180e-02,1.063879579305648804e-01,7.429732084274291992e-01,1.403547674417495728e-01
4.000000000000000000e+01,9.285356104373931885e-02,4.214250668883323669e-02,4.428422078490257263e-02,1.029539927840232849e-01,7.019091844558715820e-01,1.630872637033462524e-01
4.000000000000000000e+01,9.453489631414413452e-02,4.183749854564666748e-02,4.546760395169258118e-02,1.144550144672393799e-01,6.985090374946594238e-01,1.672212481498718262e-01
4.000000000000000000e+01,1.093002557754516602e-01,3.850757703185081482e-02,3.886973857879638672e-02,1.208703741431236267e-01,6.466400623321533203e-01,1.445190757513046265e-01
4.000000000000000000e+01,9.536160528659820557e-02,3.761815652251243591e-02,4.317951574921607971e-02,1.033231765031814575e-01,6.376048326492309570e-01,1.569247245788574219e-01
4.000000000000000000e+01,7.826949656009674072e-02,3.621537983417510986e-02,3.716748207807540894e-02,8.574785292148590088e-02,6.072266101837158203e-01,1.358780711889266968e-01
4.000000000000000000e+01,8.073274046182632446e-02,3.335578739643096924e-02,4.016716033220291138e-02,8.620516955852508545e-02,5.711753368377685547e-01,1.445673704147338867e-01
4.000000000000000000e+01,7.651995122432708740e-02,3.266963362693786621e-02,2.880784310400485992e-02,8.497671037912368774e-02,5.591937303543090820e-01,1.061663851141929626e-01
4.000000000000000000e+01,6.990674138069152832e-02,2.806460484862327576e-02,2.501488104462623596e-02,7.510799914598464966e-02,4.860545992851257324e-01,9.253301471471786499e-02
4.000000000000000000e+01,5.473623052239418030e-02,2.589580416679382324e-02,2.609764784574508667e-02,5.974161252379417419e-02,4.540670514106750488e-01,9.614424407482147217e-02
4.000000000000000000e+01,8.556731045246124268e-02,2.621788717806339264e-02,1.994005590677261353e-02,9.121403098106384277e-02,4.675819873809814453e-01,7.892698049545288086e-02
