Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,2.618366181850433350e-01,8.694954961538314819e-02,1.116661727428436279e-01,3.084832429885864258e-01,7.923306226730346680e-01,2.995924651622772217e-01
2.000000000000000000e+00,2.576249539852142334e-01,8.301004767417907715e-02,1.087328642606735229e-01,3.023257255554199219e-01,7.747411727905273438e-01,2.916817963123321533e-01
3.000000000000000000e+00,2.506286501884460449e-01,7.881303131580352783e-02,1.057223007082939148e-01,2.929602861404418945e-01,7.553896903991699219e-01,2.837066054344177246e-01
4.000000000000000000e+00,2.422756552696228027e-01,7.455559819936752319e-02,1.026051267981529236e-01,2.820988297462463379e-01,7.347544431686401367e-01,2.755923867225646973e-01
5.000000000000000000e+00,2.331434041261672974e-01,7.034743577241897583e-02,9.938779473304748535e-02,2.704204618930816650e-01,7.131285667419433594e-01,2.673544585704803467e-01
6.000000000000000000e+00,2.235525697469711304e-01,6.625472009181976318e-02,9.608782827854156494e-02,2.583031356334686279e-01,6.907543540000915527e-01,2.590297758579254150e-01
7.000000000000000000e+00,2.137021422386169434e-01,6.229749321937561035e-02,9.272650629281997681e-02,2.459951341152191162e-01,6.678500175476074219e-01,2.506616413593292236e-01
8.000000000000000000e+00,2.037412524223327637e-01,5.850237607955932617e-02,8.932385593652725220e-02,2.336748540401458740e-01,6.446148753166198730e-01,2.422911971807479858e-01
9.000000000000000000e+00,1.937900483608245850e-01,5.488179251551628113e-02,8.589980006217956543e-02,2.214768975973129272e-01,6.212264895439147949e-01,2.339569926261901855e-01
1.000000000000000000e+01,1.839451193809509277e-01,5.144564062356948853e-02,8.247353136539459229e-02,2.095047682523727417e-01,5.978420972824096680e-01,2.256915271282196045e-01
1.100000000000000000e+01,1.742853075265884399e-01,4.820167273283004761e-02,7.906230539083480835e-02,1.978378742933273315e-01,5.745958089828491211e-01,2.175215631723403931e-01
1.200000000000000000e+01,1.648685783147811890e-01,4.514418169856071472e-02,7.568072527647018433e-02,1.865368783473968506e-01,5.516003370285034180e-01,2.094680219888687134e-01
1.300000000000000000e+01,1.557385176420211792e-01,4.227370768785476685e-02,7.234166562557220459e-02,1.756467819213867188e-01,5.289482474327087402e-01,2.015476971864700317e-01
1.400000000000000000e+01,1.469342708587646484e-01,3.958723694086074829e-02,6.905628740787506104e-02,1.651995331048965454e-01,5.067137479782104492e-01,1.937730461359024048e-01
1.500000000000000000e+01,1.384852230548858643e-01,3.707952052354812622e-02,6.583237648010253906e-02,1.552164554595947266e-01,4.849557280540466309e-01,1.861529052257537842e-01
1.600000000000000000e+01,1.304060369729995728e-01,3.475309535861015320e-02,6.267824023962020874e-02,1.457102298736572266e-01,4.637193083763122559e-01,1.786940544843673706e-01
1.700000000000000000e+01,1.227051988244056702e-01,3.260398283600807190e-02,5.960195139050483704e-02,1.366862207651138306e-01,4.430387616157531738e-01,1.714009791612625122e-01
1.800000000000000000e+01,1.153890490531921387e-01,3.061956539750099182e-02,5.660868063569068909e-02,1.281440705060958862e-01,4.229395389556884766e-01,1.642770767211914062e-01
1.900000000000000000e+01,1.084612533450126648e-01,2.878051064908504486e-02,5.370294302701950073e-02,1.200787127017974854e-01,4.034399390220642090e-01,1.573247909545898438e-01
2.000000000000000000e+01,1.019208356738090515e-01,2.704707346856594086e-02,5.088904500007629395e-02,1.124816164374351501e-01,3.845528662204742432e-01,1.505455076694488525e-01
2.100000000000000000e+01,9.576127678155899048e-02,2.540548704564571381e-02,4.817020148038864136e-02,1.053412333130836487e-01,3.662863373756408691e-01,1.439404934644699097e-01
2.200000000000000000e+01,8.997505903244018555e-02,2.385174296796321869e-02,4.554820433259010315e-02,9.864381700754165649e-02,3.486456274986267090e-01,1.375110894441604614e-01
2.300000000000000000e+01,8.455572277307510376e-02,2.238075435161590576e-02,4.302371665835380554e-02,9.237401932477951050e-02,3.316329717636108398e-01,1.312579065561294556e-01
2.400000000000000000e+01,7.949329167604446411e-02,2.098960988223552704e-02,4.059687256813049316e-02,8.651542663574218750e-02,3.152490854263305664e-01,1.251816898584365845e-01
2.500000000000000000e+01,7.477653771638870239e-02,1.967379450798034668e-02,3.826820850372314453e-02,8.105070888996124268e-02,2.994932532310485840e-01,1.192831844091415405e-01
2.600000000000000000e+01,7.039811462163925171e-02,1.843096874654293060e-02,3.603763878345489502e-02,7.596202194690704346e-02,2.843628525733947754e-01,1.135631501674652100e-01
2.700000000000000000e+01,6.634686887264251709e-02,1.726218126714229584e-02,3.390395641326904297e-02,7.123111933469772339e-02,2.698549926280975342e-01,1.080221682786941528e-01
2.800000000000000000e+01,6.261684745550155640e-02,1.616145484149456024e-02,3.186590597033500671e-02,6.683992594480514526e-02,2.559662461280822754e-01,1.026607230305671692e-01
2.900000000000000000e+01,5.919835343956947327e-02,1.512599829584360123e-02,2.992248162627220154e-02,6.277009099721908569e-02,2.426916658878326416e-01,9.747941792011260986e-02
3.000000000000000000e+01,5.609729513525962830e-02,1.415282767266035080e-02,2.807171642780303955e-02,5.900357663631439209e-02,2.300268262624740601e-01,9.247853606939315796e-02
3.100000000000000000e+01,5.330814048647880554e-02,1.323954761028289795e-02,2.631175145506858826e-02,5.552249401807785034e-02,2.179655581712722778e-01,8.765840530395507812e-02
3.200000000000000000e+01,5.076780542731285095e-02,1.238607522100210190e-02,2.464075013995170593e-02,5.230936408042907715e-02,2.065023034811019897e-01,8.301913738250732422e-02
3.300000000000000000e+01,4.844333603978157043e-02,1.158739905804395676e-02,2.305605076253414154e-02,4.934706538915634155e-02,1.956299543380737305e-01,7.856085896492004395e-02
3.400000000000000000e+01,4.629053920507431030e-02,1.084007602185010910e-02,2.155544981360435486e-02,4.661888629198074341e-02,1.853413581848144531e-01,7.428313791751861572e-02
3.500000000000000000e+01,4.428131878376007080e-02,1.014303322881460190e-02,2.013685368001461029e-02,4.410860314965248108e-02,1.756285727024078369e-01,7.018586248159408569e-02
3.600000000000000000e+01,4.239606112241744995e-02,9.494402445852756500e-03,1.879732124507427216e-02,4.180058091878890991e-02,1.664825379848480225e-01,6.626845151185989380e-02
3.700000000000000000e+01,4.062496498227119446e-02,8.892380632460117340e-03,1.753305457532405853e-02,3.967968747019767761e-02,1.578936129808425903e-01,6.253027915954589844e-02
3.800000000000000000e+01,3.896059468388557434e-02,8.333714678883552551e-03,1.634136959910392761e-02,3.773140534758567810e-02,1.498510837554931641e-01,5.897054448723793030e-02
3.900000000000000000e+01,3.739634901285171509e-02,7.815257646143436432e-03,1.521934382617473602e-02,3.594199940562248230e-02,1.423429250717163086e-01,5.558819696307182312e-02
4.000000000000000000e+01,3.592515364289283752e-02,7.337007671594619751e-03,1.416421495378017426e-02,3.429819643497467041e-02,1.353565007448196411e-01,5.238219723105430603e-02
4.100000000000000000e+01,3.454156965017318726e-02,6.898324005305767059e-03,1.317334175109863281e-02,3.278771787881851196e-02,1.288772672414779663e-01,4.935095086693763733e-02
4.200000000000000000e+01,3.323914483189582825e-02,6.494680885225534439e-03,1.224447786808013916e-02,3.139860183000564575e-02,1.228895485401153564e-01,4.649310931563377380e-02
4.300000000000000000e+01,3.201296180486679077e-02,6.125955842435359955e-03,1.137631386518478394e-02,3.012023493647575378e-02,1.173759773373603821e-01,4.380687698721885681e-02
4.400000000000000000e+01,3.085755556821823120e-02,5.790418013930320740e-03,1.056822203099727631e-02,2.894219942390918732e-02,1.123179122805595398e-01,4.129026457667350769e-02
4.500000000000000000e+01,2.976814657449722290e-02,5.484877154231071472e-03,9.819837287068367004e-03,2.785512432456016541e-02,1.076952368021011353e-01,3.894096612930297852e-02
