# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,9.972463846206665039e-01,6.161978095769882202e-02,2.746232748031616211e-01,9.926110506057739258e-01,9.971135258674621582e-01,1.009859800338745117e+00
4.000000000000000000e+01,4.538950324058532715e-01,6.271243095397949219e-02,1.130798459053039551e-01,5.018787980079650879e-01,1.007252097129821777e+00,3.997678160667419434e-01
4.000000000000000000e+01,4.110079705715179443e-01,6.200247257947921753e-02,7.762005180120468140e-02,4.524066746234893799e-01,1.004685401916503906e+00,2.796115875244140625e-01
4.000000000000000000e+01,3.945203423500061035e-01,6.200075522065162659e-02,7.357542961835861206e-02,4.372496604919433594e-01,1.005060672760009766e+00,2.643896043300628662e-01
4.000000000000000000e+01,3.977485895156860352e-01,6.174120306968688965e-02,7.166092097759246826e-02,4.395401477813720703e-01,9.980349540710449219e-01,2.586960792541503906e-01
4.000000000000000000e+01,4.007737338542938232e-01,6.199919432401657104e-02,6.851658970117568970e-02,4.403471350669860840e-01,1.000310182571411133e+00,2.465445548295974731e-01
4.000000000000000000e+01,3.959724605083465576e-01,6.184259057044982910e-02,6.663629412651062012e-02,4.372434914112091064e-01,9.983304142951965332e-01,2.401914298534393311e-01
4.000000000000000000e+01,3.966713845729827881e-01,6.184248626232147217e-02,6.300505995750427246e-02,4.372750222682952881e-01,9.949950575828552246e-01,2.273883670568466187e-01
4.000000000000000000e+01,3.770807087421417236e-01,6.237835809588432312e-02,5.573483929038047791e-02,4.228875339031219482e-01,1.000758290290832520e+00,2.036806792020797729e-01
4.000000000000000000e+01,2.700178027153015137e-01,6.447885930538177490e-02,5.664398148655891418e-02,3.038936853408813477e-01,1.028352856636047363e+00,2.176448851823806763e-01
4.000000000000000000e+01,1.053079217672348022e-01,5.697666481137275696e-02,3.775987774133682251e-02,1.241079419851303101e-01,9.400622844696044922e-01,1.451130360364913940e-01
4.000000000000000000e+01,7.476673275232315063e-02,3.857528790831565857e-02,3.180617839097976685e-02,8.309617638587951660e-02,6.750370264053344727e-01,1.257838904857635498e-01
4.000000000000000000e+01,7.450841367244720459e-02,3.437728807330131531e-02,2.693901583552360535e-02,8.234248310327529907e-02,6.118194460868835449e-01,1.080409064888954163e-01
4.000000000000000000e+01,5.300258100032806396e-02,2.999943867325782776e-02,3.086268529295921326e-02,6.301937997341156006e-02,5.388866066932678223e-01,1.200466006994247437e-01
4.000000000000000000e+01,5.101972818374633789e-02,2.451492100954055786e-02,2.893677912652492523e-02,6.022264063358306885e-02,4.526443779468536377e-01,1.128833293914794922e-01
4.000000000000000000e+01,4.920820146799087524e-02,2.501212991774082184e-02,2.671241201460361481e-02,5.868404731154441833e-02,4.554160833358764648e-01,1.052617281675338745e-01
4.000000000000000000e+01,4.495827481150627136e-02,2.286408841609954834e-02,3.659166768193244934e-02,5.391601100564002991e-02,4.244446158409118652e-01,1.406389474868774414e-01
4.000000000000000000e+01,3.979786485433578491e-02,2.214198932051658630e-02,3.494063392281532288e-02,4.883757978677749634e-02,4.050207436084747314e-01,1.374034136533737183e-01
4.000000000000000000e+01,4.207097366452217102e-02,2.245714329183101654e-02,3.345479071140289307e-02,4.809302464127540588e-02,4.044319093227386475e-01,1.325099915266036987e-01
4.000000000000000000e+01,3.391281887888908386e-02,1.915057562291622162e-02,3.785575553774833679e-02,4.021327197551727295e-02,3.510980606079101562e-01,1.458259224891662598e-01
4.000000000000000000e+01,3.098359704017639160e-02,1.694238744676113129e-02,3.741290420293807983e-02,3.586041927337646484e-02,3.170317411422729492e-01,1.456515341997146606e-01
4.000000000000000000e+01,2.902573905885219574e-02,1.638672873377799988e-02,4.218840226531028748e-02,3.448266535997390747e-02,3.130690455436706543e-01,1.601222604513168335e-01
4.000000000000000000e+01,2.595865726470947266e-02,1.612459868192672729e-02,4.117739200592041016e-02,3.142240270972251892e-02,3.074361979961395264e-01,1.573352664709091187e-01
4.000000000000000000e+01,2.443836443126201630e-02,1.568895205855369568e-02,4.215693846344947815e-02,2.993871271610260010e-02,2.990919351577758789e-01,1.588387489318847656e-01
4.000000000000000000e+01,2.423603832721710205e-02,1.648227684199810028e-02,4.291241616010665894e-02,2.706158161163330078e-02,3.125901818275451660e-01,1.605277210474014282e-01
4.000000000000000000e+01,2.767988294363021851e-02,1.457790657877922058e-02,4.297335445880889893e-02,3.391269966959953308e-02,2.789655029773712158e-01,1.608089059591293335e-01
