# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,1.005397558212280273e+00,7.151248306035995483e-02,2.786741256713867188e-01,1.000066518783569336e+00,1.149891734123229980e+00,9.940654039382934570e-01
4.000000000000000000e+01,4.606145620346069336e-01,6.352849304676055908e-02,6.963432580232620239e-02,5.148959159851074219e-01,1.018466472625732422e+00,2.616613209247589111e-01
4.000000000000000000e+01,4.295291602611541748e-01,6.231580302119255066e-02,7.289513945579528809e-02,4.616427123546600342e-01,1.001175999641418457e+00,2.661879062652587891e-01
4.000000000000000000e+01,3.827710449695587158e-01,6.257975846529006958e-02,4.964117705821990967e-02,4.239901900291442871e-01,1.004075050354003906e+00,1.808043271303176880e-01
4.000000000000000000e+01,1.611105203628540039e-01,5.509689822793006897e-02,5.390963703393936157e-02,1.831194460391998291e-01,8.935417532920837402e-01,2.006774842739105225e-01
4.000000000000000000e+01,6.824468076229095459e-02,2.974740974605083466e-02,4.825598746538162231e-02,8.123155683279037476e-02,5.365143418312072754e-01,1.917075514793395996e-01
4.000000000000000000e+01,5.004059895873069763e-02,2.259841933846473694e-02,5.043029412627220154e-02,5.901126563549041748e-02,4.164177477359771729e-01,1.904415786266326904e-01
4.000000000000000000e+01,4.758089780807495117e-02,2.140291407704353333e-02,3.482466563582420349e-02,5.391618609428405762e-02,3.857378363609313965e-01,1.328491717576980591e-01
4.000000000000000000e+01,3.196443989872932434e-02,2.134817838668823242e-02,3.489227965474128723e-02,3.865867108106613159e-02,3.884444534778594971e-01,1.286474615335464478e-01
4.000000000000000000e+01,4.044356197118759155e-02,1.942362077534198761e-02,4.008229076862335205e-02,4.522646218538284302e-02,3.604922592639923096e-01,1.443956047296524048e-01
4.000000000000000000e+01,3.149266168475151062e-02,1.872695609927177429e-02,3.398486226797103882e-02,3.621950000524520874e-02,3.457924723625183105e-01,1.239620745182037354e-01
4.000000000000000000e+01,2.712887525558471680e-02,1.662804000079631805e-02,3.553475439548492432e-02,3.086698614060878754e-02,3.192607760429382324e-01,1.285353451967239380e-01
4.000000000000000000e+01,4.054911434650421143e-02,1.726473309099674225e-02,4.258053004741668701e-02,4.634866863489151001e-02,3.347557783126831055e-01,1.489873528480529785e-01
4.000000000000000000e+01,3.689466044306755066e-02,1.589088514447212219e-02,2.714274637401103973e-02,4.069744423031806946e-02,3.042404949665069580e-01,9.873521327972412109e-02
4.000000000000000000e+01,2.339277043938636780e-02,1.545816846191883087e-02,1.842177286744117737e-02,2.690563723444938660e-02,2.929919064044952393e-01,7.169234007596969604e-02
4.000000000000000000e+01,2.381393685936927795e-02,1.434354577213525772e-02,3.062055446207523346e-02,2.686526253819465637e-02,2.767260670661926270e-01,1.079757139086723328e-01
4.000000000000000000e+01,2.410203777253627777e-02,1.440797466784715652e-02,2.134367264807224274e-02,2.750802226364612579e-02,2.736877799034118652e-01,7.835878431797027588e-02
4.000000000000000000e+01,3.417586907744407654e-02,1.523079723119735718e-02,3.224569931626319885e-02,3.935177996754646301e-02,2.703133821487426758e-01,1.136959716677665710e-01
4.000000000000000000e+01,2.499632351100444794e-02,1.379237044602632523e-02,1.772143132984638214e-02,2.736473828554153442e-02,2.565069794654846191e-01,7.056953758001327515e-02
4.000000000000000000e+01,2.740184403955936432e-02,1.580226980149745941e-02,2.446341328322887421e-02,3.228924795985221863e-02,2.884918153285980225e-01,9.360405802726745605e-02
4.000000000000000000e+01,2.021069638431072235e-02,1.185695827007293701e-02,2.241529524326324463e-02,2.340500615537166595e-02,2.294088155031204224e-01,8.910033106803894043e-02
4.000000000000000000e+01,1.856612041592597961e-02,1.087287720292806625e-02,1.856966875493526459e-02,2.178223244845867157e-02,2.087816894054412842e-01,6.758677959442138672e-02
4.000000000000000000e+01,3.166485205292701721e-02,1.305989827960729599e-02,1.442149933427572250e-02,3.571403026580810547e-02,2.311947494745254517e-01,6.205541267991065979e-02
4.000000000000000000e+01,1.266396790742874146e-02,1.000466849654912949e-02,1.297962758690118790e-02,1.436529774218797684e-02,2.008914649486541748e-01,4.943659156560897827e-02
4.000000000000000000e+01,1.605966500937938690e-02,9.574845433235168457e-03,1.765233092010021210e-02,1.886107400059700012e-02,1.826890558004379272e-01,6.339666992425918579e-02
4.000000000000000000e+01,2.578214742243289948e-02,8.467549458146095276e-03,1.360441558063030243e-02,2.966731041669845581e-02,1.711300015449523926e-01,5.037539452314376831e-02
