# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,1.000822305679321289e+00,6.515117734670639038e-02,2.561328709125518799e-01,9.954369664192199707e-01,1.044211030006408691e+00,9.569738507270812988e-01
4.000000000000000000e+01,4.886197149753570557e-01,6.573913246393203735e-02,4.917695745825767517e-02,5.310287475585937500e-01,1.081658124923706055e+00,2.102112174034118652e-01
4.000000000000000000e+01,9.042634069919586182e-02,4.885056242346763611e-02,8.498585224151611328e-02,1.049975454807281494e-01,8.134931325912475586e-01,3.149459064006805420e-01
4.000000000000000000e+01,9.009102731943130493e-02,3.035676851868629456e-02,4.690413549542427063e-02,9.922528266906738281e-02,5.309498310089111328e-01,1.817027181386947632e-01
4.000000000000000000e+01,9.959136694669723511e-02,2.331168204545974731e-02,5.799167975783348083e-02,1.058904379606246948e-01,4.131018519401550293e-01,2.053419947624206543e-01
4.000000000000000000e+01,1.211896985769271851e-01,3.060668334364891052e-02,7.198299467563629150e-02,1.243533864617347717e-01,5.600057244300842285e-01,2.597604691982269287e-01
4.000000000000000000e+01,6.901747733354568481e-02,2.091693691909313202e-02,4.879846051335334778e-02,7.378893345594406128e-02,3.867178261280059814e-01,1.717567294836044312e-01
4.000000000000000000e+01,8.479738980531692505e-02,1.643774844706058502e-02,4.565252736210823059e-02,8.698628097772598267e-02,3.104557991027832031e-01,1.595760881900787354e-01
4.000000000000000000e+01,6.264157593250274658e-02,2.007950656116008759e-02,4.187401011586189270e-02,6.701505929231643677e-02,3.469744026660919189e-01,1.458208858966827393e-01
4.000000000000000000e+01,6.952436268329620361e-02,2.009756118059158325e-02,3.721827268600463867e-02,7.412790507078170776e-02,3.541108369827270508e-01,1.301761120557785034e-01
4.000000000000000000e+01,6.501296907663345337e-02,1.916114613413810730e-02,3.742862492799758911e-02,6.914068013429641724e-02,3.301508724689483643e-01,1.313129514455795288e-01
4.000000000000000000e+01,9.842251986265182495e-02,3.043478913605213165e-02,2.572051063179969788e-02,1.084659472107887268e-01,5.051923394203186035e-01,9.620030969381332397e-02
4.000000000000000000e+01,1.077881380915641785e-01,2.712848782539367676e-02,3.927661478519439697e-02,1.148418188095092773e-01,4.965226054191589355e-01,1.463989764451980591e-01
4.000000000000000000e+01,7.356870919466018677e-02,1.696330308914184570e-02,3.820390999317169189e-02,7.730620354413986206e-02,3.072991371154785156e-01,1.320907473564147949e-01
4.000000000000000000e+01,6.722760945558547974e-02,1.572781428694725037e-02,3.645264357328414917e-02,7.056559622287750244e-02,2.786844074726104736e-01,1.268949061632156372e-01
4.000000000000000000e+01,6.963966041803359985e-02,1.720714196562767029e-02,3.692419081926345825e-02,7.314869016408920288e-02,2.950835824012756348e-01,1.292833834886550903e-01
4.000000000000000000e+01,6.380930542945861816e-02,2.258255705237388611e-02,3.199610114097595215e-02,6.740256398916244507e-02,3.787530660629272461e-01,1.129559054970741272e-01
4.000000000000000000e+01,7.721513509750366211e-02,1.623684167861938477e-02,4.427127540111541748e-02,8.352863043546676636e-02,2.834599614143371582e-01,1.511371284723281860e-01
4.000000000000000000e+01,7.340332120656967163e-02,1.737763918936252594e-02,2.912977896630764008e-02,7.632954418659210205e-02,2.974224090576171875e-01,1.051924675703048706e-01
4.000000000000000000e+01,4.983701929450035095e-02,1.496482547372579575e-02,2.434288524091243744e-02,5.350872501730918884e-02,2.715236842632293701e-01,8.737014979124069214e-02
4.000000000000000000e+01,6.450002640485763550e-02,1.467424910515546799e-02,3.957192227244377136e-02,6.953175365924835205e-02,2.632089853286743164e-01,1.379740983247756958e-01
4.000000000000000000e+01,6.475612521171569824e-02,1.164120901376008987e-02,3.430521115660667419e-02,6.772149354219436646e-02,2.250645756721496582e-01,1.189497485756874084e-01
4.000000000000000000e+01,1.260739266872406006e-01,2.021789178252220154e-02,4.604727029800415039e-02,1.317405551671981812e-01,3.675554692745208740e-01,1.663543879985809326e-01
4.000000000000000000e+01,6.532929837703704834e-02,1.178410369902849197e-02,5.245989933609962463e-02,6.850192695856094360e-02,2.260012030601501465e-01,1.803596913814544678e-01
4.000000000000000000e+01,6.097216904163360596e-02,1.157997269183397293e-02,3.894551470875740051e-02,6.398637592792510986e-02,2.234227955341339111e-01,1.361986398696899414e-01
4.000000000000000000e+01,9.334082156419754028e-02,1.241120602935552597e-02,6.993736326694488525e-02,9.902937710285186768e-02,2.386956065893173218e-01,2.415556907653808594e-01
