Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,2.068372070789337158e-01,9.498977661132812500e-02,9.287659823894500732e-02,2.452301979064941406e-01,8.281333446502685547e-01,2.446575164794921875e-01
2.000000000000000000e+00,2.064904719591140747e-01,9.011906385421752930e-02,9.177438914775848389e-02,2.434462010860443115e-01,8.048751354217529297e-01,2.410480827093124390e-01
3.000000000000000000e+00,2.054982185363769531e-01,8.557782322168350220e-02,9.144171327352523804e-02,2.408962696790695190e-01,7.826503515243530273e-01,2.388887852430343628e-01
4.000000000000000000e+00,2.036799043416976929e-01,8.118819445371627808e-02,9.116318821907043457e-02,2.374088913202285767e-01,7.604741454124450684e-01,2.367963939905166626e-01
5.000000000000000000e+00,2.011385560035705566e-01,7.691887021064758301e-02,9.075962007045745850e-02,2.331202626228332520e-01,7.380919456481933594e-01,2.344703972339630127e-01
6.000000000000000000e+00,1.979575753211975098e-01,7.277299463748931885e-02,9.011838585138320923e-02,2.281872928142547607e-01,7.154696583747863770e-01,2.318381369113922119e-01
7.000000000000000000e+00,1.942431181669235229e-01,6.876713782548904419e-02,8.921777456998825073e-02,2.227550148963928223e-01,6.926634907722473145e-01,2.288974523544311523e-01
8.000000000000000000e+00,1.901130825281143188e-01,6.491559743881225586e-02,8.807148784399032593e-02,2.169523686170578003e-01,6.697697043418884277e-01,2.256696522235870361e-01
9.000000000000000000e+00,1.856622546911239624e-01,6.123012676835060120e-02,8.670003712177276611e-02,2.108918726444244385e-01,6.468966007232666016e-01,2.221853435039520264e-01
1.000000000000000000e+01,1.809810400009155273e-01,5.771755427122116089e-02,8.512739837169647217e-02,2.046698629856109619e-01,6.241527795791625977e-01,2.184758335351943970e-01
1.100000000000000000e+01,1.761543154716491699e-01,5.439060553908348083e-02,8.337829262018203735e-02,1.983676850795745850e-01,6.016381978988647461e-01,2.145708054304122925e-01
1.200000000000000000e+01,1.712483763694763184e-01,5.124096199870109558e-02,8.147610723972320557e-02,1.920520961284637451e-01,5.794394612312316895e-01,2.104973495006561279e-01
1.300000000000000000e+01,1.663159728050231934e-01,4.826287552714347839e-02,7.944339513778686523e-02,1.857775151729583740e-01,5.576294064521789551e-01,2.062804400920867920e-01
1.400000000000000000e+01,1.614029556512832642e-01,4.545099660754203796e-02,7.730325311422348022e-02,1.795867979526519775e-01,5.362675189971923828e-01,2.019424289464950562e-01
1.500000000000000000e+01,1.565459668636322021e-01,4.279744252562522888e-02,7.507821172475814819e-02,1.735131591558456421e-01,5.153998136520385742e-01,1.975034177303314209e-01
1.600000000000000000e+01,1.517675966024398804e-01,4.029400646686553955e-02,7.278691977262496948e-02,1.675812751054763794e-01,4.950618147850036621e-01,1.929821968078613281e-01
1.700000000000000000e+01,1.470948904752731323e-01,3.793308138847351074e-02,7.044753432273864746e-02,1.618090569972991943e-01,4.752795398235321045e-01,1.883959472179412842e-01
1.800000000000000000e+01,1.425352692604064941e-01,3.570612892508506775e-02,6.807602941989898682e-02,1.562086790800094604e-01,4.560710489749908447e-01,1.837607771158218384e-01
