# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,1.027377247810363770e+00,2.068316340446472168e-01,3.943171501159667969e-01,1.017116308212280273e+00,3.028826713562011719e+00,1.368405938148498535e+00
4.000000000000000000e+01,3.515284359455108643e-01,8.611174672842025757e-02,4.638735577464103699e-02,4.123903810977935791e-01,1.633059144020080566e+00,1.953550279140472412e-01
4.000000000000000000e+01,1.522180736064910889e-01,8.596117794513702393e-02,8.249811083078384399e-02,1.805795133113861084e-01,1.422651648521423340e+00,2.992168962955474854e-01
4.000000000000000000e+01,7.681785523891448975e-02,4.386050254106521606e-02,7.978405058383941650e-02,8.968427032232284546e-02,7.929424047470092773e-01,2.908022105693817139e-01
4.000000000000000000e+01,6.990838795900344849e-02,3.194624185562133789e-02,7.060317695140838623e-02,8.579492568969726562e-02,5.526274442672729492e-01,2.469782978296279907e-01
4.000000000000000000e+01,7.215607166290283203e-02,2.589281089603900909e-02,6.274119019508361816e-02,8.588954061269760132e-02,4.690562486648559570e-01,2.179524153470993042e-01
4.000000000000000000e+01,6.691132485866546631e-02,2.518405020236968994e-02,5.306636169552803040e-02,8.093054592609405518e-02,4.571614563465118408e-01,1.838237196207046509e-01
4.000000000000000000e+01,7.451633363962173462e-02,2.600370720028877258e-02,5.476000905036926270e-02,8.697760105133056641e-02,4.745192229747772217e-01,1.889261752367019653e-01
4.000000000000000000e+01,8.296198397874832153e-02,3.207881003618240356e-02,5.644547194242477417e-02,8.651967346668243408e-02,5.607909560203552246e-01,1.985682994127273560e-01
4.000000000000000000e+01,7.585572451353073120e-02,2.584496513009071350e-02,5.770375207066535950e-02,9.009959548711776733e-02,4.660688936710357666e-01,1.997052282094955444e-01
4.000000000000000000e+01,8.220046758651733398e-02,3.422851115465164185e-02,7.146891206502914429e-02,1.008753627538681030e-01,5.783532857894897461e-01,2.441453784704208374e-01
4.000000000000000000e+01,8.376017957925796509e-02,2.569072879850864410e-02,5.790011584758758545e-02,9.690109640359878540e-02,4.690638184547424316e-01,2.036606669425964355e-01
4.000000000000000000e+01,8.983786404132843018e-02,2.870296686887741089e-02,4.025883600115776062e-02,1.034509241580963135e-01,4.935604035854339600e-01,1.447599083185195923e-01
4.000000000000000000e+01,7.745143771171569824e-02,1.944704912602901459e-02,5.778751894831657410e-02,8.599116653203964233e-02,3.803094029426574707e-01,1.979009807109832764e-01
4.000000000000000000e+01,7.371172308921813965e-02,2.117079496383666992e-02,5.227173492312431335e-02,7.987006008625030518e-02,3.872296810150146484e-01,1.790821254253387451e-01
4.000000000000000000e+01,7.321495562791824341e-02,2.185230702161788940e-02,5.330927297472953796e-02,7.925876230001449585e-02,3.973574042320251465e-01,1.819384098052978516e-01
4.000000000000000000e+01,7.050029933452606201e-02,2.511295489966869354e-02,5.197878554463386536e-02,7.559923082590103149e-02,4.404619634151458740e-01,1.801434904336929321e-01
4.000000000000000000e+01,7.007303833961486816e-02,2.079343609511852264e-02,5.148415639996528625e-02,7.497633993625640869e-02,3.752849400043487549e-01,1.767406910657882690e-01
4.000000000000000000e+01,7.072211802005767822e-02,2.464314736425876617e-02,6.251371651887893677e-02,7.537906616926193237e-02,4.245859086513519287e-01,2.141814380884170532e-01
4.000000000000000000e+01,7.695581018924713135e-02,1.349474210292100906e-02,4.885558411478996277e-02,7.994168996810913086e-02,2.824198305606842041e-01,1.688778996467590332e-01
4.000000000000000000e+01,6.170964241027832031e-02,1.771317981183528900e-02,4.721472784876823425e-02,6.582975387573242188e-02,3.250472247600555420e-01,1.627168208360671997e-01
4.000000000000000000e+01,6.066668778657913208e-02,1.645436882972717285e-02,4.609476029872894287e-02,6.428536027669906616e-02,3.103616535663604736e-01,1.590298712253570557e-01
4.000000000000000000e+01,6.286055594682693481e-02,1.511266920715570450e-02,4.299866408109664917e-02,6.676672399044036865e-02,3.018340170383453369e-01,1.480084806680679321e-01
4.000000000000000000e+01,5.991241335868835449e-02,1.709680631756782532e-02,4.421136900782585144e-02,6.413356214761734009e-02,3.171263337135314941e-01,1.521862745285034180e-01
4.000000000000000000e+01,5.950053781270980835e-02,1.759502850472927094e-02,4.487299919128417969e-02,6.320438534021377563e-02,3.221050202846527100e-01,1.556514948606491089e-01
4.000000000000000000e+01,5.178138613700866699e-02,1.535325590521097183e-02,3.663323447108268738e-02,5.660550296306610107e-02,2.858547270298004150e-01,1.271652728319168091e-01
