Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,2.103675305843353271e-01,9.204965829849243164e-02,1.361864805221557617e-01,2.434270977973937988e-01,7.942081093788146973e-01,3.537207841873168945e-01
2.000000000000000000e+00,2.014486789703369141e-01,8.736194670200347900e-02,1.324663758277893066e-01,2.324488162994384766e-01,7.775845527648925781e-01,3.449209630489349365e-01
3.000000000000000000e+00,1.935672461986541748e-01,8.283214271068572998e-02,1.287818849086761475e-01,2.226788997650146484e-01,7.598894238471984863e-01,3.362157046794891357e-01
4.000000000000000000e+00,1.859351098537445068e-01,7.843351364135742188e-02,1.251072138547897339e-01,2.132536917924880981e-01,7.413701415061950684e-01,3.275780379772186279e-01
5.000000000000000000e+00,1.783445030450820923e-01,7.417506724596023560e-02,1.214104741811752319e-01,2.039462029933929443e-01,7.222027182579040527e-01,3.189502358436584473e-01
6.000000000000000000e+00,1.707554757595062256e-01,7.007176429033279419e-02,1.176774203777313232e-01,1.947019249200820923e-01,7.025563716888427734e-01,3.103069663047790527e-01
7.000000000000000000e+00,1.631532758474349976e-01,6.614129245281219482e-02,1.139061003923416138e-01,1.855301707983016968e-01,6.825961470603942871e-01,3.016454875469207764e-01
8.000000000000000000e+00,1.555825173854827881e-01,6.239605695009231567e-02,1.101020500063896179e-01,1.764659881591796875e-01,6.624785661697387695e-01,2.929751873016357422e-01
9.000000000000000000e+00,1.480777263641357422e-01,5.884535610675811768e-02,1.062720790505409241e-01,1.675529032945632935e-01,6.423451900482177734e-01,2.843127548694610596e-01
1.000000000000000000e+01,1.406895071268081665e-01,5.549173057079315186e-02,1.024304330348968506e-01,1.588346362113952637e-01,6.223204135894775391e-01,2.756769359111785889e-01
1.100000000000000000e+01,1.334584802389144897e-01,5.233352631330490112e-02,9.858757257461547852e-02,1.503506153821945190e-01,6.025078892707824707e-01,2.670864164829254150e-01
1.200000000000000000e+01,1.264201402664184570e-01,4.936351999640464783e-02,9.475527703762054443e-02,1.421343386173248291e-01,5.829913020133972168e-01,2.585574686527252197e-01
1.300000000000000000e+01,1.196045130491256714e-01,4.657564684748649597e-02,9.094548970460891724e-02,1.342122554779052734e-01,5.638364553451538086e-01,2.501060962677001953e-01
1.400000000000000000e+01,1.130315884947776794e-01,4.396219551563262939e-02,8.717016875743865967e-02,1.266043782234191895e-01,5.450921654701232910e-01,2.417458444833755493e-01
