# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,9.974773526191711426e-01,6.112124025821685791e-02,2.746962606906890869e-01,9.931117892265319824e-01,1.004178285598754883e+00,1.013691186904907227e+00
4.000000000000000000e+01,4.511061906814575195e-01,6.604881584644317627e-02,8.210968971252441406e-02,5.005149245262145996e-01,1.052338957786560059e+00,2.952123880386352539e-01
4.000000000000000000e+01,4.071828424930572510e-01,6.128591299057006836e-02,6.957216560840606689e-02,4.460299015045166016e-01,9.894785284996032715e-01,2.495565414428710938e-01
4.000000000000000000e+01,3.950769603252410889e-01,6.144740059971809387e-02,6.942352652549743652e-02,4.377201497554779053e-01,9.920594692230224609e-01,2.481659799814224243e-01
4.000000000000000000e+01,4.036065936088562012e-01,6.177008524537086487e-02,7.671654224395751953e-02,4.418919086456298828e-01,9.949704408645629883e-01,2.731087207794189453e-01
4.000000000000000000e+01,3.949622213840484619e-01,6.170870363712310791e-02,7.026947289705276489e-02,4.344193339347839355e-01,9.938237667083740234e-01,2.515298426151275635e-01
4.000000000000000000e+01,3.295833170413970947e-01,6.243326514959335327e-02,6.228342279791831970e-02,3.750352263450622559e-01,1.014123320579528809e+00,2.346645444631576538e-01
4.000000000000000000e+01,1.030233874917030334e-01,4.364795237779617310e-02,5.926053598523139954e-02,1.197914108633995056e-01,7.295783758163452148e-01,2.178356945514678955e-01
4.000000000000000000e+01,6.386080384254455566e-02,3.091104142367839813e-02,6.144514679908752441e-02,7.368622720241546631e-02,5.261208415031433105e-01,2.257274091243743896e-01
4.000000000000000000e+01,5.590162426233291626e-02,2.581749483942985535e-02,4.920375347137451172e-02,6.488370895385742188e-02,4.622526764869689941e-01,1.809624135494232178e-01
4.000000000000000000e+01,5.548385158181190491e-02,2.406614646315574646e-02,4.121735692024230957e-02,6.292570382356643677e-02,4.280990064144134521e-01,1.544912755489349365e-01
4.000000000000000000e+01,4.107314348220825195e-02,2.214210294187068939e-02,5.338346585631370544e-02,4.793535172939300537e-02,3.917571604251861572e-01,1.949678808450698853e-01
4.000000000000000000e+01,5.514017865061759949e-02,2.176549471914768219e-02,5.033258721232414246e-02,5.742746964097023010e-02,3.836825191974639893e-01,1.864414513111114502e-01
4.000000000000000000e+01,3.347595781087875366e-02,1.929988898336887360e-02,4.740084707736968994e-02,3.773451223969459534e-02,3.406809270381927490e-01,1.750624626874923706e-01
4.000000000000000000e+01,3.661753982305526733e-02,1.899728365242481232e-02,4.395365715026855469e-02,3.895445540547370911e-02,3.332765400409698486e-01,1.633616834878921509e-01
4.000000000000000000e+01,2.372044511139392853e-02,1.753218844532966614e-02,3.556690737605094910e-02,2.730075083673000336e-02,3.159176707267761230e-01,1.351018100976943970e-01
4.000000000000000000e+01,2.287996560335159302e-02,1.496670860797166824e-02,4.519622027873992920e-02,2.640974149107933044e-02,2.743171155452728271e-01,1.651730984449386597e-01
4.000000000000000000e+01,2.937251515686511993e-02,1.468650810420513153e-02,4.452639818191528320e-02,3.088330477476119995e-02,2.757534682750701904e-01,1.618675589561462402e-01
4.000000000000000000e+01,7.751477509737014771e-02,1.477735582739114761e-02,6.997453421354293823e-02,8.050745725631713867e-02,2.826273739337921143e-01,2.418404370546340942e-01
4.000000000000000000e+01,1.606019213795661926e-02,1.492959260940551758e-02,3.780497610569000244e-02,1.867165975272655487e-02,2.648757100105285645e-01,1.381543129682540894e-01
4.000000000000000000e+01,2.318495698273181915e-02,1.458049938082695007e-02,3.766061365604400635e-02,2.545004338026046753e-02,2.695697247982025146e-01,1.391486674547195435e-01
4.000000000000000000e+01,1.579920016229152679e-02,1.302958186715841293e-02,3.892512992024421692e-02,1.880025118589401245e-02,2.424104213714599609e-01,1.411095410585403442e-01
4.000000000000000000e+01,1.826674118638038635e-02,1.233605295419692993e-02,3.388670459389686584e-02,2.114208042621612549e-02,2.389473468065261841e-01,1.263936460018157959e-01
4.000000000000000000e+01,4.326481372117996216e-02,1.230335701256990433e-02,4.841488227248191833e-02,4.630880430340766907e-02,2.230754345655441284e-01,1.698812246322631836e-01
4.000000000000000000e+01,1.545379683375358582e-02,1.201975345611572266e-02,3.017349541187286377e-02,1.711322553455829620e-02,2.241519242525100708e-01,1.111037433147430420e-01
4.000000000000000000e+01,1.697122864425182343e-02,1.051420159637928009e-02,4.072619974613189697e-02,1.811112463474273682e-02,1.997000873088836670e-01,1.443903893232345581e-01
