# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,1.244841575622558594e+00,8.104997873306274414e-02,3.446070253849029541e-01,1.197394609451293945e+00,1.360865831375122070e+00,1.201193928718566895e+00
4.000000000000000000e+01,5.093121528625488281e-01,6.856444478034973145e-02,5.447516962885856628e-02,5.501435399055480957e-01,1.117502689361572266e+00,2.179765701293945312e-01
4.000000000000000000e+01,2.710924148559570312e-01,5.036836117506027222e-02,3.274234011769294739e-02,2.919777631759643555e-01,8.583713173866271973e-01,1.481945365667343140e-01
4.000000000000000000e+01,2.737395465373992920e-01,6.388306617736816406e-02,3.386495634913444519e-02,2.907308042049407959e-01,1.063898086547851562e+00,1.356165856122970581e-01
4.000000000000000000e+01,2.101833969354629517e-01,4.457801952958106995e-02,3.572806343436241150e-02,2.117741852998733521e-01,7.586758732795715332e-01,1.426479369401931763e-01
4.000000000000000000e+01,1.867320835590362549e-01,3.058150969445705414e-02,2.514808438718318939e-02,1.940447539091110229e-01,5.518117547035217285e-01,1.044068932533264160e-01
4.000000000000000000e+01,1.747350394725799561e-01,3.019110485911369324e-02,2.218278124928474426e-02,1.743248850107192993e-01,5.503103733062744141e-01,8.912242949008941650e-02
4.000000000000000000e+01,1.708614975214004517e-01,2.795584127306938171e-02,2.112989127635955811e-02,1.707201600074768066e-01,5.115133523941040039e-01,8.364388346672058105e-02
4.000000000000000000e+01,2.102550119161605835e-01,2.911371737718582153e-02,2.118534594774246216e-02,2.077100723981857300e-01,5.242172479629516602e-01,8.409922569990158081e-02
4.000000000000000000e+01,1.629936397075653076e-01,2.690007537603378296e-02,1.590589620172977448e-02,1.629638373851776123e-01,4.870885014533996582e-01,6.632603704929351807e-02
4.000000000000000000e+01,1.709471493959426880e-01,2.739922516047954559e-02,1.508981920778751373e-02,1.710293292999267578e-01,5.091047883033752441e-01,6.548652797937393188e-02
4.000000000000000000e+01,1.776517331600189209e-01,2.780804969370365143e-02,1.413107756525278091e-02,1.816255003213882446e-01,5.040917992591857910e-01,5.942660570144653320e-02
4.000000000000000000e+01,1.490395814180374146e-01,2.331317588686943054e-02,1.226232852786779404e-02,1.507808268070220947e-01,4.317529201507568359e-01,5.230061709880828857e-02
4.000000000000000000e+01,1.172011941671371460e-01,3.765453025698661804e-02,1.693583838641643524e-02,1.283392906188964844e-01,6.739516854286193848e-01,7.590518146753311157e-02
4.000000000000000000e+01,9.875954687595367432e-02,2.217414602637290955e-02,3.833704069256782532e-02,1.040589883923530579e-01,4.173100292682647705e-01,1.334200799465179443e-01
4.000000000000000000e+01,1.032736077904701233e-01,1.924912631511688232e-02,2.632962912321090698e-02,1.081385165452957153e-01,3.650695979595184326e-01,9.235411137342453003e-02
4.000000000000000000e+01,1.098451763391494751e-01,1.857069693505764008e-02,2.365145459771156311e-02,1.140932589769363403e-01,3.499749600887298584e-01,8.260642737150192261e-02
4.000000000000000000e+01,1.069439202547073364e-01,1.731188222765922546e-02,2.295691892504692078e-02,1.121131777763366699e-01,3.305689096450805664e-01,7.995855063199996948e-02
4.000000000000000000e+01,1.119152605533599854e-01,1.753406971693038940e-02,2.624780870974063873e-02,1.190414726734161377e-01,3.337963223457336426e-01,9.179443866014480591e-02
4.000000000000000000e+01,1.044855937361717224e-01,2.381430938839912415e-02,3.182270005345344543e-02,1.124888658523559570e-01,4.472891390323638916e-01,1.106118485331535339e-01
4.000000000000000000e+01,1.239395141601562500e-01,2.023587003350257874e-02,2.199263684451580048e-02,1.285753846168518066e-01,3.769561052322387695e-01,7.829384505748748779e-02
4.000000000000000000e+01,1.003435179591178894e-01,1.897190324962139130e-02,2.609822340309619904e-02,1.062538772821426392e-01,3.531602025032043457e-01,9.054003655910491943e-02
4.000000000000000000e+01,1.060238927602767944e-01,1.839072071015834808e-02,2.223657444119453430e-02,1.115982532501220703e-01,3.429493010044097900e-01,7.737862318754196167e-02
4.000000000000000000e+01,1.095915883779525757e-01,1.780525781214237213e-02,2.134224399924278259e-02,1.149034500122070312e-01,3.296896815299987793e-01,7.507137209177017212e-02
4.000000000000000000e+01,7.296859472990036011e-02,2.543307468295097351e-02,4.075688496232032776e-02,7.877182215452194214e-02,4.602836668491363525e-01,1.409829407930374146e-01
4.000000000000000000e+01,6.670872122049331665e-02,1.452959701418876648e-02,5.677352473139762878e-02,7.244232296943664551e-02,2.982333600521087646e-01,1.911979466676712036e-01
