Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,1.818488091230392456e-01,8.771652728319168091e-02,2.090411633253097534e-01,2.079162597656250000e-01,8.458436131477355957e-01,4.886702001094818115e-01
2.000000000000000000e+00,1.803684085607528687e-01,8.420249819755554199e-02,2.043898999691009521e-01,2.058580517768859863e-01,8.278590440750122070e-01,4.802127182483673096e-01
3.000000000000000000e+00,1.758841723203659058e-01,8.069418370723724365e-02,2.000402510166168213e-01,2.005455195903778076e-01,8.109053969383239746e-01,4.723370075225830078e-01
4.000000000000000000e+00,1.701006591320037842e-01,7.719272375106811523e-02,1.956773996353149414e-01,1.938218772411346436e-01,7.938463687896728516e-01,4.644536375999450684e-01
5.000000000000000000e+00,1.636069267988204956e-01,7.372935861349105835e-02,1.912195384502410889e-01,1.863411515951156616e-01,7.764193415641784668e-01,4.564132690429687500e-01
6.000000000000000000e+00,1.567065864801406860e-01,7.032983750104904175e-02,1.866436451673507690e-01,1.784318983554840088e-01,7.585818767547607422e-01,4.481736421585083008e-01
7.000000000000000000e+00,1.495812535285949707e-01,6.702026724815368652e-02,1.819488704204559326e-01,1.702966541051864624e-01,7.403720617294311523e-01,4.397319257259368896e-01
8.000000000000000000e+00,1.423710137605667114e-01,6.381906569004058838e-02,1.771444380283355713e-01,1.620762795209884644e-01,7.218602895736694336e-01,4.310995042324066162e-01
9.000000000000000000e+00,1.351709365844726562e-01,6.074045225977897644e-02,1.722446978092193604e-01,1.538761705160140991e-01,7.031263113021850586e-01,4.222972691059112549e-01
1.000000000000000000e+01,1.280568540096282959e-01,5.778813362121582031e-02,1.672668308019638062e-01,1.457773298025131226e-01,6.842496395111083984e-01,4.133470952510833740e-01
1.100000000000000000e+01,1.210907474160194397e-01,5.496383830904960632e-02,1.622291207313537598e-01,1.378425508737564087e-01,6.653022766113281250e-01,4.042706787586212158e-01
1.200000000000000000e+01,1.143134906888008118e-01,5.226906016469001770e-02,1.571501493453979492e-01,1.301196664571762085e-01,6.463466286659240723e-01,3.950886130332946777e-01
1.300000000000000000e+01,1.077619045972824097e-01,4.969736933708190918e-02,1.520475596189498901e-01,1.226444467902183533e-01,6.274352073669433594e-01,3.858201801776885986e-01
1.400000000000000000e+01,1.014523953199386597e-01,4.724434763193130493e-02,1.469380855560302734e-01,1.154423505067825317e-01,6.086107492446899414e-01,3.764827847480773926e-01
1.500000000000000000e+01,9.540652483701705933e-02,4.490534588694572449e-02,1.418379694223403931e-01,1.085303425788879395e-01,5.899066329002380371e-01,3.670917749404907227e-01
1.600000000000000000e+01,8.963209390640258789e-02,4.267336428165435791e-02,1.367615908384323120e-01,1.019184142351150513e-01,5.713494420051574707e-01,3.576614260673522949e-01
1.700000000000000000e+01,8.413302153348922729e-02,4.054218903183937073e-02,1.317224353551864624e-01,9.561086446046829224e-02,5.529599785804748535e-01,3.482041358947753906e-01
1.800000000000000000e+01,7.890283316373825073e-02,3.850599005818367004e-02,1.267327368259429932e-01,8.960758149623870850e-02,5.347533822059631348e-01,3.387316167354583740e-01
1.900000000000000000e+01,7.393651455640792847e-02,3.655890375375747681e-02,1.218028813600540161e-01,8.390498161315917969e-02,5.167422294616699219e-01,3.292549550533294678e-01
2.000000000000000000e+01,6.922820955514907837e-02,3.469748049974441528e-02,1.169424578547477722e-01,7.849685102701187134e-02,4.989362955093383789e-01,3.197834491729736328e-01
2.100000000000000000e+01,6.477168202400207520e-02,3.291556239128112793e-02,1.121594384312629700e-01,7.337508350610733032e-02,4.813434481620788574e-01,3.103264570236206055e-01
2.200000000000000000e+01,6.055638566613197327e-02,3.120864555239677429e-02,1.074607670307159424e-01,6.853019446134567261e-02,4.639711081981658936e-01,3.008933067321777344e-01
2.300000000000000000e+01,5.657628178596496582e-02,2.957357838749885559e-02,1.028522253036499023e-01,6.395208090543746948e-02,4.468255043029785156e-01,2.914923429489135742e-01
2.400000000000000000e+01,5.281927436590194702e-02,2.800667472183704376e-02,9.833882749080657959e-02,5.963003262877464294e-02,4.299136698246002197e-01,2.821312248706817627e-01
2.500000000000000000e+01,4.928012937307357788e-02,2.650517225265502930e-02,9.392457455396652222e-02,5.555326491594314575e-02,4.132423400878906250e-01,2.728186547756195068e-01
2.600000000000000000e+01,4.595400393009185791e-02,2.506705000996589661e-02,8.961287885904312134e-02,5.171120539307594299e-02,3.968189656734466553e-01,2.635622918605804443e-01
2.700000000000000000e+01,4.282618314027786255e-02,2.368930354714393616e-02,8.540651947259902954e-02,4.809365049004554749e-02,3.806516826152801514e-01,2.543703019618988037e-01
2.800000000000000000e+01,3.988492116332054138e-02,2.236904762685298920e-02,8.130775392055511475e-02,4.469075798988342285e-02,3.647496104240417480e-01,2.452502250671386719e-01
2.900000000000000000e+01,3.712155669927597046e-02,2.110414952039718628e-02,7.731792330741882324e-02,4.149338230490684509e-02,3.491229116916656494e-01,2.362101227045059204e-01
3.000000000000000000e+01,3.452880680561065674e-02,1.989340782165527344e-02,7.343829423189163208e-02,3.849315270781517029e-02,3.337830305099487305e-01,2.272577434778213501e-01
3.100000000000000000e+01,3.210173919796943665e-02,1.873505488038063049e-02,6.966922432184219360e-02,3.568244352936744690e-02,3.187423646450042725e-01,2.184012085199356079e-01
3.200000000000000000e+01,2.983660064637660980e-02,1.762803830206394196e-02,6.601125746965408325e-02,3.305454924702644348e-02,3.040150105953216553e-01,2.096486538648605347e-01
3.300000000000000000e+01,2.773228473961353302e-02,1.657227426767349243e-02,6.246447935700416565e-02,3.060366772115230560e-02,2.896164059638977051e-01,2.010083198547363281e-01
3.400000000000000000e+01,2.577555552124977112e-02,1.556587684899568558e-02,5.902846157550811768e-02,2.832484804093837738e-02,2.755637168884277344e-01,1.924883872270584106e-01
3.500000000000000000e+01,2.396287396550178528e-02,1.460755895823240280e-02,5.570353567600250244e-02,2.621428482234477997e-02,2.618755400180816650e-01,1.840974241495132446e-01
3.600000000000000000e+01,2.228912897408008575e-02,1.369646936655044556e-02,5.248890444636344910e-02,2.426902204751968384e-02,2.485727071762084961e-01,1.758442521095275879e-01
3.700000000000000000e+01,2.075269818305969238e-02,1.283205859363079071e-02,4.938401654362678528e-02,2.248704433441162109e-02,2.356778085231781006e-01,1.677377372980117798e-01
3.800000000000000000e+01,1.936251297593116760e-02,1.201353780925273895e-02,4.638780653476715088e-02,2.086704596877098083e-02,2.232156991958618164e-01,1.597871035337448120e-01
3.900000000000000000e+01,1.810416020452976227e-02,1.124070771038532257e-02,4.350099712610244751e-02,1.940851844847202301e-02,2.112132608890533447e-01,1.520014405250549316e-01
4.000000000000000000e+01,1.697122864425182343e-02,1.051420159637928009e-02,4.072619974613189697e-02,1.811112463474273682e-02,1.997000873088836670e-01,1.443903893232345581e-01
4.100000000000000000e+01,1.596053503453731537e-02,9.834886528551578522e-03,3.806572407484054565e-02,1.697442494332790375e-02,1.887076199054718018e-01,1.369638144969940186e-01
4.200000000000000000e+01,1.508477982133626938e-02,9.203312918543815613e-03,3.552037104964256287e-02,1.599734462797641754e-02,1.782702058553695679e-01,1.297314018011093140e-01
4.300000000000000000e+01,1.433980837464332581e-02,8.618948049843311310e-03,3.308951854705810547e-02,1.517739146947860718e-02,1.684238761663436890e-01,1.227035522460937500e-01
4.400000000000000000e+01,1.371280103921890259e-02,8.081233128905296326e-03,3.077222034335136414e-02,1.451024971902370453e-02,1.592061817646026611e-01,1.158907264471054077e-01
4.500000000000000000e+01,1.319846510887145996e-02,7.588983979076147079e-03,2.856747992336750031e-02,1.398895028978586197e-02,1.506559550762176514e-01,1.093034073710441589e-01
4.600000000000000000e+01,1.279323454946279526e-02,7.143088616430759430e-03,2.647327631711959839e-02,1.360392849892377853e-02,1.428110897541046143e-01,1.029522120952606201e-01
4.700000000000000000e+01,1.249574590474367142e-02,6.741417571902275085e-03,2.448851242661476135e-02,1.334308926016092300e-02,1.357076317071914673e-01,9.684859216213226318e-02
