Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,2.330724149942398071e-01,9.112422168254852295e-02,2.232540100812911987e-01,2.667207121849060059e-01,8.223467469215393066e-01,5.106783509254455566e-01
2.000000000000000000e+00,2.297500520944595337e-01,8.727049827575683594e-02,2.164433598518371582e-01,2.629077732563018799e-01,8.049986958503723145e-01,4.975022375583648682e-01
3.000000000000000000e+00,2.251937985420227051e-01,8.341951668262481689e-02,2.099017053842544556e-01,2.576940655708312988e-01,7.869027256965637207e-01,4.849370718002319336e-01
4.000000000000000000e+00,2.196542024612426758e-01,7.963735610246658325e-02,2.035527378320693970e-01,2.513222992420196533e-01,7.682310938835144043e-01,4.728154838085174561e-01
5.000000000000000000e+00,2.133097946643829346e-01,7.595888525247573853e-02,1.973192393779754639e-01,2.440374046564102173e-01,7.490987181663513184e-01,4.609774947166442871e-01
6.000000000000000000e+00,2.063401341438293457e-01,7.240965217351913452e-02,1.911524236202239990e-01,2.360454052686691284e-01,7.296308279037475586e-01,4.493195414543151855e-01
7.000000000000000000e+00,1.988975405693054199e-01,6.901136785745620728e-02,1.850241273641586304e-01,2.275222092866897583e-01,7.099599838256835938e-01,4.377788603305816650e-01
8.000000000000000000e+00,1.911207288503646851e-01,6.577491015195846558e-02,1.789200603961944580e-01,2.186201512813568115e-01,6.902181506156921387e-01,4.263151884078979492e-01
9.000000000000000000e+00,1.831318289041519165e-01,6.270589679479598999e-02,1.728349179029464722e-01,2.094707638025283813e-01,6.705275177955627441e-01,4.149062037467956543e-01
1.000000000000000000e+01,1.750298291444778442e-01,5.979385972023010254e-02,1.667694300413131714e-01,2.001871317625045776e-01,6.509975194931030273e-01,4.035378694534301758e-01
1.100000000000000000e+01,1.669013500213623047e-01,5.702399834990501404e-02,1.607283800840377808e-01,1.908652633428573608e-01,6.317207813262939453e-01,3.922017812728881836e-01
1.200000000000000000e+01,1.588187962770462036e-01,5.439428612589836121e-02,1.547188758850097656e-01,1.815853118896484375e-01,6.127720475196838379e-01,3.808930516242980957e-01
1.300000000000000000e+01,1.508400440216064453e-01,5.189951136708259583e-02,1.487498730421066284e-01,1.724135279655456543e-01,5.942116379737854004e-01,3.696095049381256104e-01
1.400000000000000000e+01,1.430123299360275269e-01,4.953493550419807434e-02,1.428301334381103516e-01,1.634033322334289551e-01,5.760836005210876465e-01,3.583501279354095459e-01
1.500000000000000000e+01,1.353726387023925781e-01,4.729352891445159912e-02,1.369690001010894775e-01,1.545975804328918457e-01,5.584202408790588379e-01,3.471143245697021484e-01
1.600000000000000000e+01,1.279529482126235962e-01,4.516902938485145569e-02,1.311754286289215088e-01,1.460294276475906372e-01,5.412440896034240723e-01,3.359032273292541504e-01
1.700000000000000000e+01,1.207720935344696045e-01,4.315492138266563416e-02,1.254579871892929077e-01,1.377244740724563599e-01,5.245691537857055664e-01,3.247176408767700195e-01
1.800000000000000000e+01,1.138401851058006287e-01,4.124487936496734619e-02,1.198244765400886536e-01,1.297017335891723633e-01,5.084032416343688965e-01,3.135591745376586914e-01
1.900000000000000000e+01,1.071726828813552856e-01,3.943277522921562195e-02,1.142820566892623901e-01,1.219750121235847473e-01,4.927503466606140137e-01,3.024306595325469971e-01
2.000000000000000000e+01,1.007768586277961731e-01,3.771293163299560547e-02,1.088371947407722473e-01,1.145541518926620483e-01,4.776111841201782227e-01,2.913344800472259521e-01
2.100000000000000000e+01,9.465394169092178345e-02,3.608037531375885010e-02,1.034954488277435303e-01,1.074455231428146362e-01,4.629845023155212402e-01,2.802738249301910400e-01
2.200000000000000000e+01,8.880999684333801270e-02,3.453068435192108154e-02,9.826178848743438721e-02,1.006533429026603699e-01,4.488681554794311523e-01,2.692535221576690674e-01
2.300000000000000000e+01,8.324525505304336548e-02,3.306052833795547485e-02,9.314042329788208008e-02,9.417995065450668335e-02,4.352599382400512695e-01,2.582776248455047607e-01
2.400000000000000000e+01,7.796052843332290649e-02,3.166528418660163879e-02,8.813491463661193848e-02,8.802675455808639526e-02,4.221578836441040039e-01,2.473512589931488037e-01
2.500000000000000000e+01,7.295186817646026611e-02,3.034089319407939911e-02,8.324828743934631348e-02,8.219449222087860107e-02,4.095599651336669922e-01,2.364807575941085815e-01
2.600000000000000000e+01,6.821813434362411499e-02,2.908378280699253082e-02,7.848359644412994385e-02,7.668372243642807007e-02,3.974654972553253174e-01,2.256722450256347656e-01
2.700000000000000000e+01,6.376074254512786865e-02,2.789122611284255981e-02,7.384305447340011597e-02,7.149525731801986694e-02,3.858741223812103271e-01,2.149333208799362183e-01
2.800000000000000000e+01,5.957992002367973328e-02,2.676057070493698120e-02,6.932803988456726074e-02,6.663043051958084106e-02,3.747869431972503662e-01,2.042715549468994141e-01
2.900000000000000000e+01,5.567583441734313965e-02,2.568950131535530090e-02,6.493976712226867676e-02,6.209113448858261108e-02,3.642050623893737793e-01,1.936955004930496216e-01
3.000000000000000000e+01,5.204999446868896484e-02,2.467623911798000336e-02,6.067949160933494568e-02,5.788025259971618652e-02,3.541308641433715820e-01,1.832144260406494141e-01
3.100000000000000000e+01,4.869457334280014038e-02,2.371874451637268066e-02,5.654799193143844604e-02,5.400131642818450928e-02,3.445667326450347900e-01,1.728382855653762817e-01
3.200000000000000000e+01,4.560898616909980774e-02,2.281531505286693573e-02,5.254651978611946106e-02,5.045859515666961670e-02,3.355151116847991943e-01,1.625775843858718872e-01
3.300000000000000000e+01,4.279390722513198853e-02,2.196404710412025452e-02,4.867582395672798157e-02,4.725658148527145386e-02,3.269789218902587891e-01,1.524439007043838501e-01
3.400000000000000000e+01,4.024516791105270386e-02,2.116321399807929993e-02,4.493599385023117065e-02,4.439941793680191040e-02,3.189595937728881836e-01,1.424489915370941162e-01
3.500000000000000000e+01,3.795933350920677185e-02,2.041072025895118713e-02,4.132708907127380371e-02,4.188996180891990662e-02,3.114584684371948242e-01,1.326059997081756592e-01
3.600000000000000000e+01,3.593645617365837097e-02,1.970446854829788208e-02,3.784989193081855774e-02,3.972870483994483948e-02,3.044754564762115479e-01,1.229286864399909973e-01
3.700000000000000000e+01,3.417492657899856567e-02,1.904255338013172150e-02,3.450452908873558044e-02,3.791244328022003174e-02,2.980088293552398682e-01,1.134317591786384583e-01
3.800000000000000000e+01,3.267409652471542358e-02,1.842287369072437286e-02,3.129060938954353333e-02,3.643304109573364258e-02,2.920548617839813232e-01,1.041313707828521729e-01
3.900000000000000000e+01,3.143758699297904968e-02,1.784406043589115143e-02,2.820852585136890411e-02,3.527654334902763367e-02,2.866082787513732910e-01,9.504455327987670898e-02
