# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,1.013692140579223633e+00,7.610020786523818970e-02,3.154076039791107178e-01,1.005936741828918457e+00,1.316493391990661621e+00,1.115449666976928711e+00
4.000000000000000000e+01,4.838885366916656494e-01,6.431279331445693970e-02,1.179625391960144043e-01,5.465523600578308105e-01,1.031573653221130371e+00,4.449429214000701904e-01
4.000000000000000000e+01,2.738270163536071777e-01,5.673123151063919067e-02,9.433648735284805298e-02,3.233241736888885498e-01,9.345481991767883301e-01,3.462816774845123291e-01
4.000000000000000000e+01,1.066380888223648071e-01,4.363407567143440247e-02,6.446447968482971191e-02,1.182066127657890320e-01,7.476040124893188477e-01,2.427110821008682251e-01
4.000000000000000000e+01,6.579884886741638184e-02,2.850779704749584198e-02,4.829194024205207825e-02,7.748570293188095093e-02,5.247420072555541992e-01,1.924593150615692139e-01
4.000000000000000000e+01,4.370333999395370483e-02,2.649410627782344818e-02,5.477149039506912231e-02,5.197243392467498779e-02,4.708071053028106689e-01,2.080956995487213135e-01
4.000000000000000000e+01,4.286856949329376221e-02,2.127294056117534637e-02,4.028886556625366211e-02,5.030456557869911194e-02,3.805335164070129395e-01,1.536648720502853394e-01
4.000000000000000000e+01,4.398544132709503174e-02,1.803331263363361359e-02,4.869479313492774963e-02,4.596280306577682495e-02,3.262798488140106201e-01,1.755553632974624634e-01
4.000000000000000000e+01,3.401163965463638306e-02,1.953242346644401550e-02,4.264604672789573669e-02,3.926246240735054016e-02,3.455818891525268555e-01,1.521466076374053955e-01
4.000000000000000000e+01,4.602743685245513916e-02,1.615558564662933350e-02,3.786681964993476868e-02,5.020638182759284973e-02,2.963824868202209473e-01,1.342539787292480469e-01
4.000000000000000000e+01,4.439467191696166992e-02,1.556388288736343384e-02,3.915216028690338135e-02,4.844079539179801941e-02,2.885753214359283447e-01,1.372444629669189453e-01
4.000000000000000000e+01,3.728194534778594971e-02,1.461569499224424362e-02,3.976628556847572327e-02,4.279952123761177063e-02,2.756279110908508301e-01,1.375871002674102783e-01
4.000000000000000000e+01,5.122331529855728149e-02,1.551470626145601273e-02,3.586411848664283752e-02,5.422889068722724915e-02,2.845737338066101074e-01,1.246099770069122314e-01
4.000000000000000000e+01,9.857990592718124390e-02,1.635052263736724854e-02,4.036730527877807617e-02,1.011860743165016174e-01,2.902657985687255859e-01,1.528317630290985107e-01
4.000000000000000000e+01,3.560152649879455566e-02,1.127884443849325180e-02,2.976206317543983459e-02,4.193313047289848328e-02,2.167671769857406616e-01,1.033273115754127502e-01
4.000000000000000000e+01,4.127395153045654297e-02,1.075656246393918991e-02,3.291681036353111267e-02,4.283910617232322693e-02,2.097781300544738770e-01,1.138166859745979309e-01
4.000000000000000000e+01,4.461408033967018127e-02,1.641468331217765808e-02,4.102593660354614258e-02,5.215319246053695679e-02,2.759374678134918213e-01,1.460369229316711426e-01
4.000000000000000000e+01,3.136821091175079346e-02,1.105658523738384247e-02,3.101208433508872986e-02,3.526633977890014648e-02,2.206203788518905640e-01,1.066008284687995911e-01
4.000000000000000000e+01,3.343633562326431274e-02,1.010772958397865295e-02,3.025262802839279175e-02,3.695145249366760254e-02,1.994945257902145386e-01,1.039778217673301697e-01
4.000000000000000000e+01,3.681363910436630249e-02,9.596561081707477570e-03,2.891240455210208893e-02,4.174715280532836914e-02,1.883079558610916138e-01,1.002730503678321838e-01
4.000000000000000000e+01,3.152368590235710144e-02,1.124519202858209610e-02,2.910802327096462250e-02,3.669191151857376099e-02,2.168581783771514893e-01,9.988021105527877808e-02
4.000000000000000000e+01,2.712031267583370209e-02,9.670266881585121155e-03,2.651667408645153046e-02,3.213120996952056885e-02,1.892745345830917358e-01,9.174204617738723755e-02
4.000000000000000000e+01,4.270203784108161926e-02,1.101982221007347107e-02,3.352154791355133057e-02,5.112227797508239746e-02,2.041440159082412720e-01,1.195703968405723572e-01
4.000000000000000000e+01,3.703594207763671875e-02,9.672643616795539856e-03,3.037718497216701508e-02,3.952877223491668701e-02,1.894106119871139526e-01,1.039190217852592468e-01
4.000000000000000000e+01,3.383130952715873718e-02,8.798255585134029388e-03,3.468720242381095886e-02,3.750266507267951965e-02,1.736696660518646240e-01,1.171939894556999207e-01
4.000000000000000000e+01,4.280482605099678040e-02,1.026116777211427689e-02,3.410175442695617676e-02,5.005094408988952637e-02,1.971692591905593872e-01,1.169269457459449768e-01
