# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,9.492158889770507812e-01,6.275483965873718262e-02,2.555717825889587402e-01,9.534734487533569336e-01,1.013445854187011719e+00,9.324834346771240234e-01
4.000000000000000000e+01,4.749199151992797852e-01,6.280534714460372925e-02,8.829697221517562866e-02,5.352223515510559082e-01,1.015043497085571289e+00,3.335177600383758545e-01
4.000000000000000000e+01,2.244895547628402710e-01,5.539699271321296692e-02,6.648892909288406372e-02,2.553496062755584717e-01,9.104507565498352051e-01,2.621688842773437500e-01
4.000000000000000000e+01,8.525077253580093384e-02,3.347215056419372559e-02,7.695136964321136475e-02,9.526433050632476807e-02,5.675469636917114258e-01,2.931576371192932129e-01
4.000000000000000000e+01,7.424101233482360840e-02,2.223560772836208344e-02,7.143515348434448242e-02,7.918015122413635254e-02,4.013023674488067627e-01,2.586913406848907471e-01
4.000000000000000000e+01,6.770871579647064209e-02,1.997283287346363068e-02,5.950606614351272583e-02,7.302554696798324585e-02,3.896257877349853516e-01,2.241842150688171387e-01
4.000000000000000000e+01,4.479547217488288879e-02,1.840273849666118622e-02,3.546105325222015381e-02,4.837211593985557556e-02,3.359389901161193848e-01,1.332660764455795288e-01
4.000000000000000000e+01,4.248555377125740051e-02,1.655099540948867798e-02,2.918805181980133057e-02,4.644792154431343079e-02,2.974708378314971924e-01,1.107466742396354675e-01
4.000000000000000000e+01,3.395189717411994934e-02,1.530200056731700897e-02,2.146619185805320740e-02,4.042270407080650330e-02,2.756990492343902588e-01,8.594588190317153931e-02
4.000000000000000000e+01,3.539096936583518982e-02,1.357397157698869705e-02,3.294896706938743591e-02,3.799155354499816895e-02,2.559975981712341309e-01,1.203956231474876404e-01
4.000000000000000000e+01,2.996662631630897522e-02,1.296488381922245026e-02,2.475359290838241577e-02,3.203074634075164795e-02,2.365252524614334106e-01,9.160117059946060181e-02
4.000000000000000000e+01,3.615125268697738647e-02,1.107994373887777328e-02,3.135824203491210938e-02,3.905972465872764587e-02,2.121356129646301270e-01,1.142302751541137695e-01
4.000000000000000000e+01,9.060022979974746704e-02,1.352781802415847778e-02,6.098943948745727539e-02,1.047894954681396484e-01,2.524133622646331787e-01,2.249068617820739746e-01
4.000000000000000000e+01,2.455949410796165466e-02,1.059848908334970474e-02,2.565616182982921600e-02,2.598480135202407837e-02,1.980578154325485229e-01,9.359847009181976318e-02
4.000000000000000000e+01,2.022223547101020813e-02,1.002235338091850281e-02,2.280317991971969604e-02,2.216028235852718353e-02,1.874608546495437622e-01,8.459528535604476929e-02
4.000000000000000000e+01,2.752122469246387482e-02,9.197765029966831207e-03,2.191384881734848022e-02,2.876403741538524628e-02,1.784895956516265869e-01,7.967051863670349121e-02
4.000000000000000000e+01,2.197644673287868500e-02,7.974261417984962463e-03,2.208448387682437897e-02,2.250689640641212463e-02,1.568229198455810547e-01,8.107803016901016235e-02
4.000000000000000000e+01,6.056549027562141418e-02,9.344279766082763672e-03,2.185807190835475922e-02,6.276042014360427856e-02,1.695664972066879272e-01,9.410213679075241089e-02
4.000000000000000000e+01,2.955554425716400146e-02,9.037381038069725037e-03,2.296210825443267822e-02,3.212703391909599304e-02,1.752055883407592773e-01,8.339141309261322021e-02
4.000000000000000000e+01,1.822654344141483307e-02,8.945610374212265015e-03,2.379003167152404785e-02,1.915680803358554840e-02,1.674620211124420166e-01,8.513086289167404175e-02
4.000000000000000000e+01,2.521160989999771118e-02,9.479426778852939606e-03,2.976499870419502258e-02,2.668264135718345642e-02,1.762092113494873047e-01,1.053616702556610107e-01
4.000000000000000000e+01,1.789586804807186127e-02,8.479501120746135712e-03,2.473563887178897858e-02,1.853318139910697937e-02,1.586343795061111450e-01,8.844585716724395752e-02
4.000000000000000000e+01,5.246111378073692322e-02,9.892940521240234375e-03,3.743319585919380188e-02,5.592206120491027832e-02,1.838247627019882202e-01,1.324633657932281494e-01
4.000000000000000000e+01,3.560746461153030396e-02,1.045133918523788452e-02,1.494730822741985321e-02,3.690389171242713928e-02,1.808218657970428467e-01,6.047142297029495239e-02
4.000000000000000000e+01,1.952408067882061005e-02,7.341632619500160217e-03,2.175642177462577820e-02,2.056786604225635529e-02,1.493172496557235718e-01,7.783198356628417969e-02
4.000000000000000000e+01,1.530446205288171768e-02,7.333689834922552109e-03,2.034652419388294220e-02,1.626823469996452332e-02,1.414991170167922974e-01,7.433240860700607300e-02
