Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,3.121391832828521729e-01,1.059249788522720337e-01,2.498327344655990601e-01,3.556064665317535400e-01,8.944747447967529297e-01,5.601190924644470215e-01
2.000000000000000000e+00,3.033225536346435547e-01,1.026503667235374451e-01,2.486343681812286377e-01,3.454722166061401367e-01,8.851101994514465332e-01,5.601195693016052246e-01
3.000000000000000000e+00,2.949792444705963135e-01,9.923196583986282349e-02,2.461438775062561035e-01,3.357314467430114746e-01,8.746662735939025879e-01,5.576981306076049805e-01
4.000000000000000000e+00,2.867109775543212891e-01,9.575635194778442383e-02,2.428529113531112671e-01,3.260003626346588135e-01,8.633552193641662598e-01,5.538181662559509277e-01
5.000000000000000000e+00,2.784009277820587158e-01,9.227679669857025146e-02,2.389670908451080322e-01,3.161773383617401123e-01,8.513014912605285645e-01,5.488657355308532715e-01
6.000000000000000000e+00,2.700245976448059082e-01,8.883155882358551025e-02,2.346052229404449463e-01,3.062498569488525391e-01,8.386141657829284668e-01,5.430499911308288574e-01
7.000000000000000000e+00,2.615875601768493652e-01,8.544945716857910156e-02,2.298494875431060791e-01,2.962433993816375732e-01,8.253979682922363281e-01,5.365051627159118652e-01
8.000000000000000000e+00,2.531186342239379883e-01,8.215137571096420288e-02,2.247630357742309570e-01,2.862003445625305176e-01,8.117526173591613770e-01,5.293233394622802734e-01
9.000000000000000000e+00,2.446589171886444092e-01,7.895040512084960938e-02,2.193974405527114868e-01,2.761689126491546631e-01,7.977685332298278809e-01,5.215757489204406738e-01
1.000000000000000000e+01,2.362425774335861206e-01,7.585479319095611572e-02,2.137964367866516113e-01,2.661969065666198730e-01,7.835258841514587402e-01,5.133168697357177734e-01
1.100000000000000000e+01,2.278988510370254517e-01,7.286815345287322998e-02,2.079986631870269775e-01,2.563282251358032227e-01,7.690911293029785156e-01,5.045896768569946289e-01
1.200000000000000000e+01,2.196636646986007690e-01,6.998982280492782593e-02,2.020406424999237061e-01,2.466006726026535034e-01,7.545158863067626953e-01,4.954293370246887207e-01
1.300000000000000000e+01,2.115548402070999146e-01,6.721522659063339233e-02,1.959512978792190552e-01,2.370457053184509277e-01,7.398394942283630371e-01,4.858655035495758057e-01
1.400000000000000000e+01,2.035907208919525146e-01,6.454213708639144897e-02,1.897571533918380737e-01,2.276880890130996704e-01,7.250871658325195312e-01,4.759231209754943848e-01
1.500000000000000000e+01,1.957849562168121338e-01,6.196472793817520142e-02,1.834829151630401611e-01,2.185463309288024902e-01,7.102730274200439453e-01,4.656225144863128662e-01
1.600000000000000000e+01,1.881502717733383179e-01,5.947639048099517822e-02,1.771503686904907227e-01,2.096333205699920654e-01,6.954020857810974121e-01,4.549823999404907227e-01
1.700000000000000000e+01,1.806976050138473511e-01,5.707141757011413574e-02,1.707797795534133911e-01,2.009573727846145630e-01,6.804718971252441406e-01,4.440182745456695557e-01
1.800000000000000000e+01,1.734238117933273315e-01,5.474368110299110413e-02,1.643884330987930298e-01,1.925227493047714233e-01,6.654720306396484375e-01,4.327442348003387451e-01
1.900000000000000000e+01,1.663277447223663330e-01,5.248652398586273193e-02,1.579920351505279541e-01,1.843303889036178589e-01,6.503890156745910645e-01,4.211738109588623047e-01
