# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,9.982813596725463867e-01,6.622330844402313232e-02,5.206499695777893066e-01,9.934031367301940918e-01,1.055572867393493652e+00,1.776012182235717773e+00
4.000000000000000000e+01,4.884787201881408691e-01,6.401440501213073730e-02,9.317393600940704346e-02,5.542976856231689453e-01,1.028043866157531738e+00,3.582422137260437012e-01
4.000000000000000000e+01,4.346318840980529785e-01,6.439834833145141602e-02,6.180531531572341919e-02,4.728469848632812500e-01,1.050874471664428711e+00,2.306001037359237671e-01
4.000000000000000000e+01,2.634076476097106934e-01,6.047030165791511536e-02,9.957579523324966431e-02,3.110325634479522705e-01,1.032354831695556641e+00,3.755433857440948486e-01
4.000000000000000000e+01,7.568593323230743408e-02,3.531187027692794800e-02,3.059997782111167908e-02,8.416146039962768555e-02,6.019856929779052734e-01,1.200775131583213806e-01
4.000000000000000000e+01,4.987315833568572998e-02,2.780054695904254913e-02,3.267158940434455872e-02,5.529266968369483948e-02,4.840213656425476074e-01,1.236686483025550842e-01
4.000000000000000000e+01,4.743941500782966614e-02,2.420344762504100800e-02,3.509876132011413574e-02,5.598468333482742310e-02,4.317113757133483887e-01,1.306912750005722046e-01
4.000000000000000000e+01,3.664106503129005432e-02,1.816782355308532715e-02,2.839129418134689331e-02,3.964095190167427063e-02,3.350466489791870117e-01,1.050690114498138428e-01
4.000000000000000000e+01,2.993134409189224243e-02,1.510767173022031784e-02,2.550517022609710693e-02,3.185246139764785767e-02,2.857093811035156250e-01,9.353195130825042725e-02
4.000000000000000000e+01,3.653202950954437256e-02,1.430968660861253738e-02,3.411088511347770691e-02,3.763088956475257874e-02,2.846353352069854736e-01,1.204573065042495728e-01
4.000000000000000000e+01,2.721436135470867157e-02,1.252844557166099548e-02,2.985450066626071930e-02,2.952472120523452759e-02,2.457064986228942871e-01,1.061643958091735840e-01
4.000000000000000000e+01,2.916322648525238037e-02,1.309640984982252121e-02,3.094356693327426910e-02,3.022182546555995941e-02,2.460790574550628662e-01,1.104907914996147156e-01
4.000000000000000000e+01,3.320832177996635437e-02,1.171937212347984314e-02,3.867350518703460693e-02,3.427195549011230469e-02,2.302400767803192139e-01,1.359336674213409424e-01
4.000000000000000000e+01,4.152980446815490723e-02,1.773826219141483307e-02,3.171873465180397034e-02,4.418350383639335632e-02,2.985805273056030273e-01,1.246432960033416748e-01
4.000000000000000000e+01,3.509033098816871643e-02,1.220165286213159561e-02,3.550508245825767517e-02,3.840728104114532471e-02,2.307116538286209106e-01,1.265272498130798340e-01
4.000000000000000000e+01,2.238570339977741241e-02,1.234261970967054367e-02,3.460992872714996338e-02,2.421032451093196869e-02,2.323480546474456787e-01,1.220278292894363403e-01
4.000000000000000000e+01,2.650938183069229126e-02,9.691639803349971771e-03,3.595842421054840088e-02,2.789447829127311707e-02,1.997438073158264160e-01,1.263859272003173828e-01
4.000000000000000000e+01,5.763560906052589417e-02,1.352985855191946030e-02,2.178534679114818573e-02,6.131856888532638550e-02,2.443365454673767090e-01,8.200000971555709839e-02
4.000000000000000000e+01,3.170659020543098450e-02,9.480418637394905090e-03,2.818659693002700806e-02,3.359172120690345764e-02,1.958424448966979980e-01,1.008819863200187683e-01
4.000000000000000000e+01,2.091229334473609924e-02,1.012708712369203568e-02,2.813519909977912903e-02,2.238612994551658630e-02,1.983226686716079712e-01,1.002126336097717285e-01
4.000000000000000000e+01,4.302952811121940613e-02,1.191386394202709198e-02,4.355544596910476685e-02,4.834907129406929016e-02,2.340528666973114014e-01,1.538503617048263550e-01
4.000000000000000000e+01,2.967957779765129089e-02,9.787085466086864471e-03,3.145525604486465454e-02,3.025161102414131165e-02,1.971039026975631714e-01,1.116909012198448181e-01
4.000000000000000000e+01,2.550783380866050720e-02,9.802122600376605988e-03,2.839637733995914459e-02,2.805424295365810394e-02,1.909081786870956421e-01,1.001484170556068420e-01
4.000000000000000000e+01,2.398425526916980743e-02,8.690934628248214722e-03,2.444614470005035400e-02,2.553802728652954102e-02,1.804933845996856689e-01,8.682347834110260010e-02
4.000000000000000000e+01,2.560144662857055664e-02,8.830446749925613403e-03,2.518081106245517731e-02,2.827104926109313965e-02,1.795966327190399170e-01,8.982373028993606567e-02
4.000000000000000000e+01,5.774566158652305603e-02,9.008252061903476715e-03,1.689356006681919098e-02,6.575699150562286377e-02,1.854984313249588013e-01,6.159755960106849670e-02
