Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,1.244060322642326355e-01,1.137937009334564209e-01,1.323554366827011108e-01,1.548066884279251099e-01,8.714521527290344238e-01,3.426574468612670898e-01
2.000000000000000000e+00,1.297769099473953247e-01,1.038174703717231750e-01,1.133427023887634277e-01,1.548780798912048340e-01,8.333762884140014648e-01,2.975387275218963623e-01
3.000000000000000000e+00,1.331205517053604126e-01,9.648254513740539551e-02,1.007617190480232239e-01,1.561266779899597168e-01,8.032890558242797852e-01,2.674361169338226318e-01
4.000000000000000000e+00,1.346710920333862305e-01,9.015974402427673340e-02,9.124168753623962402e-02,1.564279198646545410e-01,7.759125828742980957e-01,2.445317953824996948e-01
5.000000000000000000e+00,1.349045187234878540e-01,8.443561941385269165e-02,8.355741947889328003e-02,1.555826961994171143e-01,7.497416138648986816e-01,2.259685397148132324e-01
6.000000000000000000e+00,1.341028511524200439e-01,7.915712147951126099e-02,7.711111009120941162e-02,1.537133604288101196e-01,7.242261171340942383e-01,2.103308141231536865e-01
7.000000000000000000e+00,1.324170231819152832e-01,7.424295693635940552e-02,7.156305760145187378e-02,1.509992629289627075e-01,6.991696953773498535e-01,1.968027502298355103e-01
8.000000000000000000e+00,1.300290822982788086e-01,6.966374814510345459e-02,6.667318940162658691e-02,1.476162075996398926e-01,6.745311617851257324e-01,1.848680675029754639e-01
9.000000000000000000e+00,1.270924806594848633e-01,6.537833064794540405e-02,6.229348853230476379e-02,1.437217295169830322e-01,6.503378152847290039e-01,1.741796880960464478e-01
1.000000000000000000e+01,1.237489655613899231e-01,6.137081235647201538e-02,5.832106992602348328e-02,1.394514888525009155e-01,6.266471743583679199e-01,1.644924730062484741e-01
1.100000000000000000e+01,1.201147809624671936e-01,5.762734264135360718e-02,5.468750000000000000e-02,1.349205523729324341e-01,6.035216450691223145e-01,1.556264162063598633e-01
1.200000000000000000e+01,1.162906512618064880e-01,5.413090065121650696e-02,5.134153366088867188e-02,1.302247643470764160e-01,5.810202956199645996e-01,1.474455595016479492e-01
1.300000000000000000e+01,1.123448386788368225e-01,5.086444690823554993e-02,4.824040457606315613e-02,1.254430711269378662e-01,5.591920018196105957e-01,1.398446559906005859e-01
1.400000000000000000e+01,1.083383187651634216e-01,4.781330749392509460e-02,4.535314813256263733e-02,1.206397488713264465e-01,5.380738377571105957e-01,1.327407807111740112e-01
1.500000000000000000e+01,1.043233051896095276e-01,4.496744275093078613e-02,4.265583306550979614e-02,1.158661097288131714e-01,5.176911354064941406e-01,1.260673850774765015e-01
1.600000000000000000e+01,1.003410369157791138e-01,4.231180250644683838e-02,4.012825340032577515e-02,1.111628264188766479e-01,4.980584383010864258e-01,1.197711378335952759e-01
1.700000000000000000e+01,9.642519801855087280e-02,3.983388468623161316e-02,3.775368630886077881e-02,1.065613254904747009e-01,4.791819453239440918e-01,1.138089820742607117e-01
1.800000000000000000e+01,9.259916096925735474e-02,3.752002492547035217e-02,3.551480919122695923e-02,1.020855009555816650e-01,4.610590934753417969e-01,1.081462204456329346e-01
1.900000000000000000e+01,8.887758851051330566e-02,3.536007925868034363e-02,3.339465707540512085e-02,9.775283187627792358e-02,4.436822235584259033e-01,1.027554050087928772e-01
2.000000000000000000e+01,8.527304977178573608e-02,3.334635496139526367e-02,3.138442710041999817e-02,9.357573091983795166e-02,4.270388484001159668e-01,9.761464595794677734e-02
2.100000000000000000e+01,8.179887384176254272e-02,3.147346153855323792e-02,2.947730012238025665e-02,8.956225216388702393e-02,4.111130237579345703e-01,9.270709753036499023e-02
2.200000000000000000e+01,7.846749573945999146e-02,2.972962893545627594e-02,2.766790986061096191e-02,8.571712672710418701e-02,3.958863317966461182e-01,8.802033960819244385e-02
2.300000000000000000e+01,7.526672631502151489e-02,2.810512483119964600e-02,2.595458365976810455e-02,8.204220235347747803e-02,3.813389837741851807e-01,8.354517072439193726e-02
2.400000000000000000e+01,7.219696044921875000e-02,2.658949047327041626e-02,2.433476597070693970e-02,7.853733003139495850e-02,3.674501180648803711e-01,7.927549630403518677e-02
2.500000000000000000e+01,6.925809383392333984e-02,2.517640031874179840e-02,2.280682697892189026e-02,7.520045340061187744e-02,3.541979789733886719e-01,7.520779967308044434e-02
2.600000000000000000e+01,6.645876169204711914e-02,2.385750040411949158e-02,2.136978320777416229e-02,7.202831655740737915e-02,3.415604829788208008e-01,7.134053856134414673e-02
2.700000000000000000e+01,6.379105150699615479e-02,2.262375317513942719e-02,2.002266608178615570e-02,6.901647150516510010e-02,3.295160531997680664e-01,6.767372786998748779e-02
2.800000000000000000e+01,6.124785169959068298e-02,2.146904915571212769e-02,1.876472122967243195e-02,6.615999341011047363e-02,3.180428147315979004e-01,6.420884281396865845e-02
2.900000000000000000e+01,5.882238224148750305e-02,2.038816921412944794e-02,1.759746298193931580e-02,6.345297396183013916e-02,3.071193993091583252e-01,6.094808503985404968e-02
3.000000000000000000e+01,5.651449039578437805e-02,1.937536336481571198e-02,1.651947759091854095e-02,6.088962405920028687e-02,2.967245876789093018e-01,5.789431557059288025e-02
3.100000000000000000e+01,5.432690307497978210e-02,1.842572912573814392e-02,1.552845723927021027e-02,5.846363678574562073e-02,2.868376076221466064e-01,5.505053326487541199e-02
3.200000000000000000e+01,5.225027352571487427e-02,1.753482595086097717e-02,1.462154369801282883e-02,5.616867914795875549e-02,2.774384915828704834e-01,5.241948738694190979e-02
3.300000000000000000e+01,5.027788877487182617e-02,1.669971272349357605e-02,1.379588898271322250e-02,5.399826541543006897e-02,2.685076892375946045e-01,5.000328645110130310e-02
3.400000000000000000e+01,4.841431602835655212e-02,1.591594330966472626e-02,1.304731145501136780e-02,5.194608494639396667e-02,2.600262463092803955e-01,4.780296608805656433e-02
3.500000000000000000e+01,4.664346948266029358e-02,1.517988927662372589e-02,1.237025391310453415e-02,5.000592395663261414e-02,2.519753575325012207e-01,4.581817239522933960e-02
3.600000000000000000e+01,4.496270045638084412e-02,1.448815874755382538e-02,1.175881829112768173e-02,4.817166179418563843e-02,2.443376928567886353e-01,4.404670372605323792e-02
3.700000000000000000e+01,4.336979612708091736e-02,1.383810862898826599e-02,1.120875217020511627e-02,4.643740504980087280e-02,2.370959669351577759e-01,4.248411580920219421e-02
3.800000000000000000e+01,4.186250641942024231e-02,1.322693657130002975e-02,1.071393396705389023e-02,4.479753598570823669e-02,2.302339822053909302e-01,4.112378880381584167e-02
3.900000000000000000e+01,4.043550416827201843e-02,1.265222951769828796e-02,1.026874501258134842e-02,4.324662685394287109e-02,2.237360477447509766e-01,3.995653614401817322e-02
4.000000000000000000e+01,3.907964006066322327e-02,1.211186219006776810e-02,9.869040921330451965e-03,4.177945479750633240e-02,2.175876051187515259e-01,3.897090256214141846e-02
4.100000000000000000e+01,3.779854252934455872e-02,1.160400826483964920e-02,9.510734118521213531e-03,4.039102420210838318e-02,2.117744982242584229e-01,3.815320506691932678e-02
4.200000000000000000e+01,3.658203035593032837e-02,1.112670172005891800e-02,9.190989658236503601e-03,3.907678648829460144e-02,2.062838226556777954e-01,3.748843446373939514e-02
4.300000000000000000e+01,3.542743995785713196e-02,1.067905593663454056e-02,8.902763016521930695e-03,3.783220425248146057e-02,2.011034041643142700e-01,3.696016594767570496e-02
4.400000000000000000e+01,3.433107212185859680e-02,1.025974843651056290e-02,8.645796217024326324e-03,3.665313869714736938e-02,1.962218582630157471e-01,3.655150160193443298e-02
4.500000000000000000e+01,3.329142555594444275e-02,9.867935441434383392e-03,8.418198674917221069e-03,3.553576767444610596e-02,1.916290074586868286e-01,3.624569997191429138e-02
4.600000000000000000e+01,3.230908885598182678e-02,9.503831155598163605e-03,8.214084431529045105e-03,3.447633981704711914e-02,1.873153895139694214e-01,3.602626919746398926e-02
4.700000000000000000e+01,3.137986361980438232e-02,9.165350347757339478e-03,8.039893582463264465e-03,3.347149491310119629e-02,1.832723021507263184e-01,3.587795421481132507e-02
4.800000000000000000e+01,3.049723245203495026e-02,8.849226869642734528e-03,7.893235422670841217e-03,3.251798450946807861e-02,1.794923543930053711e-01,3.578659519553184509e-02
4.900000000000000000e+01,2.965601719915866852e-02,8.557173423469066620e-03,7.770780008286237717e-03,3.161285072565078735e-02,1.759686321020126343e-01,3.573974967002868652e-02
5.000000000000000000e+01,2.885200269520282745e-02,8.284422568976879120e-03,7.674257736653089523e-03,3.075328283011913300e-02,1.726951152086257935e-01,3.572644665837287903e-02
5.100000000000000000e+01,2.808258309960365295e-02,8.029002696275711060e-03,7.596723269671201706e-03,2.993677929043769836e-02,1.696666479110717773e-01,3.573750704526901245e-02
5.200000000000000000e+01,2.734643779695034027e-02,7.791582494974136353e-03,7.529740687459707260e-03,2.916079573333263397e-02,1.668785959482192993e-01,3.576550260186195374e-02
5.300000000000000000e+01,2.664324268698692322e-02,7.570919580757617950e-03,7.468971889466047287e-03,2.842322736978530884e-02,1.643272042274475098e-01,3.580460697412490845e-02
5.400000000000000000e+01,2.597057260572910309e-02,7.366110105067491531e-03,7.412165869027376175e-03,2.772197499871253967e-02,1.620089560747146606e-01,3.585030883550643921e-02
5.500000000000000000e+01,2.532707341015338898e-02,7.176853716373443604e-03,7.357243914157152176e-03,2.705507352948188782e-02,1.599209606647491455e-01,3.589991480112075806e-02
5.600000000000000000e+01,2.471147105097770691e-02,7.001372519880533218e-03,7.302897516638040543e-03,2.642073482275009155e-02,1.580605953931808472e-01,3.595181554555892944e-02
5.700000000000000000e+01,2.412313781678676605e-02,6.839015055447816849e-03,7.248557172715663910e-03,2.581735141575336456e-02,1.564254313707351685e-01,3.600545227527618408e-02
5.800000000000000000e+01,2.356118708848953247e-02,6.691349204629659653e-03,7.193867582827806473e-03,2.524327114224433899e-02,1.550132930278778076e-01,3.606150671839714050e-02
5.900000000000000000e+01,2.302645333111286163e-02,6.559052970260381699e-03,7.139366120100021362e-03,2.469720505177974701e-02,1.538222283124923706e-01,3.612156957387924194e-02
6.000000000000000000e+01,2.251869440078735352e-02,6.441416218876838684e-03,7.085094228386878967e-03,2.417773939669132233e-02,1.528500020503997803e-01,3.618780896067619324e-02
6.100000000000000000e+01,2.203615941107273102e-02,6.335762329399585724e-03,7.031852845102548599e-03,2.368366345763206482e-02,1.520942896604537964e-01,3.626328334212303162e-02
6.200000000000000000e+01,2.157825976610183716e-02,6.242595147341489792e-03,6.979811005294322968e-03,2.321374602615833282e-02,1.515522450208663940e-01,3.635144606232643127e-02
6.300000000000000000e+01,2.114430256187915802e-02,6.160965654999017715e-03,6.929605267941951752e-03,2.276704087853431702e-02,1.512219160795211792e-01,3.645619004964828491e-02
6.400000000000000000e+01,2.073363400995731354e-02,6.089397240430116653e-03,6.881859619170427322e-03,2.234241738915443420e-02,1.510994285345077515e-01,3.658187389373779297e-02
6.500000000000000000e+01,2.034613862633705139e-02,6.028460804373025894e-03,6.837049964815378189e-03,2.193901315331459045e-02,1.511821150779724121e-01,3.673287853598594666e-02
