Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,4.635283648967742920e-01,9.182055294513702393e-02,1.240353360772132874e-01,5.169964432716369629e-01,8.867027759552001953e-01,3.142576813697814941e-01
2.000000000000000000e+00,4.117890000343322754e-01,8.528934419155120850e-02,1.282108575105667114e-01,4.570372104644775391e-01,8.501756191253662109e-01,3.200096487998962402e-01
3.000000000000000000e+00,3.716741502285003662e-01,8.084905892610549927e-02,1.293284893035888672e-01,4.104743897914886475e-01,8.190709948539733887e-01,3.203357160091400146e-01
4.000000000000000000e+00,3.386241197586059570e-01,7.681778073310852051e-02,1.288101524114608765e-01,3.725647032260894775e-01,7.902420163154602051e-01,3.177747428417205811e-01
5.000000000000000000e+00,3.104319274425506592e-01,7.282246649265289307e-02,1.272633373737335205e-01,3.406552970409393311e-01,7.625243067741394043e-01,3.134149312973022461e-01
6.000000000000000000e+00,2.857631444931030273e-01,6.885489821434020996e-02,1.250065267086029053e-01,3.131104707717895508e-01,7.354228496551513672e-01,3.078391253948211670e-01
7.000000000000000000e+00,2.638326287269592285e-01,6.497234106063842773e-02,1.222319975495338440e-01,2.888608872890472412e-01,7.087315917015075684e-01,3.014025688171386719e-01
8.000000000000000000e+00,2.440562248229980469e-01,6.120169162750244141e-02,1.190679296851158142e-01,2.671810090541839600e-01,6.823841929435729980e-01,2.943390905857086182e-01
9.000000000000000000e+00,2.260447293519973755e-01,5.757055804133415222e-02,1.156066507101058960e-01,2.475646883249282837e-01,6.563817858695983887e-01,2.868137061595916748e-01
1.000000000000000000e+01,2.095313221216201782e-01,5.409687384963035583e-02,1.119184195995330811e-01,2.296504229307174683e-01,6.307581067085266113e-01,2.789458930492401123e-01
1.100000000000000000e+01,1.943169236183166504e-01,5.078259482979774475e-02,1.080592498183250427e-01,2.131746262311935425e-01,6.055579185485839844e-01,2.708252966403961182e-01
1.200000000000000000e+01,1.802487820386886597e-01,4.763270914554595947e-02,1.040750592947006226e-01,1.979405730962753296e-01,5.808263421058654785e-01,2.625204324722290039e-01
1.300000000000000000e+01,1.672019958496093750e-01,4.465082287788391113e-02,1.000048741698265076e-01,1.837986707687377930e-01,5.566046833992004395e-01,2.540853619575500488e-01
1.400000000000000000e+01,1.550857424736022949e-01,4.183089360594749451e-02,9.588187187910079956e-02,1.706318408250808716e-01,5.329259634017944336e-01,2.455632090568542480e-01
1.500000000000000000e+01,1.438558399677276611e-01,3.916650265455245972e-02,9.173490852117538452e-02,1.583467870950698853e-01,5.098161697387695312e-01,2.369885146617889404e-01
1.600000000000000000e+01,1.334193795919418335e-01,3.665477782487869263e-02,8.758855611085891724e-02,1.468669325113296509e-01,4.872938692569732666e-01,2.283906191587448120e-01
1.700000000000000000e+01,1.237017437815666199e-01,3.428930789232254028e-02,8.346420526504516602e-02,1.361280679702758789e-01,4.653714001178741455e-01,2.197937518358230591e-01
1.800000000000000000e+01,1.146334558725357056e-01,3.205970302224159241e-02,7.938013970851898193e-02,1.260754466056823730e-01,4.440554678440093994e-01,2.112191468477249146e-01
1.900000000000000000e+01,1.061629503965377808e-01,2.995863556861877441e-02,7.535194605588912964e-02,1.166612207889556885e-01,4.233497679233551025e-01,2.026857882738113403e-01
2.000000000000000000e+01,9.823976457118988037e-02,2.798003517091274261e-02,7.139323651790618896e-02,1.078431010246276855e-01,4.032544493675231934e-01,1.942098885774612427e-01
2.100000000000000000e+01,9.082677960395812988e-02,2.611666917800903320e-02,6.751547008752822876e-02,9.958297014236450195e-02,3.837675452232360840e-01,1.858066916465759277e-01
2.200000000000000000e+01,8.388956636190414429e-02,2.436127513647079468e-02,6.372787058353424072e-02,9.184652566909790039e-02,3.648859262466430664e-01,1.774905622005462646e-01
2.300000000000000000e+01,7.739222049713134766e-02,2.270790934562683105e-02,6.003863364458084106e-02,8.460215479135513306e-02,3.466060459613800049e-01,1.692743003368377686e-01
2.400000000000000000e+01,7.130516320466995239e-02,2.115191146731376648e-02,5.645485967397689819e-02,7.782092690467834473e-02,3.289236426353454590e-01,1.611700057983398438e-01
2.500000000000000000e+01,6.560623645782470703e-02,1.968882232904434204e-02,5.298210307955741882e-02,7.147590070962905884e-02,3.118345141410827637e-01,1.531893908977508545e-01
2.600000000000000000e+01,6.027377769351005554e-02,1.831461489200592041e-02,4.962421208620071411e-02,6.554224342107772827e-02,2.953354418277740479e-01,1.453435420989990234e-01
2.700000000000000000e+01,5.528320744633674622e-02,1.702399551868438721e-02,4.638421908020973206e-02,5.999670922756195068e-02,2.794229388236999512e-01,1.376427561044692993e-01
2.800000000000000000e+01,5.061316862702369690e-02,1.581067219376564026e-02,4.326422140002250671e-02,5.481763929128646851e-02,2.640947997570037842e-01,1.300970017910003662e-01
2.900000000000000000e+01,4.624656215310096741e-02,1.467110309749841690e-02,4.026542231440544128e-02,4.998474568128585815e-02,2.493494153022766113e-01,1.227156370878219604e-01
3.000000000000000000e+01,4.216857254505157471e-02,1.360178180038928986e-02,3.738891333341598511e-02,4.547910764813423157e-02,2.351861149072647095e-01,1.155077666044235229e-01
3.100000000000000000e+01,3.836345300078392029e-02,1.259892620146274567e-02,3.463500365614891052e-02,4.128298535943031311e-02,2.216052263975143433e-01,1.084818318486213684e-01
3.200000000000000000e+01,3.481322526931762695e-02,1.165908947587013245e-02,3.200341388583183289e-02,3.737996518611907959e-02,2.086084187030792236e-01,1.016461476683616638e-01
3.300000000000000000e+01,3.150567039847373962e-02,1.077924109995365143e-02,2.949284575879573822e-02,3.375465422868728638e-02,1.961982101202011108e-01,9.500848501920700073e-02
3.400000000000000000e+01,2.842963300645351410e-02,9.958729147911071777e-03,2.710179984569549561e-02,3.039274923503398895e-02,1.843787431716918945e-01,8.857612311840057373e-02
3.500000000000000000e+01,2.557545714080333710e-02,9.194707497954368591e-03,2.482872456312179565e-02,2.728124335408210754e-02,1.731552332639694214e-01,8.235636353492736816e-02
3.600000000000000000e+01,2.293092384934425354e-02,8.486302569508552551e-03,2.267234586179256439e-02,2.440805546939373016e-02,1.625343412160873413e-01,7.635617256164550781e-02
3.700000000000000000e+01,2.048704214394092560e-02,7.831824012100696564e-03,2.062978781759738922e-02,2.176257036626338959e-02,1.525241732597351074e-01,7.058235257863998413e-02
3.800000000000000000e+01,1.823554560542106628e-02,7.230435963720083237e-03,1.869814284145832062e-02,1.933533325791358948e-02,1.431342512369155884e-01,6.504183262586593628e-02
3.900000000000000000e+01,1.617071218788623810e-02,6.681570317596197128e-03,1.687495037913322449e-02,1.711853407323360443e-02,1.343750208616256714e-01,5.974172428250312805e-02
4.000000000000000000e+01,1.428647805005311966e-02,6.186996586620807648e-03,1.515829190611839294e-02,1.510607637465000153e-02,1.262579113245010376e-01,5.468942970037460327e-02
4.100000000000000000e+01,1.257739961147308350e-02,5.748684518039226532e-03,1.354521140456199646e-02,1.329375896602869034e-02,1.187946870923042297e-01,4.989304766058921814e-02
4.200000000000000000e+01,1.104843709617853165e-02,5.366465542465448380e-03,1.203348673880100250e-02,1.168000698089599609e-02,1.119966655969619751e-01,4.536206647753715515e-02
4.300000000000000000e+01,9.713631123304367065e-03,5.036092363297939301e-03,1.062152441591024399e-02,1.026566792279481888e-02,1.058732494711875916e-01,4.110728949308395386e-02
4.400000000000000000e+01,8.583982475101947784e-03,4.757135640829801559e-03,9.307239204645156860e-03,9.054253809154033661e-03,1.004310101270675659e-01,3.714155778288841248e-02
4.500000000000000000e+01,7.625950500369071960e-03,4.524358548223972321e-03,8.091809228062629700e-03,8.051148615777492523e-03,9.567155689001083374e-02,3.348082676529884338e-02
4.600000000000000000e+01,6.822276394814252853e-03,4.331509582698345184e-03,7.002511527389287949e-03,7.261475548148155212e-03,9.159009158611297607e-02,3.014428168535232544e-02
4.700000000000000000e+01,6.165282800793647766e-03,4.174239933490753174e-03,6.074669305235147476e-03,6.686284206807613373e-03,8.817327022552490234e-02,2.715515345335006714e-02
4.800000000000000000e+01,5.686432588845491409e-03,4.050764255225658417e-03,5.313396453857421875e-03,6.317755207419395447e-03,8.539807051420211792e-02,2.454011701047420502e-02
4.900000000000000000e+01,5.373498424887657166e-03,3.956652712076902390e-03,4.730774089694023132e-03,6.135861389338970184e-03,8.323142677545547485e-02,2.232784032821655273e-02
5.000000000000000000e+01,5.213615950196981430e-03,3.889782354235649109e-03,4.294407088309526443e-03,6.109466310590505600e-03,8.163046836853027344e-02,2.054464817047119141e-02
5.100000000000000000e+01,5.166609771549701691e-03,3.849539672955870628e-03,3.988380078226327896e-03,6.201692856848239899e-03,8.054421097040176392e-02,1.920775882899761200e-02
5.200000000000000000e+01,5.205336026847362518e-03,3.828774672001600266e-03,3.805989399552345276e-03,6.376401521265506744e-03,7.991535961627960205e-02,1.831653714179992676e-02
5.300000000000000000e+01,5.323866847902536392e-03,3.822671016678214073e-03,3.727763425558805466e-03,6.602649111300706863e-03,7.968353480100631714e-02,1.784580387175083160e-02
5.400000000000000000e+01,5.505008157342672348e-03,3.826181404292583466e-03,3.720957553014159203e-03,6.856340914964675903e-03,7.978726178407669067e-02,1.774559170007705688e-02
5.500000000000000000e+01,5.732976831495761871e-03,3.835993586108088493e-03,3.761890809983015060e-03,7.120104972273111343e-03,8.016747236251831055e-02,1.794816553592681885e-02
5.600000000000000000e+01,5.991721525788307190e-03,3.848806489259004593e-03,3.847528016194701195e-03,7.381821516901254654e-03,8.076826483011245728e-02,1.837928406894207001e-02
5.700000000000000000e+01,6.272025872021913528e-03,3.862665966153144836e-03,3.971236757934093475e-03,7.633572444319725037e-03,8.153869956731796265e-02,1.896820589900016785e-02
5.800000000000000000e+01,6.561372429132461548e-03,3.876429283991456032e-03,4.123239312320947647e-03,7.870228961110115051e-03,8.243364095687866211e-02,1.965443603694438934e-02
5.900000000000000000e+01,6.845178082585334778e-03,3.888983977958559990e-03,4.278446547687053680e-03,8.089008741080760956e-03,8.341368287801742554e-02,2.038931474089622498e-02
6.000000000000000000e+01,7.113659754395484924e-03,3.899576840922236443e-03,4.423201084136962891e-03,8.288227953016757965e-03,8.444516360759735107e-02,2.113573253154754639e-02
6.100000000000000000e+01,7.362732663750648499e-03,3.907936159521341324e-03,4.553410690277814865e-03,8.467571809887886047e-03,8.549972623586654663e-02,2.186651527881622314e-02
6.200000000000000000e+01,7.589658256620168686e-03,3.913388121873140335e-03,4.667223896831274033e-03,8.627162314951419830e-03,8.655384182929992676e-02,2.256177179515361786e-02
6.300000000000000000e+01,7.794721983373165131e-03,3.915675450116395950e-03,4.764148034155368805e-03,8.767626248300075531e-03,8.758814632892608643e-02,2.320814877748489380e-02
6.400000000000000000e+01,7.978681474924087524e-03,3.914610482752323151e-03,4.843927454203367233e-03,8.889984339475631714e-03,8.858766406774520874e-02,2.379652112722396851e-02
6.500000000000000000e+01,8.141861297190189362e-03,3.910151310265064240e-03,4.906721413135528564e-03,8.995191194117069244e-03,8.953956514596939087e-02,2.432116493582725525e-02
6.600000000000000000e+01,8.285806514322757721e-03,3.902289085090160370e-03,4.952993709594011307e-03,9.084581397473812103e-03,9.043519198894500732e-02,2.477926760911941528e-02
6.700000000000000000e+01,8.411347866058349609e-03,3.891120199114084244e-03,4.983533639460802078e-03,9.159294888377189636e-03,9.126693010330200195e-02,2.516938373446464539e-02
6.800000000000000000e+01,8.520100265741348267e-03,3.876777365803718567e-03,4.999252501875162125e-03,9.220620617270469666e-03,9.203014522790908813e-02,2.549182437360286713e-02
6.900000000000000000e+01,8.613368496298789978e-03,3.859238699078559875e-03,5.001039709895849228e-03,9.269638918340206146e-03,9.272111952304840088e-02,2.574774064123630524e-02
7.000000000000000000e+01,8.692597970366477966e-03,3.838686272501945496e-03,4.989808425307273865e-03,9.307631291449069977e-03,9.333837777376174927e-02,2.593938261270523071e-02
7.100000000000000000e+01,8.758814074099063873e-03,3.815299132838845253e-03,4.966443404555320740e-03,9.335513226687908173e-03,9.388037770986557007e-02,2.606893517076969147e-02
7.200000000000000000e+01,8.812958374619483948e-03,3.789367387071251869e-03,4.932039417326450348e-03,9.354411624372005463e-03,9.434805065393447876e-02,2.613984793424606323e-02
7.300000000000000000e+01,8.855601772665977478e-03,3.760986728593707085e-03,4.887553397566080093e-03,9.365205653011798859e-03,9.474188089370727539e-02,2.615523897111415863e-02
7.400000000000000000e+01,8.887602947652339935e-03,3.730561118572950363e-03,4.833878949284553528e-03,9.368678554892539978e-03,9.506347775459289551e-02,2.611855603754520416e-02
7.500000000000000000e+01,8.909997530281543732e-03,3.698546905070543289e-03,4.772007931023836136e-03,9.365708567202091217e-03,9.531528502702713013e-02,2.603356912732124329e-02
