Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,1.784179061651229858e-01,1.218333467841148376e-01,2.428962886333465576e-01,2.047881036996841431e-01,1.017547845840454102e+00,5.579647421836853027e-01
2.000000000000000000e+00,1.586921960115432739e-01,1.144978478550910950e-01,2.272818833589553833e-01,1.843394786119461060e-01,9.886862039566040039e-01,5.269552469253540039e-01
3.000000000000000000e+00,1.437299549579620361e-01,1.081079468131065369e-01,2.155705541372299194e-01,1.709068268537521362e-01,9.635381102561950684e-01,5.038992166519165039e-01
4.000000000000000000e+00,1.326371431350708008e-01,1.023214459419250488e-01,2.055975049734115601e-01,1.607798933982849121e-01,9.399618506431579590e-01,4.843570590019226074e-01
5.000000000000000000e+00,1.246392205357551575e-01,9.697359800338745117e-02,1.966113597154617310e-01,1.524395048618316650e-01,9.171053171157836914e-01,4.667863547801971436e-01
6.000000000000000000e+00,1.184555068612098694e-01,9.197572618722915649e-02,1.882619410753250122e-01,1.451166421175003052e-01,8.945637941360473633e-01,4.504638910293579102e-01
7.000000000000000000e+00,1.132127791643142700e-01,8.727503567934036255e-02,1.803601831197738647e-01,1.383931487798690796e-01,8.721405863761901855e-01,4.349986910820007324e-01
8.000000000000000000e+00,1.084138825535774231e-01,8.283579349517822266e-02,1.727901101112365723e-01,1.320396512746810913e-01,8.497501015663146973e-01,4.201586842536926270e-01
9.000000000000000000e+00,1.038796231150627136e-01,7.863619923591613770e-02,1.654812693595886230e-01,1.259347349405288696e-01,8.273670673370361328e-01,4.058017730712890625e-01
1.000000000000000000e+01,9.951506555080413818e-02,7.465697824954986572e-02,1.583935767412185669e-01,1.200204417109489441e-01,8.050017952919006348e-01,3.918353319168090820e-01
1.100000000000000000e+01,9.529507905244827271e-02,7.088408619165420532e-02,1.515018790960311890e-01,1.142755150794982910e-01,7.826814651489257812e-01,3.781971037387847900e-01
1.200000000000000000e+01,9.121233969926834106e-02,6.730523705482482910e-02,1.447884887456893921e-01,1.086992546916007996e-01,7.604417204856872559e-01,3.648448288440704346e-01
1.300000000000000000e+01,8.729279786348342896e-02,6.391330808401107788e-02,1.382406055927276611e-01,1.033018678426742554e-01,7.383209466934204102e-01,3.517492413520812988e-01
1.400000000000000000e+01,8.351410925388336182e-02,6.069318950176239014e-02,1.318516880273818970e-01,9.809808433055877686e-02,7.163566350936889648e-01,3.388894498348236084e-01
1.500000000000000000e+01,7.988359034061431885e-02,5.763132870197296143e-02,1.256183534860610962e-01,9.310390055179595947e-02,6.945822238922119141e-01,3.262497484683990479e-01
1.600000000000000000e+01,7.639140635728836060e-02,5.471722409129142761e-02,1.195472925901412964e-01,8.833418786525726318e-02,6.730290651321411133e-01,3.138195574283599854e-01
1.700000000000000000e+01,7.306120544672012329e-02,5.194057151675224304e-02,1.136340349912643433e-01,8.380202203989028931e-02,6.517249345779418945e-01,3.015905618667602539e-01
1.800000000000000000e+01,6.988465785980224609e-02,4.929192364215850830e-02,1.078768447041511536e-01,7.951787859201431274e-02,6.306931376457214355e-01,2.895572483539581299e-01
1.900000000000000000e+01,6.688219308853149414e-02,4.676342755556106567e-02,1.022773832082748413e-01,7.548964023590087891e-02,6.099553704261779785e-01,2.777159214019775391e-01
2.000000000000000000e+01,6.404615938663482666e-02,4.434727132320404053e-02,9.684245288372039795e-02,7.172267884016036987e-02,5.895304083824157715e-01,2.660639286041259766e-01
