# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,9.566665291786193848e-01,6.087443232536315918e-02,3.389252126216888428e-01,9.597057700157165527e-01,9.930980801582336426e-01,1.189055323600769043e+00
4.000000000000000000e+01,4.047018885612487793e-01,6.072922796010971069e-02,9.477942436933517456e-02,4.429735541343688965e-01,1.009606719017028809e+00,3.437512516975402832e-01
4.000000000000000000e+01,9.661243855953216553e-02,4.584435373544692993e-02,7.131512463092803955e-02,1.084208711981773376e-01,7.620106935501098633e-01,2.568140327930450439e-01
4.000000000000000000e+01,6.807215511798858643e-02,2.794856578111648560e-02,3.859578445553779602e-02,7.407740503549575806e-02,4.814264476299285889e-01,1.404504925012588501e-01
4.000000000000000000e+01,4.687585309147834778e-02,2.221656590700149536e-02,3.929269686341285706e-02,5.225620418787002563e-02,3.837649226188659668e-01,1.414262652397155762e-01
4.000000000000000000e+01,5.100026726722717285e-02,2.113664895296096802e-02,3.105919435620307922e-02,5.488574877381324768e-02,3.564423322677612305e-01,1.156477108597755432e-01
4.000000000000000000e+01,4.204152151942253113e-02,1.412871666252613068e-02,4.205203056335449219e-02,4.344696179032325745e-02,2.623985707759857178e-01,1.457257568836212158e-01
4.000000000000000000e+01,4.001775383949279785e-02,1.466905698180198669e-02,2.866280265152454376e-02,4.181394353508949280e-02,2.629234194755554199e-01,1.012876182794570923e-01
4.000000000000000000e+01,3.644115105271339417e-02,1.476265396922826767e-02,2.817753516137599945e-02,4.217499494552612305e-02,2.657718360424041748e-01,9.939808398485183716e-02
4.000000000000000000e+01,3.052734769880771637e-02,1.207206584513187408e-02,3.101623617112636566e-02,3.143423795700073242e-02,2.265437841415405273e-01,1.094790697097778320e-01
4.000000000000000000e+01,3.001604974269866943e-02,1.088383700698614120e-02,2.528954111039638519e-02,3.249816969037055969e-02,2.166511118412017822e-01,8.905830979347229004e-02
4.000000000000000000e+01,2.570022642612457275e-02,1.265547145158052444e-02,2.428394556045532227e-02,2.745222672820091248e-02,2.330403774976730347e-01,8.717019855976104736e-02
4.000000000000000000e+01,4.389968886971473694e-02,1.534624956548213959e-02,3.034782409667968750e-02,4.553624242544174194e-02,2.690934836864471436e-01,1.188229396939277649e-01
4.000000000000000000e+01,3.125580027699470520e-02,1.100222487002611160e-02,2.988869883120059967e-02,3.279308602213859558e-02,2.072228193283081055e-01,1.043377891182899475e-01
4.000000000000000000e+01,2.654443122446537018e-02,1.024908572435379028e-02,2.474321983754634857e-02,2.780457586050033569e-02,1.964461952447891235e-01,8.669604361057281494e-02
4.000000000000000000e+01,2.425717748701572418e-02,1.055820565670728683e-02,2.073804847896099091e-02,2.598787657916545868e-02,1.998832225799560547e-01,7.363804429769515991e-02
4.000000000000000000e+01,3.069679252803325653e-02,1.009786501526832581e-02,2.582783252000808716e-02,3.204424306750297546e-02,1.913226991891860962e-01,8.931685239076614380e-02
4.000000000000000000e+01,2.661387994885444641e-02,1.046770345419645309e-02,2.976117841899394989e-02,3.009255044162273407e-02,1.972938925027847290e-01,1.023729667067527771e-01
4.000000000000000000e+01,3.201927617192268372e-02,9.539844468235969543e-03,2.210714295506477356e-02,3.501529246568679810e-02,1.855230480432510376e-01,7.686734944581985474e-02
4.000000000000000000e+01,3.393623977899551392e-02,8.815970271825790405e-03,2.522995509207248688e-02,3.651797398924827576e-02,1.694096624851226807e-01,8.657354116439819336e-02
4.000000000000000000e+01,2.728146314620971680e-02,1.051343884319067001e-02,2.958148531615734100e-02,2.907887473702430725e-02,1.938779205083847046e-01,1.027946174144744873e-01
4.000000000000000000e+01,3.765405341982841492e-02,9.827419184148311615e-03,2.498922869563102722e-02,4.009411111474037170e-02,1.798515170812606812e-01,8.859839290380477905e-02
4.000000000000000000e+01,3.088451921939849854e-02,1.075676549226045609e-02,2.552552893757820129e-02,3.345266729593276978e-02,1.928575634956359863e-01,8.845911175012588501e-02
4.000000000000000000e+01,2.544425055384635925e-02,9.333955124020576477e-03,2.207314968109130859e-02,2.744520828127861023e-02,1.763981580734252930e-01,7.606443762779235840e-02
4.000000000000000000e+01,2.720759250223636627e-02,1.056960411369800568e-02,2.130212448537349701e-02,2.985771745443344116e-02,1.948921084403991699e-01,7.374336570501327515e-02
4.000000000000000000e+01,4.061192646622657776e-02,1.275601796805858612e-02,3.281849622726440430e-02,4.933426156640052795e-02,2.315936535596847534e-01,1.120794042944908142e-01
