# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,1.000232458114624023e+00,7.662780582904815674e-02,2.818216085433959961e-01,9.951702356338500977e-01,1.254354119300842285e+00,1.069586157798767090e+00
4.000000000000000000e+01,4.731994271278381348e-01,6.421761214733123779e-02,6.160630658268928528e-02,5.300549268722534180e-01,1.026997208595275879e+00,2.250975221395492554e-01
4.000000000000000000e+01,4.776532649993896484e-01,6.395415216684341431e-02,9.213731437921524048e-02,5.367425084114074707e-01,1.024999976158142090e+00,3.449543416500091553e-01
4.000000000000000000e+01,4.212217330932617188e-01,6.144062429666519165e-02,7.671901583671569824e-02,4.597885608673095703e-01,9.920650124549865723e-01,2.765684723854064941e-01
4.000000000000000000e+01,4.051004052162170410e-01,6.141879782080650330e-02,6.740095466375350952e-02,4.460943341255187988e-01,9.971229434013366699e-01,2.418963313102722168e-01
4.000000000000000000e+01,3.890790045261383057e-01,6.137994304299354553e-02,6.405638903379440308e-02,4.356239736080169678e-01,9.906201958656311035e-01,2.292319685220718384e-01
4.000000000000000000e+01,3.938157558441162109e-01,6.107326596975326538e-02,6.783598661422729492e-02,4.353420734405517578e-01,9.901308417320251465e-01,2.418183237314224243e-01
4.000000000000000000e+01,3.544346988201141357e-01,6.179163232445716858e-02,7.350039482116699219e-02,4.057129323482513428e-01,9.977530837059020996e-01,2.648181021213531494e-01
4.000000000000000000e+01,1.239783316850662231e-01,6.188543885946273804e-02,6.553795188665390015e-02,1.590569764375686646e-01,1.004004478454589844e+00,2.431890815496444702e-01
4.000000000000000000e+01,9.042221307754516602e-02,5.887358263134956360e-02,5.894307419657707214e-02,1.029052436351776123e-01,9.647447466850280762e-01,2.153562605381011963e-01
4.000000000000000000e+01,8.777697384357452393e-02,5.870065465569496155e-02,5.450332164764404297e-02,9.723280370235443115e-02,9.607869386672973633e-01,1.997583657503128052e-01
4.000000000000000000e+01,8.687931299209594727e-02,5.835225805640220642e-02,5.462985858321189880e-02,9.621890634298324585e-02,9.583590030670166016e-01,1.997799575328826904e-01
4.000000000000000000e+01,7.763943821191787720e-02,5.760988220572471619e-02,5.568857863545417786e-02,8.857296407222747803e-02,9.446816444396972656e-01,2.027026861906051636e-01
4.000000000000000000e+01,8.034963160753250122e-02,5.684815719723701477e-02,6.475076824426651001e-02,9.035731106996536255e-02,9.319771528244018555e-01,2.318385243415832520e-01
4.000000000000000000e+01,8.344642817974090576e-02,5.367453023791313171e-02,4.777761548757553101e-02,9.424815326929092407e-02,8.865594267845153809e-01,1.758037358522415161e-01
4.000000000000000000e+01,8.214053511619567871e-02,4.401995241641998291e-02,5.054607987403869629e-02,9.157185256481170654e-02,7.357493638992309570e-01,1.860993355512619019e-01
4.000000000000000000e+01,6.987821310758590698e-02,3.959495574235916138e-02,5.296216905117034912e-02,7.941155880689620972e-02,6.670092344284057617e-01,1.952537298202514648e-01
4.000000000000000000e+01,7.947643101215362549e-02,3.865686058998107910e-02,6.122792884707450867e-02,8.929197490215301514e-02,6.576710939407348633e-01,2.211431562900543213e-01
4.000000000000000000e+01,7.160120457410812378e-02,3.427994623780250549e-02,4.965282604098320007e-02,8.088377863168716431e-02,5.943352580070495605e-01,1.807609945535659790e-01
4.000000000000000000e+01,8.509825170040130615e-02,3.392276167869567871e-02,5.096982792019844055e-02,9.751464426517486572e-02,5.766953229904174805e-01,1.846334338188171387e-01
4.000000000000000000e+01,8.070098608732223511e-02,3.094453364610671997e-02,5.999863892793655396e-02,8.986501395702362061e-02,5.333142876625061035e-01,2.126650214195251465e-01
4.000000000000000000e+01,6.625132262706756592e-02,2.960541658103466034e-02,5.110708624124526978e-02,7.379844039678573608e-02,5.106363296508789062e-01,1.821684241294860840e-01
4.000000000000000000e+01,5.922586843371391296e-02,2.813521400094032288e-02,4.853654652833938599e-02,6.673566997051239014e-02,4.836614727973937988e-01,1.727655529975891113e-01
4.000000000000000000e+01,6.473563611507415771e-02,2.438156493008136749e-02,3.584732860326766968e-02,7.058402150869369507e-02,4.349279701709747314e-01,1.299872994422912598e-01
4.000000000000000000e+01,6.295646727085113525e-02,2.271215803921222687e-02,4.595308750867843628e-02,6.743189692497253418e-02,3.874041438102722168e-01,1.603671908378601074e-01
4.000000000000000000e+01,9.017705917358398438e-02,2.299562469124794006e-02,3.453043848276138306e-02,1.014016419649124146e-01,4.059777259826660156e-01,1.225680261850357056e-01
