Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,1.774173080921173096e-01,1.117124781012535095e-01,1.961700022220611572e-01,2.072310745716094971e-01,9.169347882270812988e-01,4.768822789192199707e-01
2.000000000000000000e+00,1.891043484210968018e-01,9.661196172237396240e-02,1.853529959917068481e-01,2.162102162837982178e-01,8.538101911544799805e-01,4.511011838912963867e-01
3.000000000000000000e+00,1.933378428220748901e-01,8.819612860679626465e-02,1.772115975618362427e-01,2.192045599222183228e-01,8.155254721641540527e-01,4.321753680706024170e-01
4.000000000000000000e+00,1.934209167957305908e-01,8.190865069627761841e-02,1.702075004577636719e-01,2.182798385620117188e-01,7.849668860435485840e-01,4.161411225795745850e-01
5.000000000000000000e+00,1.909400373697280884e-01,7.659369707107543945e-02,1.637980788946151733e-01,2.148026525974273682e-01,7.577025890350341797e-01,4.016519784927368164e-01
6.000000000000000000e+00,1.867555230855941772e-01,7.185514271259307861e-02,1.577309221029281616e-01,2.095876783132553101e-01,7.321072816848754883e-01,3.880989253520965576e-01
7.000000000000000000e+00,1.813936978578567505e-01,6.751595437526702881e-02,1.518704444169998169e-01,2.031627446413040161e-01,7.074914574623107910e-01,3.751673698425292969e-01
8.000000000000000000e+00,1.752064675092697144e-01,6.349301338195800781e-02,1.461463421583175659e-01,1.958966553211212158e-01,6.835500597953796387e-01,3.626792728900909424e-01
9.000000000000000000e+00,1.684546619653701782e-01,5.974890291690826416e-02,1.405246257781982422e-01,1.880611479282379150e-01,6.601517200469970703e-01,3.505319058895111084e-01
1.000000000000000000e+01,1.613342463970184326e-01,5.624813959002494812e-02,1.349886655807495117e-01,1.798633038997650146e-01,6.372500658035278320e-01,3.386623859405517578e-01
1.100000000000000000e+01,1.539970636367797852e-01,5.296897143125534058e-02,1.295310258865356445e-01,1.714640557765960693e-01,6.148366928100585938e-01,3.270314037799835205e-01
1.200000000000000000e+01,1.465618610382080078e-01,4.989536851644515991e-02,1.241507455706596375e-01,1.629894673824310303e-01,5.929197669029235840e-01,3.156142830848693848e-01
1.300000000000000000e+01,1.391219049692153931e-01,4.701402783393859863e-02,1.188506335020065308e-01,1.545384824275970459e-01,5.715130567550659180e-01,3.043952286243438721e-01
1.400000000000000000e+01,1.317492723464965820e-01,4.431119933724403381e-02,1.136360466480255127e-01,1.461884528398513794e-01,5.506289601325988770e-01,2.933647930622100830e-01
1.500000000000000000e+01,1.245006099343299866e-01,4.177467897534370422e-02,1.085131987929344177e-01,1.379990279674530029e-01,5.302771329879760742e-01,2.825160324573516846e-01
1.600000000000000000e+01,1.174182370305061340e-01,3.939286619424819946e-02,1.034888923168182373e-01,1.300156861543655396e-01,5.104637145996093750e-01,2.718460857868194580e-01
1.700000000000000000e+01,1.105337515473365784e-01,3.715474158525466919e-02,9.856995195150375366e-02,1.222726404666900635e-01,4.911914765834808350e-01,2.613524794578552246e-01
1.800000000000000000e+01,1.038717627525329590e-01,3.505101427435874939e-02,9.376291930675506592e-02,1.147945374250411987e-01,4.724600911140441895e-01,2.510352730751037598e-01
1.900000000000000000e+01,9.744887053966522217e-02,3.307578712701797485e-02,8.907363563776016235e-02,1.075985953211784363e-01,4.542680084705352783e-01,2.408955991268157959e-01
2.000000000000000000e+01,9.127463400363922119e-02,3.121860884130001068e-02,8.450729399919509888e-02,1.006961390376091003e-01,4.366116821765899658e-01,2.309344708919525146e-01
2.100000000000000000e+01,8.535832166671752930e-02,2.947117947041988373e-02,8.006855845451354980e-02,9.409350901842117310e-02,4.194876849651336670e-01,2.211543321609497070e-01
2.200000000000000000e+01,7.970264554023742676e-02,2.782639861106872559e-02,7.576163858175277710e-02,8.779331296682357788e-02,4.028919339179992676e-01,2.115585505962371826e-01
2.300000000000000000e+01,7.430852204561233521e-02,2.627694420516490936e-02,7.158889621496200562e-02,8.179519325494766235e-02,3.868216276168823242e-01,2.021503150463104248e-01
2.400000000000000000e+01,6.917548924684524536e-02,2.481610327959060669e-02,6.755317747592926025e-02,7.609651982784271240e-02,3.712741732597351074e-01,1.929334849119186401e-01
2.500000000000000000e+01,6.430064886808395386e-02,2.343719080090522766e-02,6.365577876567840576e-02,7.069272547960281372e-02,3.562481403350830078e-01,1.839126348495483398e-01
2.600000000000000000e+01,5.967891961336135864e-02,2.213758416473865509e-02,5.989808961749076843e-02,6.557816267013549805e-02,3.417430222034454346e-01,1.750920712947845459e-01
2.700000000000000000e+01,5.530408769845962524e-02,2.091153524816036224e-02,5.628066882491111755e-02,6.074596196413040161e-02,3.277599811553955078e-01,1.664769649505615234e-01
2.800000000000000000e+01,5.117058008909225464e-02,1.975315995514392853e-02,5.280409380793571472e-02,5.618865042924880981e-02,3.143008053302764893e-01,1.580718457698822021e-01
2.900000000000000000e+01,4.727199301123619080e-02,1.865925826132297516e-02,4.946785792708396912e-02,5.189834535121917725e-02,3.013685941696166992e-01,1.498821228742599487e-01
