# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,1.004844307899475098e+00,6.586510688066482544e-02,2.739625573158264160e-01,9.999200701713562012e-01,1.139617681503295898e+00,1.003844141960144043e+00
4.000000000000000000e+01,4.753685891628265381e-01,6.482958793640136719e-02,5.838637053966522217e-02,5.366713404655456543e-01,1.033805251121520996e+00,2.143251448869705200e-01
4.000000000000000000e+01,4.004435539245605469e-01,6.062088534235954285e-02,6.524402648210525513e-02,4.433249533176422119e-01,9.788340330123901367e-01,2.345591783523559570e-01
4.000000000000000000e+01,3.996496498584747314e-01,6.126606464385986328e-02,6.109051406383514404e-02,4.446172118186950684e-01,9.879707694053649902e-01,2.203801423311233521e-01
4.000000000000000000e+01,4.166723489761352539e-01,6.162881478667259216e-02,5.901037529110908508e-02,4.527898132801055908e-01,9.987027049064636230e-01,2.139219492673873901e-01
4.000000000000000000e+01,3.345560729503631592e-01,6.500732153654098511e-02,6.474342197179794312e-02,3.960078954696655273e-01,1.058092355728149414e+00,2.482104301452636719e-01
4.000000000000000000e+01,7.660963386297225952e-02,3.489897400140762329e-02,4.605291783809661865e-02,8.517919480800628662e-02,6.259862780570983887e-01,1.748647391796112061e-01
4.000000000000000000e+01,6.279386579990386963e-02,2.470208145678043365e-02,4.231822863221168518e-02,6.925681978464126587e-02,4.683210551738739014e-01,1.597110331058502197e-01
4.000000000000000000e+01,5.792893096804618835e-02,2.758126892149448395e-02,4.011211171746253967e-02,6.230578944087028503e-02,4.779726266860961914e-01,1.519490182399749756e-01
4.000000000000000000e+01,3.750121593475341797e-02,2.142121642827987671e-02,3.531396761536598206e-02,4.300915822386741638e-02,3.861904144287109375e-01,1.365260481834411621e-01
4.000000000000000000e+01,3.556989505887031555e-02,2.053998596966266632e-02,3.681259974837303162e-02,3.974542766809463501e-02,3.715463578701019287e-01,1.388813406229019165e-01
4.000000000000000000e+01,2.621226757764816284e-02,1.879298128187656403e-02,3.832595795392990112e-02,3.056235238909721375e-02,3.418741226196289062e-01,1.440368145704269409e-01
4.000000000000000000e+01,4.029983654618263245e-02,2.744768001139163971e-02,4.344255477190017700e-02,4.712173342704772949e-02,4.736325144767761230e-01,1.639459878206253052e-01
4.000000000000000000e+01,2.600780688226222992e-02,1.688130944967269897e-02,4.099454358220100403e-02,2.818975411355495453e-02,3.135613203048706055e-01,1.522400528192520142e-01
4.000000000000000000e+01,2.355800196528434753e-02,1.613148860633373260e-02,4.064001142978668213e-02,2.628766745328903198e-02,3.036063909530639648e-01,1.508416682481765747e-01
4.000000000000000000e+01,2.098180539906024933e-02,1.794309169054031372e-02,3.252830356359481812e-02,2.316625230014324188e-02,3.107908070087432861e-01,1.238564848899841309e-01
4.000000000000000000e+01,2.309586480259895325e-02,1.595131866633892059e-02,3.751664981245994568e-02,2.465205453336238861e-02,2.860212922096252441e-01,1.385758519172668457e-01
4.000000000000000000e+01,5.405974015593528748e-02,1.954886130988597870e-02,1.100330203771591187e-01,5.881671980023384094e-02,3.423530459403991699e-01,3.851414322853088379e-01
4.000000000000000000e+01,3.219193220138549805e-02,1.700567826628684998e-02,2.654501423239707947e-02,3.453517332673072815e-02,3.110232055187225342e-01,1.023256182670593262e-01
4.000000000000000000e+01,1.839613728225231171e-02,1.387668587267398834e-02,3.459696844220161438e-02,1.993908733129501343e-02,2.697075009346008301e-01,1.284974813461303711e-01
4.000000000000000000e+01,2.554441802203655243e-02,1.428125426173210144e-02,3.751447424292564392e-02,2.757617458701133728e-02,2.730486989021301270e-01,1.407970637083053589e-01
4.000000000000000000e+01,1.722693815827369690e-02,1.371306739747524261e-02,3.342936560511589050e-02,1.864062994718551636e-02,2.585999667644500732e-01,1.228540837764739990e-01
4.000000000000000000e+01,4.598887264728546143e-02,1.548920944333076477e-02,5.381597951054573059e-02,5.171355232596397400e-02,2.705823183059692383e-01,1.982704401016235352e-01
4.000000000000000000e+01,3.023722209036350250e-02,1.655990071594715118e-02,2.538414485752582550e-02,3.208336606621742249e-02,2.866826355457305908e-01,1.064371019601821899e-01
4.000000000000000000e+01,2.077283337712287903e-02,1.248860266059637070e-02,3.389826044440269470e-02,2.251369319856166840e-02,2.366849184036254883e-01,1.218833550810813904e-01
4.000000000000000000e+01,2.696305327117443085e-02,1.261588931083679199e-02,3.716465830802917480e-02,2.910970151424407959e-02,2.328981757164001465e-01,1.315015554428100586e-01
