Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,2.729073464870452881e-01,1.086647212505340576e-01,1.788962930440902710e-01,3.494930565357208252e-01,8.817131519317626953e-01,4.246582388877868652e-01
2.000000000000000000e+00,2.564962506294250488e-01,1.007433161139488220e-01,1.754713654518127441e-01,3.228712677955627441e-01,8.556714057922363281e-01,4.175274670124053955e-01
3.000000000000000000e+00,2.462558150291442871e-01,9.424716979265213013e-02,1.718837469816207886e-01,3.050574958324432373e-01,8.328968882560729980e-01,4.102654457092285156e-01
4.000000000000000000e+00,2.379609346389770508e-01,8.846129477024078369e-02,1.680985987186431885e-01,2.906393408775329590e-01,8.109871149063110352e-01,4.027092754840850830e-01
5.000000000000000000e+00,2.302332967519760132e-01,8.314616978168487549e-02,1.641157716512680054e-01,2.779097855091094971e-01,7.892689704895019531e-01,3.948342800140380859e-01
6.000000000000000000e+00,2.226945310831069946e-01,7.820238918066024780e-02,1.599467545747756958e-01,2.661370038986206055e-01,7.675241231918334961e-01,3.866506814956665039e-01
7.000000000000000000e+00,2.151581496000289917e-01,7.357592135667800903e-02,1.556089818477630615e-01,2.549672126770019531e-01,7.457063794136047363e-01,3.781825304031372070e-01
8.000000000000000000e+00,2.075624465942382812e-01,6.923619657754898071e-02,1.511213779449462891e-01,2.442236244678497314e-01,7.238463163375854492e-01,3.694568276405334473e-01
9.000000000000000000e+00,1.999228745698928833e-01,6.516544520854949951e-02,1.465041935443878174e-01,2.338203340768814087e-01,7.020051479339599609e-01,3.605034649372100830e-01
1.000000000000000000e+01,1.922950148582458496e-01,6.133998557925224304e-02,1.417783200740814209e-01,2.237204760313034058e-01,6.802545785903930664e-01,3.513501882553100586e-01
1.100000000000000000e+01,1.847129464149475098e-01,5.774382501840591431e-02,1.369684487581253052e-01,2.139133214950561523e-01,6.586639285087585449e-01,3.420227468013763428e-01
1.200000000000000000e+01,1.772059947252273560e-01,5.436385050415992737e-02,1.320931911468505859e-01,2.044013440608978271e-01,6.372939348220825195e-01,3.325435519218444824e-01
1.300000000000000000e+01,1.698116511106491089e-01,5.118734762072563171e-02,1.271717995405197144e-01,1.951932907104492188e-01,6.161956191062927246e-01,3.229336440563201904e-01
1.400000000000000000e+01,1.625638455152511597e-01,4.820146411657333374e-02,1.222225576639175415e-01,1.862995177507400513e-01,5.954084396362304688e-01,3.132112622261047363e-01
1.500000000000000000e+01,1.554890573024749756e-01,4.539110139012336731e-02,1.172637119889259338e-01,1.777299940586090088e-01,5.749614834785461426e-01,3.033921420574188232e-01
1.600000000000000000e+01,1.486228108406066895e-01,4.274645075201988220e-02,1.123134046792984009e-01,1.694927960634231567e-01,5.548749566078186035e-01,2.934907972812652588e-01
1.700000000000000000e+01,1.419810801744461060e-01,4.025774449110031128e-02,1.073839962482452393e-01,1.615938842296600342e-01,5.351622104644775391e-01,2.835201919078826904e-01
1.800000000000000000e+01,1.355733424425125122e-01,3.791161999106407166e-02,1.024874746799468994e-01,1.540369242429733276e-01,5.158296823501586914e-01,2.734920680522918701e-01
1.900000000000000000e+01,1.294156312942504883e-01,3.569758683443069458e-02,9.763552993535995483e-02,1.468234658241271973e-01,4.968802332878112793e-01,2.634179890155792236e-01
2.000000000000000000e+01,1.235048696398735046e-01,3.360743448138237000e-02,9.284052997827529907e-02,1.399531960487365723e-01,4.783134758472442627e-01,2.533080279827117920e-01
2.100000000000000000e+01,1.178448945283889771e-01,3.163154795765876770e-02,8.811060339212417603e-02,1.334241032600402832e-01,4.601266682147979736e-01,2.431721985340118408e-01
2.200000000000000000e+01,1.124390661716461182e-01,2.976417914032936096e-02,8.345308899879455566e-02,1.272329539060592651e-01,4.423158168792724609e-01,2.330208420753479004e-01
2.300000000000000000e+01,1.072999238967895508e-01,2.800401858985424042e-02,7.887665927410125732e-02,1.213753595948219299e-01,4.248769283294677734e-01,2.228635698556900024e-01
2.400000000000000000e+01,1.024275273084640503e-01,2.635002508759498596e-02,7.438629865646362305e-02,1.158461123704910278e-01,4.078055620193481445e-01,2.127099186182022095e-01
2.500000000000000000e+01,9.782510250806808472e-02,2.478444576263427734e-02,6.998696923255920410e-02,1.106394007802009583e-01,3.910975754261016846e-01,2.025704085826873779e-01
2.600000000000000000e+01,9.350229054689407349e-02,2.329783700406551361e-02,6.568468362092971802e-02,1.057486608624458313e-01,3.747501671314239502e-01,1.924551129341125488e-01
2.700000000000000000e+01,8.944643288850784302e-02,2.188528701663017273e-02,6.148073077201843262e-02,1.011671051383018494e-01,3.587610125541687012e-01,1.823748350143432617e-01
2.800000000000000000e+01,8.564958721399307251e-02,2.053998783230781555e-02,5.737989395856857300e-02,9.688732773065567017e-02,3.431295156478881836e-01,1.723407059907913208e-01
2.900000000000000000e+01,8.209919184446334839e-02,1.925824210047721863e-02,5.338444188237190247e-02,9.290159493684768677e-02,3.278560638427734375e-01,1.623646914958953857e-01
3.000000000000000000e+01,7.879649847745895386e-02,1.803769543766975403e-02,4.949739202857017517e-02,8.920177072286605835e-02,3.129428923130035400e-01,1.524595171213150024e-01
3.100000000000000000e+01,7.572575658559799194e-02,1.687551289796829224e-02,4.571939259767532349e-02,8.577927201986312866e-02,2.983937859535217285e-01,1.426388770341873169e-01
3.200000000000000000e+01,7.288036495447158813e-02,1.576929911971092224e-02,4.205358028411865234e-02,8.262491971254348755e-02,2.842147052288055420e-01,1.329179704189300537e-01
3.300000000000000000e+01,7.026255130767822266e-02,1.471867412328720093e-02,3.850067034363746643e-02,7.972907274961471558e-02,2.704129815101623535e-01,1.233139857649803162e-01
3.400000000000000000e+01,6.786562502384185791e-02,1.372479554265737534e-02,3.506234288215637207e-02,7.708142697811126709e-02,2.569985091686248779e-01,1.138458326458930969e-01
3.500000000000000000e+01,6.568906456232070923e-02,1.279057189822196960e-02,3.173951059579849243e-02,7.467120885848999023e-02,2.439833432435989380e-01,1.045361012220382690e-01
3.600000000000000000e+01,6.373489648103713989e-02,1.191117241978645325e-02,2.853310480713844299e-02,7.248684018850326538e-02,2.313817739486694336e-01,9.541185945272445679e-02
3.700000000000000000e+01,6.197839975357055664e-02,1.108772493898868561e-02,2.544403821229934692e-02,7.051615417003631592e-02,2.192111015319824219e-01,8.650614321231842041e-02
3.800000000000000000e+01,6.039815023541450500e-02,1.032399665564298630e-02,2.247352339327335358e-02,6.874650716781616211e-02,2.074911743402481079e-01,7.786127924919128418e-02
3.900000000000000000e+01,5.899148434400558472e-02,9.631279855966567993e-03,1.962254941463470459e-02,6.716460734605789185e-02,1.962448656558990479e-01,6.953307241201400757e-02
4.000000000000000000e+01,5.774566158652305603e-02,9.008252061903476715e-03,1.689356006681919098e-02,6.575699150562286377e-02,1.854984313249588013e-01,6.159755960106849670e-02
4.100000000000000000e+01,5.666350200772285461e-02,8.445252664387226105e-03,1.435337867587804794e-02,6.450965255498886108e-02,1.752811223268508911e-01,5.416225641965866089e-02
4.200000000000000000e+01,5.572919920086860657e-02,7.936269044876098633e-03,1.208474766463041306e-02,6.340873241424560547e-02,1.656260639429092407e-01,4.738138988614082336e-02
4.300000000000000000e+01,5.494998767971992493e-02,7.477656472474336624e-03,1.012947969138622284e-02,6.244028359651565552e-02,1.565687805414199829e-01,4.147646576166152954e-02
4.400000000000000000e+01,5.436123162508010864e-02,7.069655694067478180e-03,8.532510139048099518e-03,6.159049272537231445e-02,1.481478959321975708e-01,3.675053268671035767e-02
4.500000000000000000e+01,5.400189757347106934e-02,6.713906303048133850e-03,7.384510710835456848e-03,6.084602698683738708e-02,1.404035836458206177e-01,3.356403484940528870e-02
4.600000000000000000e+01,5.395932495594024658e-02,6.409909110516309738e-03,6.747602950781583786e-03,6.019414961338043213e-02,1.333765387535095215e-01,3.222272172570228577e-02
4.700000000000000000e+01,5.403465405106544495e-02,6.151159293949604034e-03,6.730557419359683990e-03,5.962248891592025757e-02,1.271051317453384399e-01,3.279740735888481140e-02
4.800000000000000000e+01,5.413699895143508911e-02,5.932191386818885803e-03,7.189521566033363342e-03,5.911948159337043762e-02,1.216235160827636719e-01,3.504415228962898254e-02
4.900000000000000000e+01,5.424171313643455505e-02,5.750202573835849762e-03,7.996347732841968536e-03,5.867445841431617737e-02,1.169575825333595276e-01,3.853255882859230042e-02
5.000000000000000000e+01,5.433641374111175537e-02,5.601096898317337036e-03,9.009329602122306824e-03,5.827752128243446350e-02,1.131217703223228455e-01,4.283317923545837402e-02
5.100000000000000000e+01,5.441412329673767090e-02,5.481914617121219635e-03,1.015756651759147644e-02,5.791966617107391357e-02,1.101153492927551270e-01,4.761064425110816956e-02
5.200000000000000000e+01,5.446627736091613770e-02,5.389068741351366043e-03,1.140360906720161438e-02,5.759276077151298523e-02,1.079203635454177856e-01,5.263012647628784180e-02
5.300000000000000000e+01,5.449015647172927856e-02,5.319987423717975616e-03,1.269477047026157379e-02,5.728951469063758850e-02,1.065004765987396240e-01,5.773314461112022400e-02
5.400000000000000000e+01,5.448233708739280701e-02,5.272007547318935394e-03,1.398566458374261856e-02,5.700366571545600891e-02,1.058025136590003967e-01,6.281287968158721924e-02
5.500000000000000000e+01,5.444276705384254456e-02,5.241794511675834656e-03,1.523306127637624741e-02,5.672964453697204590e-02,1.057588309049606323e-01,6.779655814170837402e-02
5.600000000000000000e+01,5.437237396836280823e-02,5.227535963058471680e-03,1.639580167829990387e-02,5.646284297108650208e-02,1.062917187809944153e-01,7.263347506523132324e-02
5.700000000000000000e+01,5.427191779017448425e-02,5.225917324423789978e-03,1.746481843292713165e-02,5.619915947318077087e-02,1.073180288076400757e-01,7.728695869445800781e-02
5.800000000000000000e+01,5.414257198572158813e-02,5.235622171312570572e-03,1.844251155853271484e-02,5.593547970056533813e-02,1.087537407875061035e-01,8.173179626464843750e-02
5.900000000000000000e+01,5.398533865809440613e-02,5.253929644823074341e-03,1.933125033974647522e-02,5.566919222474098206e-02,1.105175390839576721e-01,8.594912290573120117e-02
6.000000000000000000e+01,5.380140244960784912e-02,5.279740318655967712e-03,2.013372443616390228e-02,5.539831146597862244e-02,1.125337332487106323e-01,8.992596715688705444e-02
6.100000000000000000e+01,5.359201133251190186e-02,5.310739390552043915e-03,2.085266821086406708e-02,5.512137711048126221e-02,1.147336065769195557e-01,9.365343302488327026e-02
6.200000000000000000e+01,5.335847288370132446e-02,5.344647448509931564e-03,2.149098180234432220e-02,5.483743920922279358e-02,1.170568987727165222e-01,9.712573885917663574e-02
6.300000000000000000e+01,5.310218036174774170e-02,5.380697548389434814e-03,2.205170877277851105e-02,5.454602092504501343e-02,1.194512099027633667e-01,1.003398969769477844e-01
6.400000000000000000e+01,5.282456055283546448e-02,5.417012143880128860e-03,2.253804914653301239e-02,5.424690619111061096e-02,1.218722984194755554e-01,1.032954528927803040e-01
6.500000000000000000e+01,5.252726376056671143e-02,5.451950244605541229e-03,2.295327372848987579e-02,5.394038185477256775e-02,1.242830902338027954e-01,1.059934273362159729e-01
6.600000000000000000e+01,5.221194401383399963e-02,5.485291127115488052e-03,2.330080606043338776e-02,5.362682417035102844e-02,1.266539245843887329e-01,1.084372624754905701e-01
6.700000000000000000e+01,5.187996104359626770e-02,5.515799857676029205e-03,2.358403615653514862e-02,5.330691486597061157e-02,1.289601922035217285e-01,1.106311231851577759e-01
6.800000000000000000e+01,5.153235420584678650e-02,5.542259663343429565e-03,2.380655519664287567e-02,5.298159271478652954e-02,1.311836838722229004e-01,1.125811114907264709e-01
6.900000000000000000e+01,5.117062106728553772e-02,5.563599988818168640e-03,2.397191710770130157e-02,5.265183746814727783e-02,1.333100497722625732e-01,1.142941415309906006e-01
7.000000000000000000e+01,5.079636350274085999e-02,5.579059012234210968e-03,2.408372797071933746e-02,5.231881141662597656e-02,1.353293359279632568e-01,1.157784387469291687e-01
7.100000000000000000e+01,5.041120573878288269e-02,5.588992498815059662e-03,2.414552867412567139e-02,5.198366194963455200e-02,1.372346431016921997e-01,1.170426234602928162e-01
7.200000000000000000e+01,5.001679062843322754e-02,5.593701265752315521e-03,2.416101470589637756e-02,5.164768546819686890e-02,1.390230059623718262e-01,1.180970221757888794e-01
7.300000000000000000e+01,4.961449652910232544e-02,5.592477507889270782e-03,2.413370274007320404e-02,5.131201446056365967e-02,1.406928896903991699e-01,1.189518794417381287e-01
7.400000000000000000e+01,4.920594021677970886e-02,5.584745667874813080e-03,2.406713552772998810e-02,5.097796395421028137e-02,1.422456651926040649e-01,1.196181327104568481e-01
7.500000000000000000e+01,4.879245534539222717e-02,5.571376532316207886e-03,2.396478131413459778e-02,5.064671859145164490e-02,1.436843425035476685e-01,1.201073676347732544e-01
7.600000000000000000e+01,4.837550595402717590e-02,5.552644375711679459e-03,2.383002825081348419e-02,5.031938105821609497e-02,1.450133323669433594e-01,1.204313784837722778e-01
7.700000000000000000e+01,4.795650765299797058e-02,5.528087727725505829e-03,2.366611734032630920e-02,4.999703168869018555e-02,1.462381482124328613e-01,1.206018701195716858e-01
7.800000000000000000e+01,4.753728955984115601e-02,5.498586222529411316e-03,2.347625978291034698e-02,4.968070983886718750e-02,1.473653912544250488e-01,1.206311658024787903e-01
7.900000000000000000e+01,4.711927846074104309e-02,5.465114023536443710e-03,2.326363325119018555e-02,4.937126114964485168e-02,1.484028398990631104e-01,1.205316856503486633e-01
8.000000000000000000e+01,4.670439288020133972e-02,5.429272539913654327e-03,2.303107641637325287e-02,4.906953871250152588e-02,1.493577957153320312e-01,1.203155294060707092e-01
8.100000000000000000e+01,4.629228636622428894e-02,5.391281098127365112e-03,2.278139255940914154e-02,4.877617210149765015e-02,1.502389907836914062e-01,1.199940145015716553e-01
8.200000000000000000e+01,4.588428884744644165e-02,5.350535735487937927e-03,2.251742593944072723e-02,4.849187284708023071e-02,1.510548442602157593e-01,1.195801049470901489e-01
8.300000000000000000e+01,4.548217356204986572e-02,5.307443439960479736e-03,2.224161662161350250e-02,4.821709170937538147e-02,1.518139392137527466e-01,1.190849244594573975e-01
8.400000000000000000e+01,4.508714750409126282e-02,5.262447055429220200e-03,2.195633761584758759e-02,4.795224219560623169e-02,1.525245308876037598e-01,1.185193955898284912e-01
8.500000000000000000e+01,4.470037296414375305e-02,5.216127727180719376e-03,2.166385203599929810e-02,4.769767075777053833e-02,1.531950682401657104e-01,1.178947314620018005e-01
8.600000000000000000e+01,4.432316124439239502e-02,5.168428178876638412e-03,2.136632427573204041e-02,4.745355993509292603e-02,1.538336873054504395e-01,1.172215342521667480e-01
8.700000000000000000e+01,4.395857080817222595e-02,5.119806621223688126e-03,2.106560766696929932e-02,4.722005873918533325e-02,1.544480770826339722e-01,1.165095642209053040e-01
8.800000000000000000e+01,4.360605403780937195e-02,5.071227438747882843e-03,2.076361142098903656e-02,4.699723795056343079e-02,1.550453007221221924e-01,1.157686710357666016e-01
8.900000000000000000e+01,4.326598346233367920e-02,5.022935569286346436e-03,2.046194113790988922e-02,4.678513854742050171e-02,1.556328535079956055e-01,1.150078997015953064e-01
9.000000000000000000e+01,4.294156283140182495e-02,4.975367803126573563e-03,2.016215398907661438e-02,4.658361151814460754e-02,1.562163829803466797e-01,1.142357960343360901e-01
9.100000000000000000e+01,4.263447225093841553e-02,4.928684327751398087e-03,1.986563019454479218e-02,4.639254137873649597e-02,1.568021625280380249e-01,1.134608164429664612e-01
9.200000000000000000e+01,4.234390705823898315e-02,4.883113317191600800e-03,1.957363449037075043e-02,4.621180146932601929e-02,1.573953330516815186e-01,1.126900762319564819e-01
9.300000000000000000e+01,4.207007586956024170e-02,4.838302265852689743e-03,1.928727887570858002e-02,4.604108259081840515e-02,1.580005288124084473e-01,1.119306161999702454e-01
9.400000000000000000e+01,4.181591048836708069e-02,4.794887732714414597e-03,1.900757476687431335e-02,4.588021337985992432e-02,1.586218327283859253e-01,1.111890152096748352e-01
9.500000000000000000e+01,4.158075898885726929e-02,4.752917215228080750e-03,1.873548887670040131e-02,4.572884365916252136e-02,1.592632979154586792e-01,1.104717627167701721e-01
9.600000000000000000e+01,4.136615991592407227e-02,4.712530411779880524e-03,1.847171969711780548e-02,4.558666050434112549e-02,1.599275916814804077e-01,1.097836047410964966e-01
9.700000000000000000e+01,4.116996005177497864e-02,4.673903342336416245e-03,1.821704953908920288e-02,4.545333236455917358e-02,1.606176197528839111e-01,1.091301590204238892e-01
9.800000000000000000e+01,4.099307209253311157e-02,4.637051839381456375e-03,1.797197572886943817e-02,4.532850906252861023e-02,1.613352298736572266e-01,1.085153669118881226e-01
9.900000000000000000e+01,4.083109647035598755e-02,4.601940512657165527e-03,1.773709803819656372e-02,4.521179944276809692e-02,1.620823144912719727e-01,1.079438477754592896e-01
1.000000000000000000e+02,4.068392142653465271e-02,4.568840377032756805e-03,1.751280575990676880e-02,4.510286077857017517e-02,1.628599911928176880e-01,1.074191406369209290e-01
1.010000000000000000e+02,4.055194556713104248e-02,4.538182634860277176e-03,1.729947887361049652e-02,4.500133171677589417e-02,1.636693477630615234e-01,1.069446355104446411e-01
1.020000000000000000e+02,4.043561592698097229e-02,4.509652499109506607e-03,1.709734089672565460e-02,4.490685090422630310e-02,1.645104736089706421e-01,1.065227985382080078e-01
1.030000000000000000e+02,4.033304005861282349e-02,4.482896998524665833e-03,1.690663397312164307e-02,4.481903091073036194e-02,1.653838604688644409e-01,1.061563566327095032e-01
1.040000000000000000e+02,4.024467617273330688e-02,4.457962699234485626e-03,1.672749035060405731e-02,4.473749548196792603e-02,1.662894040346145630e-01,1.058471873402595520e-01
