# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,8.917678594589233398e-01,8.576864004135131836e-02,4.159899353981018066e-01,9.081878662109375000e-01,1.433652520179748535e+00,1.445393323898315430e+00
4.000000000000000000e+01,4.476533830165863037e-01,6.250251829624176025e-02,4.604722186923027039e-02,4.816293120384216309e-01,9.959656596183776855e-01,1.797725409269332886e-01
4.000000000000000000e+01,9.336305409669876099e-02,4.157260060310363770e-02,7.139384746551513672e-02,1.057698503136634827e-01,7.405732870101928711e-01,2.780939638614654541e-01
4.000000000000000000e+01,6.933542340993881226e-02,3.322622552514076233e-02,3.212352469563484192e-02,7.504398375749588013e-02,5.640866756439208984e-01,1.384072601795196533e-01
4.000000000000000000e+01,5.359494686126708984e-02,1.810519024729728699e-02,3.901931643486022949e-02,6.320251524448394775e-02,3.260208070278167725e-01,1.431272774934768677e-01
4.000000000000000000e+01,7.383174449205398560e-02,3.755031898617744446e-02,5.787582322955131531e-02,8.834076672792434692e-02,6.408989429473876953e-01,2.303314059972763062e-01
4.000000000000000000e+01,2.991398982703685760e-02,2.027022466063499451e-02,2.827250398695468903e-02,3.479430824518203735e-02,3.711424469947814941e-01,1.039355099201202393e-01
4.000000000000000000e+01,2.942364849150180817e-02,1.731839776039123535e-02,2.796872891485691071e-02,3.228620439767837524e-02,3.056021630764007568e-01,1.026858836412429810e-01
4.000000000000000000e+01,2.458918280899524689e-02,1.486646104604005814e-02,2.433277666568756104e-02,2.854119054973125458e-02,2.841995954513549805e-01,8.995976299047470093e-02
4.000000000000000000e+01,1.862035505473613739e-02,1.318222470581531525e-02,2.371786534786224365e-02,2.131476067006587982e-02,2.442648261785507202e-01,8.791199326515197754e-02
4.000000000000000000e+01,1.863053813576698303e-02,1.227532699704170227e-02,2.564225718379020691e-02,2.085151150822639465e-02,2.325947731733322144e-01,9.297320991754531860e-02
4.000000000000000000e+01,1.640482433140277863e-02,1.201214920729398727e-02,2.048555016517639160e-02,1.884275674819946289e-02,2.268691956996917725e-01,7.593170553445816040e-02
4.000000000000000000e+01,3.197042271494865417e-02,1.344441995024681091e-02,2.482654713094234467e-02,3.764485567808151245e-02,2.506010532379150391e-01,8.977960795164108276e-02
4.000000000000000000e+01,3.059802018105983734e-02,1.149456761777400970e-02,2.435767278075218201e-02,3.370856121182441711e-02,2.093249559402465820e-01,8.874688297510147095e-02
4.000000000000000000e+01,1.334335934370756149e-02,1.067691389471292496e-02,1.604387350380420685e-02,1.590760424733161926e-02,1.922582387924194336e-01,6.028091162443161011e-02
4.000000000000000000e+01,3.393462300300598145e-02,1.888309605419635773e-02,3.209380060434341431e-02,3.960907086730003357e-02,3.183904588222503662e-01,1.122074574232101440e-01
4.000000000000000000e+01,3.819360956549644470e-02,1.308840326964855194e-02,2.479310519993305206e-02,4.271317273378372192e-02,2.365588545799255371e-01,8.833630383014678955e-02
4.000000000000000000e+01,1.651894301176071167e-02,1.022676005959510803e-02,1.953030563890933990e-02,1.849708706140518188e-02,1.916864067316055298e-01,7.161213457584381104e-02
4.000000000000000000e+01,4.126311466097831726e-02,1.145882904529571533e-02,1.907824911177158356e-02,4.607510566711425781e-02,2.027624100446701050e-01,6.882838159799575806e-02
4.000000000000000000e+01,1.328858826309442520e-02,8.931756019592285156e-03,1.538261119276285172e-02,1.583128236234188080e-02,1.672593802213668823e-01,5.679120123386383057e-02
4.000000000000000000e+01,1.908290386199951172e-02,9.451847523450851440e-03,9.869345463812351227e-03,2.068725600838661194e-02,1.615993976593017578e-01,3.730985149741172791e-02
4.000000000000000000e+01,1.621701009571552277e-02,8.154991082847118378e-03,1.133300177752971649e-02,1.780322939157485962e-02,1.515932381153106689e-01,4.204226285219192505e-02
4.000000000000000000e+01,3.793947026133537292e-02,8.896437473595142365e-03,1.790105737745761871e-02,4.282889142632484436e-02,1.693645417690277100e-01,6.894123554229736328e-02
4.000000000000000000e+01,2.079665474593639374e-02,9.344523772597312927e-03,2.124699763953685760e-02,2.341897971928119659e-02,1.663114279508590698e-01,7.978198677301406860e-02
4.000000000000000000e+01,1.731722615659236908e-02,9.007827378809452057e-03,1.765164732933044434e-02,2.028816007077693939e-02,1.791783124208450317e-01,6.323768943548202515e-02
4.000000000000000000e+01,3.347523510456085205e-02,1.133210211992263794e-02,7.257251068949699402e-03,3.724447265267372131e-02,2.024338841438293457e-01,2.902396023273468018e-02
