Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,2.369919717311859131e-01,8.357807248830795288e-02,1.668252944946289062e-01,2.753839194774627686e-01,8.002869486808776855e-01,4.083220958709716797e-01
2.000000000000000000e+00,2.203127145767211914e-01,7.912227511405944824e-02,1.584192961454391479e-01,2.528488636016845703e-01,7.708591818809509277e-01,3.896895945072174072e-01
3.000000000000000000e+00,2.082863599061965942e-01,7.491114735603332520e-02,1.523271054029464722e-01,2.372478246688842773e-01,7.454056739807128906e-01,3.758303523063659668e-01
4.000000000000000000e+00,1.978009641170501709e-01,7.080581784248352051e-02,1.471002250909805298e-01,2.240985333919525146e-01,7.211372256278991699e-01,3.638110756874084473e-01
5.000000000000000000e+00,1.880256086587905884e-01,6.680419296026229858e-02,1.422735601663589478e-01,2.120917737483978271e-01,6.972862482070922852e-01,3.526995182037353516e-01
6.000000000000000000e+00,1.785858571529388428e-01,6.292709708213806152e-02,1.376465409994125366e-01,2.007253617048263550e-01,6.736166477203369141e-01,3.420987129211425781e-01
7.000000000000000000e+00,1.693557947874069214e-01,5.919776484370231628e-02,1.331216245889663696e-01,1.897898912429809570e-01,6.500875353813171387e-01,3.318177759647369385e-01
8.000000000000000000e+00,1.603046506643295288e-01,5.563446134328842163e-02,1.286511272192001343e-01,1.792020648717880249e-01,6.267390251159667969e-01,3.217579722404479980e-01
9.000000000000000000e+00,1.514625996351242065e-01,5.225086212158203125e-02,1.242102086544036865e-01,1.689369678497314453e-01,6.036413311958312988e-01,3.118692040443420410e-01
1.000000000000000000e+01,1.428387910127639771e-01,4.905438795685768127e-02,1.197887435555458069e-01,1.589967012405395508e-01,5.808722376823425293e-01,3.021252453327178955e-01
1.100000000000000000e+01,1.344587951898574829e-01,4.604958742856979370e-02,1.153857409954071045e-01,1.493947505950927734e-01,5.585036873817443848e-01,2.925133407115936279e-01
1.200000000000000000e+01,1.263613253831863403e-01,4.323798790574073792e-02,1.110053211450576782e-01,1.401477307081222534e-01,5.365971326828002930e-01,2.830277383327484131e-01
1.300000000000000000e+01,1.185770854353904724e-01,4.062169417738914490e-02,1.066547855734825134e-01,1.312709748744964600e-01,5.152017474174499512e-01,2.736669778823852539e-01
1.400000000000000000e+01,1.111060455441474915e-01,3.820741549134254456e-02,1.023428812623023987e-01,1.227769553661346436e-01,4.943538606166839600e-01,2.644318342208862305e-01
1.500000000000000000e+01,1.039742305874824524e-01,3.601080179214477539e-02,9.807877242565155029e-02,1.146739721298217773e-01,4.740791916847229004e-01,2.553232908248901367e-01
1.600000000000000000e+01,9.718976169824600220e-02,3.398432210087776184e-02,9.387182444334030151e-02,1.069664210081100464e-01,4.543940424919128418e-01,2.463439851999282837e-01
1.700000000000000000e+01,9.074306488037109375e-02,3.206986188888549805e-02,8.973101526498794556e-02,9.965508431196212769e-02,4.353072047233581543e-01,2.374960482120513916e-01
1.800000000000000000e+01,8.462936431169509888e-02,3.025911934673786163e-02,8.566457778215408325e-02,9.273739159107208252e-02,4.168218076229095459e-01,2.287824898958206177e-01
1.900000000000000000e+01,7.886540889739990234e-02,2.854708954691886902e-02,8.168061077594757080e-02,8.620821684598922729e-02,3.989374637603759766e-01,2.202065587043762207e-01
2.000000000000000000e+01,7.343617826700210571e-02,2.692855149507522583e-02,7.778539508581161499e-02,8.006028831005096436e-02,3.816504180431365967e-01,2.117710709571838379e-01
2.100000000000000000e+01,6.832985579967498779e-02,2.540138550102710724e-02,7.398451119661331177e-02,7.428460568189620972e-02,3.649556040763854980e-01,2.034793794155120850e-01
2.200000000000000000e+01,6.355081498622894287e-02,2.396272122859954834e-02,7.028266787528991699e-02,6.887105107307434082e-02,3.488470017910003662e-01,1.953355669975280762e-01
2.300000000000000000e+01,5.907701328396797180e-02,2.260777167975902557e-02,6.668386608362197876e-02,6.380871683359146118e-02,3.333186209201812744e-01,1.873429715633392334e-01
2.400000000000000000e+01,5.490325763821601868e-02,2.132987231016159058e-02,6.319124996662139893e-02,5.908623710274696350e-02,3.183647692203521729e-01,1.795053780078887939e-01
2.500000000000000000e+01,5.101687088608741760e-02,2.012451738119125366e-02,5.980713665485382080e-02,5.469185113906860352e-02,3.039802610874176025e-01,1.718270182609558105e-01
2.600000000000000000e+01,4.740606248378753662e-02,1.898933202028274536e-02,5.653329566121101379e-02,5.061399191617965698e-02,2.901608347892761230e-01,1.643118560314178467e-01
2.700000000000000000e+01,4.405859857797622681e-02,1.792295090854167938e-02,5.337104573845863342e-02,4.684110358357429504e-02,2.769032120704650879e-01,1.569641530513763428e-01
2.800000000000000000e+01,4.096138849854469299e-02,1.692392304539680481e-02,5.032080784440040588e-02,4.336195066571235657e-02,2.642053067684173584e-01,1.497878283262252808e-01
2.900000000000000000e+01,3.810266777873039246e-02,1.598861627280712128e-02,4.738294705748558044e-02,4.016558825969696045e-02,2.520660459995269775e-01,1.427871733903884888e-01
3.000000000000000000e+01,3.547435253858566284e-02,1.511116605252027512e-02,4.455698281526565552e-02,3.724141046404838562e-02,2.404855638742446899e-01,1.359664052724838257e-01
3.100000000000000000e+01,3.306899592280387878e-02,1.428937260061502457e-02,4.184208065271377563e-02,3.457896783947944641e-02,2.294646352529525757e-01,1.293297111988067627e-01
3.200000000000000000e+01,3.086788021028041840e-02,1.352227758616209030e-02,3.923719748854637146e-02,3.216823562979698181e-02,2.190051674842834473e-01,1.228810772299766541e-01
3.300000000000000000e+01,2.885534614324569702e-02,1.280869450420141220e-02,3.674087673425674438e-02,2.999904192984104156e-02,2.091097384691238403e-01,1.166246756911277771e-01
3.400000000000000000e+01,2.702521719038486481e-02,1.214733906090259552e-02,3.435147553682327271e-02,2.806122601032257080e-02,1.997811794281005859e-01,1.105644777417182922e-01
3.500000000000000000e+01,2.537123858928680420e-02,1.153107546269893646e-02,3.206697106361389160e-02,2.634418196976184845e-02,1.910227239131927490e-01,1.047044619917869568e-01
3.600000000000000000e+01,2.387096919119358063e-02,1.095746830105781555e-02,2.988535538315773010e-02,2.483679540455341339e-02,1.828371584415435791e-01,9.904889762401580811e-02
3.700000000000000000e+01,2.252505719661712646e-02,1.042544282972812653e-02,2.780439518392086029e-02,2.352721989154815674e-02,1.752270609140396118e-01,9.360137581825256348e-02
3.800000000000000000e+01,2.132136002182960510e-02,9.935739450156688690e-03,2.582182362675666809e-02,2.240260131657123566e-02,1.681935191154479980e-01,8.836625516414642334e-02
3.900000000000000000e+01,2.024014107882976532e-02,9.482334367930889130e-03,2.393510378897190094e-02,2.144933678209781647e-02,1.617361903190612793e-01,8.334749191999435425e-02
4.000000000000000000e+01,1.928880065679550171e-02,9.062073193490505219e-03,2.214161492884159088e-02,2.065277472138404846e-02,1.558527946472167969e-01,7.854915410280227661e-02
4.100000000000000000e+01,1.845114678144454956e-02,8.674189448356628418e-03,2.043867856264114380e-02,1.999767310917377472e-02,1.505379676818847656e-01,7.397541403770446777e-02
4.200000000000000000e+01,1.772049814462661743e-02,8.318917825818061829e-03,1.882365718483924866e-02,1.946835778653621674e-02,1.457838416099548340e-01,6.963071227073669434e-02
4.300000000000000000e+01,1.709036342799663544e-02,7.991367019712924957e-03,1.729385368525981903e-02,1.904936134815216064e-02,1.415781825780868530e-01,6.551928073167800903e-02
4.400000000000000000e+01,1.654976420104503632e-02,7.688870187848806381e-03,1.584647037088871002e-02,1.872537285089492798e-02,1.379052400588989258e-01,6.164562702178955078e-02
4.500000000000000000e+01,1.609007827937602997e-02,7.411463186144828796e-03,1.447865646332502365e-02,1.848199777305126190e-02,1.347449570894241333e-01,5.801423266530036926e-02
4.600000000000000000e+01,1.569541171193122864e-02,7.158382330089807510e-03,1.318753045052289963e-02,1.830592378973960876e-02,1.320735216140747070e-01,5.462926253676414490e-02
4.700000000000000000e+01,1.536430511623620987e-02,6.926714908331632614e-03,1.199033856391906738e-02,1.818502694368362427e-02,1.298633217811584473e-01,5.149517208337783813e-02
4.800000000000000000e+01,1.512053329497575760e-02,6.714983377605676651e-03,1.094357762485742569e-02,1.810860820114612579e-02,1.280837804079055786e-01,4.861529171466827393e-02
4.900000000000000000e+01,1.496734470129013062e-02,6.523888558149337769e-03,1.005067490041255951e-02,1.806735806167125702e-02,1.267012506723403931e-01,4.599250480532646179e-02
5.000000000000000000e+01,1.488364115357398987e-02,6.353397388011217117e-03,9.290871210396289825e-03,1.805326715111732483e-02,1.256804913282394409e-01,4.362824559211730957e-02
5.100000000000000000e+01,1.485453918576240540e-02,6.207646336406469345e-03,8.636654354631900787e-03,1.805963553488254547e-02,1.249856427311897278e-01,4.152264446020126343e-02
5.200000000000000000e+01,1.486722752451896667e-02,6.090831942856311798e-03,8.069766685366630554e-03,1.808081194758415222e-02,1.245803907513618469e-01,3.967326879501342773e-02
5.300000000000000000e+01,1.490203570574522018e-02,5.992176942527294159e-03,7.576667703688144684e-03,1.811230182647705078e-02,1.244289651513099670e-01,3.807520493865013123e-02
5.400000000000000000e+01,1.494992058724164963e-02,5.908466875553131104e-03,7.168222684413194656e-03,1.815029792487621307e-02,1.244970709085464478e-01,3.672036528587341309e-02
5.500000000000000000e+01,1.500516850501298904e-02,5.840332247316837311e-03,6.858328823000192642e-03,1.819189451634883881e-02,1.247517764568328857e-01,3.559757769107818604e-02
5.600000000000000000e+01,1.506341248750686646e-02,5.789441056549549103e-03,6.668986286967992783e-03,1.823466271162033081e-02,1.251627355813980103e-01,3.469236567616462708e-02
5.700000000000000000e+01,1.512212213128805161e-02,5.755336955189704895e-03,6.564078386873006821e-03,1.827687770128250122e-02,1.257016956806182861e-01,3.398755192756652832e-02
5.800000000000000000e+01,1.517913863062858582e-02,5.732486490160226822e-03,6.511392071843147278e-03,1.831708848476409912e-02,1.263428777456283569e-01,3.346346318721771240e-02
5.900000000000000000e+01,1.523280981928110123e-02,5.715490784496068954e-03,6.493188440799713135e-03,1.835425384342670441e-02,1.270635128021240234e-01,3.309902176260948181e-02
6.000000000000000000e+01,1.528269797563552856e-02,5.702157504856586456e-03,6.497210822999477386e-03,1.838768646121025085e-02,1.278422176837921143e-01,3.287233039736747742e-02
6.100000000000000000e+01,1.532800775021314621e-02,5.690343212336301804e-03,6.513537373393774033e-03,1.841677352786064148e-02,1.286619901657104492e-01,3.276181593537330627e-02
6.200000000000000000e+01,1.536906324326992035e-02,5.678730085492134094e-03,6.535265129059553146e-03,1.844126358628273010e-02,1.295058578252792358e-01,3.274649754166603088e-02
6.300000000000000000e+01,1.540511008352041245e-02,5.667564459145069122e-03,6.558155175298452377e-03,1.846085302531719208e-02,1.303608715534210205e-01,3.280675783753395081e-02
6.400000000000000000e+01,1.543598342686891556e-02,5.655085202306509018e-03,6.579763721674680710e-03,1.847556605935096741e-02,1.312144398689270020e-01,3.292493894696235657e-02
6.500000000000000000e+01,1.546164508908987045e-02,5.641733296215534210e-03,6.598280277103185654e-03,1.848539896309375763e-02,1.320571452379226685e-01,3.308494389057159424e-02
6.600000000000000000e+01,1.548231020569801331e-02,5.626325961202383041e-03,6.612660363316535950e-03,1.849037036299705505e-02,1.328806579113006592e-01,3.327309340238571167e-02
6.700000000000000000e+01,1.549828797578811646e-02,5.608957726508378983e-03,6.621986161917448044e-03,1.849061250686645508e-02,1.336773335933685303e-01,3.347724676132202148e-02
6.800000000000000000e+01,1.550953369587659836e-02,5.589877255260944366e-03,6.625389214605093002e-03,1.848635077476501465e-02,1.344423443078994751e-01,3.368746489286422729e-02
6.900000000000000000e+01,1.551621221005916595e-02,5.568752996623516083e-03,6.622615270316600800e-03,1.847769320011138916e-02,1.351704746484756470e-01,3.389507159590721130e-02
7.000000000000000000e+01,1.551863830536603928e-02,5.545256193727254868e-03,6.613344419747591019e-03,1.846486516296863556e-02,1.358588337898254395e-01,3.409337252378463745e-02
7.100000000000000000e+01,1.551716588437557220e-02,5.519648548215627670e-03,6.597467698156833649e-03,1.844809763133525848e-02,1.365039944648742676e-01,3.427660465240478516e-02
7.200000000000000000e+01,1.551210135221481323e-02,5.491877906024456024e-03,6.574937608093023300e-03,1.842759735882282257e-02,1.371046751737594604e-01,3.444059193134307861e-02
7.300000000000000000e+01,1.550394762307405472e-02,5.462099332362413406e-03,6.545994430780410767e-03,1.840355992317199707e-02,1.376597136259078979e-01,3.458172455430030823e-02
7.400000000000000000e+01,1.549303904175758362e-02,5.430095363408327103e-03,6.510686594992876053e-03,1.837624236941337585e-02,1.381682455539703369e-01,3.469777107238769531e-02
7.500000000000000000e+01,1.547968946397304535e-02,5.395938642323017120e-03,6.469171959906816483e-03,1.834581792354583740e-02,1.386305093765258789e-01,3.478669747710227966e-02
7.600000000000000000e+01,1.546420902013778687e-02,5.359790753573179245e-03,6.422037724405527115e-03,1.831247843801975250e-02,1.390463560819625854e-01,3.484750539064407349e-02
7.700000000000000000e+01,1.544700656086206436e-02,5.321764387190341949e-03,6.369356065988540649e-03,1.827644743025302887e-02,1.394169032573699951e-01,3.487957268953323364e-02
7.800000000000000000e+01,1.542855519801378250e-02,5.281999241560697556e-03,6.311371456831693649e-03,1.823795959353446960e-02,1.397428065538406372e-01,3.488241881132125854e-02
