# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,1.007420301437377930e+00,6.837342679500579834e-02,2.878130972385406494e-01,1.002664208412170410e+00,1.107270240783691406e+00,1.094758033752441406e+00
4.000000000000000000e+01,4.615002870559692383e-01,6.906978785991668701e-02,7.291194796562194824e-02,5.109915137290954590e-01,1.129944801330566406e+00,2.694959640502929688e-01
4.000000000000000000e+01,4.001811742782592773e-01,6.102922186255455017e-02,6.084388867020606995e-02,4.372858107089996338e-01,9.849238395690917969e-01,2.246980071067810059e-01
4.000000000000000000e+01,3.349095582962036133e-01,5.904791131615638733e-02,7.537173479795455933e-02,3.855110108852386475e-01,9.757107496261596680e-01,2.801412045955657959e-01
4.000000000000000000e+01,8.867657184600830078e-02,3.505290672183036804e-02,5.504146218299865723e-02,9.988983720541000366e-02,6.164200305938720703e-01,2.060915827751159668e-01
4.000000000000000000e+01,7.182252407073974609e-02,2.816002443432807922e-02,5.638593807816505432e-02,7.915065437555313110e-02,5.073184370994567871e-01,2.107358425855636597e-01
4.000000000000000000e+01,7.741168141365051270e-02,4.942300543189048767e-02,6.629083305597305298e-02,8.679177612066268921e-02,8.347883224487304688e-01,2.378819584846496582e-01
4.000000000000000000e+01,4.899788647890090942e-02,2.094399183988571167e-02,4.671746119856834412e-02,5.583554878830909729e-02,3.895997703075408936e-01,1.733156144618988037e-01
4.000000000000000000e+01,4.735824465751647949e-02,1.912836171686649323e-02,3.991880640387535095e-02,5.156052112579345703e-02,3.593598604202270508e-01,1.501269638538360596e-01
4.000000000000000000e+01,4.192464426159858704e-02,2.002865821123123169e-02,3.617582097649574280e-02,4.371896386146545410e-02,3.679161071777343750e-01,1.365462988615036011e-01
4.000000000000000000e+01,3.217596560716629028e-02,1.730579882860183716e-02,3.522672876715660095e-02,3.463635966181755066e-02,3.254173099994659424e-01,1.334436684846878052e-01
4.000000000000000000e+01,3.701453655958175659e-02,1.623835414648056030e-02,3.571750596165657043e-02,4.042975232005119324e-02,3.008129596710205078e-01,1.303581446409225464e-01
4.000000000000000000e+01,2.795411087572574615e-02,1.560101937502622604e-02,2.564211748540401459e-02,2.941782027482986450e-02,2.886367440223693848e-01,9.806685149669647217e-02
4.000000000000000000e+01,2.034347653388977051e-01,3.962784260511398315e-02,1.355581730604171753e-01,2.235841006040573120e-01,6.696661710739135742e-01,4.592207968235015869e-01
4.000000000000000000e+01,2.206934802234172821e-02,1.421276573091745377e-02,3.233469650149345398e-02,2.473239786922931671e-02,2.696734368801116943e-01,1.191517263650894165e-01
4.000000000000000000e+01,2.781847305595874786e-02,1.390440668910741806e-02,2.594694867730140686e-02,3.075110912322998047e-02,2.597872912883758545e-01,9.663318097591400146e-02
4.000000000000000000e+01,1.927357167005538940e-02,1.229144819080829620e-02,1.976406387984752655e-02,2.114748395979404449e-02,2.309729456901550293e-01,7.465787976980209351e-02
4.000000000000000000e+01,5.319385975599288940e-02,1.825907267630100250e-02,2.220307849347591400e-02,6.163102388381958008e-02,3.084240257740020752e-01,8.936597406864166260e-02
4.000000000000000000e+01,2.471256628632545471e-02,1.136680599302053452e-02,1.668615266680717468e-02,2.645800635218620300e-02,2.194345742464065552e-01,6.547466665506362915e-02
4.000000000000000000e+01,1.903095655143260956e-02,1.082949060946702957e-02,1.672836579382419586e-02,2.178472839295864105e-02,2.084393352270126343e-01,6.256840378046035767e-02
4.000000000000000000e+01,7.182581722736358643e-02,1.471535302698612213e-02,2.258148975670337677e-02,7.418621331453323364e-02,2.598297894001007080e-01,8.515420556068420410e-02
4.000000000000000000e+01,2.141409553587436676e-02,1.160464342683553696e-02,2.736366353929042816e-02,2.339491248130798340e-02,2.166515588760375977e-01,9.943525493144989014e-02
4.000000000000000000e+01,1.927810162305831909e-02,9.990107268095016479e-03,1.625294238328933716e-02,2.066425234079360962e-02,1.899885237216949463e-01,6.282271444797515869e-02
4.000000000000000000e+01,2.450359240174293518e-02,1.089994236826896667e-02,1.605143956840038300e-02,2.686440385878086090e-02,2.030536383390426636e-01,6.149877980351448059e-02
4.000000000000000000e+01,1.550180371850728989e-02,9.856433607637882233e-03,1.762591861188411713e-02,1.758480630815029144e-02,1.810051053762435913e-01,6.588928401470184326e-02
4.000000000000000000e+01,3.156019747257232666e-02,1.736652851104736328e-02,1.485186163336038589e-02,4.021818563342094421e-02,2.829362154006958008e-01,5.914586409926414490e-02
