Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,1.770353764295578003e-01,8.436606824398040771e-02,9.151945263147354126e-02,2.295055538415908813e-01,7.517395019531250000e-01,2.253819406032562256e-01
2.000000000000000000e+00,1.690328866243362427e-01,8.014474809169769287e-02,8.579309284687042236e-02,2.156626582145690918e-01,7.323353290557861328e-01,2.118856459856033325e-01
3.000000000000000000e+00,1.618010550737380981e-01,7.599762827157974243e-02,8.119126409292221069e-02,2.036460638046264648e-01,7.121452093124389648e-01,2.011617720127105713e-01
4.000000000000000000e+00,1.549198776483535767e-01,7.196742296218872070e-02,7.716035097837448120e-02,1.927020847797393799e-01,6.914003491401672363e-01,1.918653994798660278e-01
5.000000000000000000e+00,1.482453793287277222e-01,6.806451827287673950e-02,7.347381860017776489e-02,1.824851781129837036e-01,6.702516674995422363e-01,1.834744811058044434e-01
6.000000000000000000e+00,1.417004615068435669e-01,6.430096924304962158e-02,7.003032416105270386e-02,1.728181391954421997e-01,6.488440632820129395e-01,1.757264584302902222e-01
7.000000000000000000e+00,1.352657526731491089e-01,6.068644300103187561e-02,6.676940619945526123e-02,1.636071503162384033e-01,6.273178458213806152e-01,1.684723198413848877e-01
8.000000000000000000e+00,1.289549767971038818e-01,5.722690373659133911e-02,6.365489214658737183e-02,1.548033803701400757e-01,6.058049201965332031e-01,1.616201102733612061e-01
9.000000000000000000e+00,1.227799803018569946e-01,5.392774567008018494e-02,6.067408993840217590e-02,1.463830322027206421e-01,5.844225287437438965e-01,1.551114618778228760e-01
1.000000000000000000e+01,1.167548000812530518e-01,5.079021677374839783e-02,5.781760811805725098e-02,1.383358389139175415e-01,5.632713437080383301e-01,1.489066034555435181e-01
1.100000000000000000e+01,1.109020859003067017e-01,4.781373217701911926e-02,5.507537722587585449e-02,1.306577771902084351e-01,5.424333214759826660e-01,1.429775953292846680e-01
1.200000000000000000e+01,1.052439957857131958e-01,4.499438405036926270e-02,5.244149640202522278e-02,1.233471482992172241e-01,5.219730734825134277e-01,1.373038291931152344e-01
1.300000000000000000e+01,9.979856014251708984e-02,4.232693091034889221e-02,4.991042241454124451e-02,1.164023429155349731e-01,5.019394159317016602e-01,1.318696588277816772e-01
1.400000000000000000e+01,9.458172321319580078e-02,3.980716690421104431e-02,4.747989028692245483e-02,1.098202913999557495e-01,4.823667407035827637e-01,1.266627907752990723e-01
1.500000000000000000e+01,8.960402756929397583e-02,3.743029385805130005e-02,4.515323042869567871e-02,1.035958752036094666e-01,4.632776379585266113e-01,1.216723918914794922e-01
1.600000000000000000e+01,8.486902713775634766e-02,3.519065678119659424e-02,4.292245581746101379e-02,9.772228449583053589e-02,4.446856677532196045e-01,1.168898269534111023e-01
1.700000000000000000e+01,8.037879317998886108e-02,3.308372572064399719e-02,4.078699275851249695e-02,9.219057112932205200e-02,4.265971481800079346e-01,1.123069152235984802e-01
1.800000000000000000e+01,7.613309472799301147e-02,3.109391406178474426e-02,3.874494507908821106e-02,8.699043095111846924e-02,4.090122282505035400e-01,1.079166010022163391e-01
1.900000000000000000e+01,7.212907820940017700e-02,2.921054698526859283e-02,3.679451718926429749e-02,8.211030066013336182e-02,3.919279873371124268e-01,1.037123724818229675e-01
2.000000000000000000e+01,6.836277991533279419e-02,2.742607146501541138e-02,3.493389114737510681e-02,7.753758877515792847e-02,3.753381371498107910e-01,9.968759119510650635e-02
2.100000000000000000e+01,6.482698023319244385e-02,2.573462203145027161e-02,3.315842151641845703e-02,7.325939834117889404e-02,3.592351078987121582e-01,9.583645313978195190e-02
2.200000000000000000e+01,6.151778995990753174e-02,2.413106150925159454e-02,3.146542981266975403e-02,6.926235556602478027e-02,3.436103165149688721e-01,9.215324372053146362e-02
2.300000000000000000e+01,5.843149498105049133e-02,2.261119708418846130e-02,2.985353395342826843e-02,6.553310900926589966e-02,3.284550011157989502e-01,8.863239735364913940e-02
