# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,9.682952165603637695e-01,6.016248837113380432e-02,1.513434350490570068e-01,9.690232276916503906e-01,1.024535655975341797e+00,5.693329572677612305e-01
4.000000000000000000e+01,4.307411611080169678e-01,6.447325646877288818e-02,6.784448772668838501e-02,4.739256799221038818e-01,1.025467872619628906e+00,2.511031925678253174e-01
4.000000000000000000e+01,1.139380112290382385e-01,4.594350233674049377e-02,8.276117593050003052e-02,1.344954073429107666e-01,7.668763399124145508e-01,3.358799815177917480e-01
4.000000000000000000e+01,4.555838555097579956e-02,2.622701786458492279e-02,5.590211227536201477e-02,5.105257779359817505e-02,4.675945639610290527e-01,2.156543135643005371e-01
4.000000000000000000e+01,3.480748087167739868e-02,1.677730493247509003e-02,4.132515192031860352e-02,3.745602443814277649e-02,3.003036975860595703e-01,1.561319380998611450e-01
4.000000000000000000e+01,3.711103647947311401e-02,1.977750472724437714e-02,3.822398930788040161e-02,3.885507956147193909e-02,3.452877402305603027e-01,1.451851427555084229e-01
4.000000000000000000e+01,4.118096455931663513e-02,1.285457797348499298e-02,2.597968839108943939e-02,4.272866249084472656e-02,2.306350320577621460e-01,1.013908460736274719e-01
4.000000000000000000e+01,2.224163338541984558e-02,1.254368759691715240e-02,2.431857213377952576e-02,2.371195517480373383e-02,2.267713397741317749e-01,9.298817068338394165e-02
4.000000000000000000e+01,3.437234088778495789e-02,1.450478192418813705e-02,3.197998180985450745e-02,3.645936399698257446e-02,2.445737421512603760e-01,1.199793219566345215e-01
4.000000000000000000e+01,2.200149372220039368e-02,1.079165749251842499e-02,2.003225870430469513e-02,2.382162399590015411e-02,1.941766142845153809e-01,7.818640023469924927e-02
4.000000000000000000e+01,1.921944878995418549e-02,1.128582004457712173e-02,2.020186185836791992e-02,2.042130567133426666e-02,1.978724151849746704e-01,7.694459706544876099e-02
4.000000000000000000e+01,6.372448801994323730e-02,2.076316438615322113e-02,2.210272848606109619e-02,6.639542430639266968e-02,3.483253121376037598e-01,8.972752094268798828e-02
4.000000000000000000e+01,2.211454696953296661e-02,9.630469605326652527e-03,1.639202795922756195e-02,2.521946467459201813e-02,1.778859496116638184e-01,6.412354111671447754e-02
4.000000000000000000e+01,1.538007054477930069e-02,8.600709959864616394e-03,1.345019694417715073e-02,1.794126443564891815e-02,1.570757925510406494e-01,5.212295427918434143e-02
4.000000000000000000e+01,1.376744545996189117e-02,7.738531567156314850e-03,1.062931772321462631e-02,1.557531207799911499e-02,1.448002755641937256e-01,4.205071926116943359e-02
4.000000000000000000e+01,2.576228603720664978e-02,7.858848199248313904e-03,1.033665332943201065e-02,2.884607017040252686e-02,1.396426707506179810e-01,4.030641168355941772e-02
4.000000000000000000e+01,5.593601241707801819e-02,1.211178582161664963e-02,1.752290502190589905e-02,5.857932567596435547e-02,2.075685560703277588e-01,6.632371246814727783e-02
4.000000000000000000e+01,1.922458969056606293e-02,8.712893351912498474e-03,1.036641281098127365e-02,2.158530987799167633e-02,1.568042337894439697e-01,3.975834324955940247e-02
4.000000000000000000e+01,1.388614531606435776e-02,7.165583781898021698e-03,1.106681488454341888e-02,1.653871312737464905e-02,1.283408403396606445e-01,4.246032610535621643e-02
4.000000000000000000e+01,1.664101332426071167e-02,6.804056465625762939e-03,1.323279086500406265e-02,1.792756281793117523e-02,1.230461150407791138e-01,5.148915201425552368e-02
4.000000000000000000e+01,3.024221584200859070e-02,8.198258467018604279e-03,2.223013341426849365e-02,3.137394040822982788e-02,1.488357484340667725e-01,7.858143001794815063e-02
4.000000000000000000e+01,1.716607250273227692e-02,6.513575091958045959e-03,6.784303113818168640e-03,1.963507384061813354e-02,1.180225238204002380e-01,2.704254165291786194e-02
4.000000000000000000e+01,2.014599367976188660e-02,1.174944266676902771e-02,1.589143462479114532e-02,2.139770053327083588e-02,1.961787492036819458e-01,5.937235802412033081e-02
4.000000000000000000e+01,1.846036873757839203e-02,5.591503344476222992e-03,6.203258410096168518e-03,2.056708000600337982e-02,1.071383804082870483e-01,2.678406424820423126e-02
4.000000000000000000e+01,3.040523082017898560e-02,1.674934104084968567e-02,2.637304738163948059e-02,3.327358514070510864e-02,2.792703211307525635e-01,9.485065191984176636e-02
4.000000000000000000e+01,1.701109483838081360e-02,7.095370441675186157e-03,1.606826111674308777e-02,1.773833855986595154e-02,1.316674798727035522e-01,5.759482458233833313e-02
