# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,9.809929728507995605e-01,6.905850768089294434e-02,2.689739167690277100e-01,9.793446063995361328e-01,1.159509897232055664e+00,9.307869076728820801e-01
4.000000000000000000e+01,4.637393951416015625e-01,6.480143219232559204e-02,5.020141974091529846e-02,5.159556269645690918e-01,1.035068273544311523e+00,1.829465627670288086e-01
4.000000000000000000e+01,4.004593193531036377e-01,6.112974882125854492e-02,7.452287524938583374e-02,4.407474100589752197e-01,9.878755807876586914e-01,2.784452736377716064e-01
4.000000000000000000e+01,1.697291284799575806e-01,5.084642767906188965e-02,8.091557770967483521e-02,1.988952457904815674e-01,8.937968015670776367e-01,3.001805245876312256e-01
4.000000000000000000e+01,7.941943407058715820e-02,3.534162044525146484e-02,4.526424780488014221e-02,8.658895641565322876e-02,6.052083969116210938e-01,1.780523508787155151e-01
4.000000000000000000e+01,5.118831247091293335e-02,2.747677639126777649e-02,4.574148356914520264e-02,5.621656402945518494e-02,4.782156646251678467e-01,1.778563410043716431e-01
4.000000000000000000e+01,5.342036858201026917e-02,2.340720780193805695e-02,4.561196640133857727e-02,5.684136599302291870e-02,4.103779792785644531e-01,1.727952510118484497e-01
4.000000000000000000e+01,3.556655719876289368e-02,2.087078616023063660e-02,4.356793314218521118e-02,4.039035364985466003e-02,3.671329915523529053e-01,1.627504229545593262e-01
4.000000000000000000e+01,3.753068298101425171e-02,1.824117079377174377e-02,3.741385042667388916e-02,4.017300903797149658e-02,3.235670030117034912e-01,1.409208923578262329e-01
4.000000000000000000e+01,3.826192766427993774e-02,1.936411857604980469e-02,3.662086650729179382e-02,4.202721640467643738e-02,3.377603888511657715e-01,1.380460411310195923e-01
4.000000000000000000e+01,2.903106622397899628e-02,1.558881718665361404e-02,3.277781233191490173e-02,3.227083384990692139e-02,2.841021418571472168e-01,1.238999068737030029e-01
4.000000000000000000e+01,3.374373540282249451e-02,1.607241854071617126e-02,2.971965260803699493e-02,3.753334283828735352e-02,2.945884764194488525e-01,1.131085529923439026e-01
4.000000000000000000e+01,3.042318671941757202e-02,1.586354896426200867e-02,2.212118357419967651e-02,3.264335915446281433e-02,2.940951287746429443e-01,8.487331867218017578e-02
4.000000000000000000e+01,2.560894750058650970e-02,1.745598576962947845e-02,3.736791759729385376e-02,2.875975519418716431e-02,3.089359700679779053e-01,1.361645460128784180e-01
4.000000000000000000e+01,3.026003390550613403e-02,1.453700382262468338e-02,3.103661537170410156e-02,3.199404478073120117e-02,2.620069384574890137e-01,1.146595105528831482e-01
4.000000000000000000e+01,1.838925853371620178e-02,1.293622329831123352e-02,2.300029620528221130e-02,2.052375115454196930e-02,2.350746542215347290e-01,8.804803341627120972e-02
4.000000000000000000e+01,2.355062775313854218e-02,1.309089548885822296e-02,2.651697956025600433e-02,2.565368823707103729e-02,2.361178994178771973e-01,9.864584356546401978e-02
4.000000000000000000e+01,1.555826980620622635e-02,1.512893382459878922e-02,2.080363966524600983e-02,1.751251891255378723e-02,2.581835985183715820e-01,8.348325639963150024e-02
4.000000000000000000e+01,6.769448518753051758e-02,1.818018220365047455e-02,1.926933228969573975e-02,7.744594663381576538e-02,3.351246118545532227e-01,7.536050677299499512e-02
4.000000000000000000e+01,7.235042750835418701e-02,1.646620035171508789e-02,2.607727050781250000e-02,7.669220864772796631e-02,2.954611778259277344e-01,9.520817548036575317e-02
4.000000000000000000e+01,1.498431991785764694e-02,1.022049225866794586e-02,2.061984315514564514e-02,1.669376716017723083e-02,1.980482190847396851e-01,7.753890007734298706e-02
4.000000000000000000e+01,2.352800592780113220e-02,1.257458422333002090e-02,2.208021841943264008e-02,2.737732790410518646e-02,2.266054749488830566e-01,8.325999230146408081e-02
4.000000000000000000e+01,7.386808842420578003e-02,1.738475821912288666e-02,2.442690543830394745e-02,9.675437211990356445e-02,3.201968669891357422e-01,9.093544632196426392e-02
4.000000000000000000e+01,3.519525378942489624e-02,1.525223534554243088e-02,2.062831260263919830e-02,3.952877968549728394e-02,2.695603370666503906e-01,7.503420859575271606e-02
4.000000000000000000e+01,1.458907779306173325e-02,9.360289201140403748e-03,2.108356170356273651e-02,1.603574864566326141e-02,1.849656105041503906e-01,7.735931128263473511e-02
4.000000000000000000e+01,1.428290735930204391e-02,1.007579453289508820e-02,1.584557257592678070e-02,1.633479818701744080e-02,1.859827190637588501e-01,6.145839765667915344e-02
