# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,9.498433470726013184e-01,8.695965260267257690e-02,3.290059566497802734e-01,9.540078639984130859e-01,1.474461436271667480e+00,1.160135984420776367e+00
4.000000000000000000e+01,4.384589791297912598e-01,6.724448502063751221e-02,4.030282050371170044e-02,4.739202857017517090e-01,1.146031141281127930e+00,1.587764918804168701e-01
4.000000000000000000e+01,9.148810803890228271e-02,5.036940798163414001e-02,5.694163218140602112e-02,1.060336157679557800e-01,8.530040383338928223e-01,2.195460945367813110e-01
4.000000000000000000e+01,5.752439051866531372e-02,2.982042543590068817e-02,4.304310306906700134e-02,6.079489737749099731e-02,5.136502385139465332e-01,1.646508276462554932e-01
4.000000000000000000e+01,3.378519415855407715e-02,1.977258361876010895e-02,2.674031630158424377e-02,4.111083224415779114e-02,3.680430054664611816e-01,1.054365336894989014e-01
4.000000000000000000e+01,3.391326591372489929e-02,2.460437640547752380e-02,5.416150018572807312e-02,3.791777044534683228e-02,4.066336750984191895e-01,1.935562938451766968e-01
4.000000000000000000e+01,2.993351407349109650e-02,1.595336012542247772e-02,2.500686608254909515e-02,3.097527287900447845e-02,2.973088920116424561e-01,9.727616608142852783e-02
4.000000000000000000e+01,2.560394816100597382e-02,1.427557226270437241e-02,2.902796678245067596e-02,2.816222235560417175e-02,2.698085010051727295e-01,1.080965176224708557e-01
4.000000000000000000e+01,3.468293696641921997e-02,1.644860953092575073e-02,3.723637014627456665e-02,3.799159824848175049e-02,2.970062494277954102e-01,1.314708441495895386e-01
4.000000000000000000e+01,2.771703153848648071e-02,1.371115259826183319e-02,3.118304535746574402e-02,3.135329484939575195e-02,2.523024976253509521e-01,1.124591007828712463e-01
4.000000000000000000e+01,2.152880840003490448e-02,1.188326254487037659e-02,2.421300113201141357e-02,2.502385526895523071e-02,2.318732440471649170e-01,8.525542169809341431e-02
4.000000000000000000e+01,2.025126107037067413e-02,1.185141131281852722e-02,2.651961706578731537e-02,2.221498452126979828e-02,2.244622409343719482e-01,9.610846638679504395e-02
4.000000000000000000e+01,7.985245436429977417e-02,1.901324279606342316e-02,4.087461903691291809e-02,7.844451814889907837e-02,3.102675378322601318e-01,1.464937180280685425e-01
4.000000000000000000e+01,2.388183027505874634e-02,1.277340948581695557e-02,2.522402815520763397e-02,2.535269409418106079e-02,2.249506860971450806e-01,8.976537734270095825e-02
4.000000000000000000e+01,2.110953815281391144e-02,1.074707508087158203e-02,2.596786245703697205e-02,2.478779479861259460e-02,2.006858289241790771e-01,9.052425622940063477e-02
4.000000000000000000e+01,2.232978120446205139e-02,9.264629334211349487e-03,2.289807051420211792e-02,2.291367016732692719e-02,1.784700453281402588e-01,8.299411833286285400e-02
4.000000000000000000e+01,1.914617232978343964e-02,9.227172471582889557e-03,1.526015624403953552e-02,2.122028172016143799e-02,1.723492145538330078e-01,5.603592097759246826e-02
4.000000000000000000e+01,4.915091395378112793e-02,1.341741904616355896e-02,1.654654927551746368e-02,5.273010209202766418e-02,2.333533465862274170e-01,6.131071224808692932e-02
4.000000000000000000e+01,2.163800969719886780e-02,1.182516105473041534e-02,8.574991486966609955e-03,2.226344496011734009e-02,2.127880454063415527e-01,3.636413067579269409e-02
4.000000000000000000e+01,1.198059041053056717e-02,9.416718967258930206e-03,2.073010616004467010e-02,1.390773616731166840e-02,1.741681098937988281e-01,7.216607034206390381e-02
4.000000000000000000e+01,3.717242553830146790e-02,1.151986233890056610e-02,2.861201763153076172e-02,3.858235850930213928e-02,2.177512049674987793e-01,9.991704672574996948e-02
4.000000000000000000e+01,1.441739313304424286e-02,9.581242688000202179e-03,2.310015074908733368e-02,1.691273786127567291e-02,1.740743517875671387e-01,8.059979975223541260e-02
4.000000000000000000e+01,1.222095824778079987e-02,7.948861457407474518e-03,1.022998522967100143e-02,1.395329646766185760e-02,1.489464491605758667e-01,3.849397227168083191e-02
4.000000000000000000e+01,4.971126094460487366e-02,1.573780551552772522e-02,1.713550463318824768e-02,5.321976542472839355e-02,2.694275379180908203e-01,7.138164341449737549e-02
4.000000000000000000e+01,1.124144718050956726e-02,8.231837302446365356e-03,1.272309757769107819e-02,1.316105853766202927e-02,1.532022356986999512e-01,4.731607809662818909e-02
4.000000000000000000e+01,1.928880065679550171e-02,9.062073193490505219e-03,2.214161492884159088e-02,2.065277472138404846e-02,1.558527946472167969e-01,7.854915410280227661e-02
