Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,4.159056246280670166e-01,1.540647149085998535e-01,2.862772941589355469e-01,4.814044535160064697e-01,1.124460220336914062e+00,6.540035009384155273e-01
2.000000000000000000e+00,3.907668590545654297e-01,1.486901044845581055e-01,2.670474052429199219e-01,4.528089463710784912e-01,1.120716452598571777e+00,6.199293136596679688e-01
3.000000000000000000e+00,3.610313832759857178e-01,1.420199424028396606e-01,2.507477104663848877e-01,4.184422791004180908e-01,1.108470201492309570e+00,5.910580754280090332e-01
4.000000000000000000e+00,3.302262127399444580e-01,1.346459090709686279e-01,2.364342808723449707e-01,3.828067183494567871e-01,1.089592933654785156e+00,5.655236244201660156e-01
5.000000000000000000e+00,3.003146052360534668e-01,1.270010769367218018e-01,2.236782014369964600e-01,3.482911586761474609e-01,1.065886139869689941e+00,5.425158143043518066e-01
6.000000000000000000e+00,2.723014354705810547e-01,1.193819344043731689e-01,2.121953815221786499e-01,3.161062598228454590e-01,1.038855791091918945e+00,5.215328335762023926e-01
7.000000000000000000e+00,2.466130405664443970e-01,1.119768396019935608e-01,2.017815858125686646e-01,2.867628633975982666e-01,1.009669542312622070e+00,5.022147297859191895e-01
8.000000000000000000e+00,2.233544886112213135e-01,1.048957556486129761e-01,1.922587752342224121e-01,2.603654861450195312e-01,9.791966676712036133e-01,4.842842519283294678e-01
9.000000000000000000e+00,2.024453878402709961e-01,9.819678217172622681e-02,1.834747791290283203e-01,2.367964535951614380e-01,9.480697512626647949e-01,4.675255119800567627e-01
1.000000000000000000e+01,1.837251037359237671e-01,9.190056473016738892e-02,1.753075569868087769e-01,2.158283144235610962e-01,9.167445302009582520e-01,4.517654776573181152e-01
1.100000000000000000e+01,1.670013368129730225e-01,8.600820600986480713e-02,1.676633954048156738e-01,1.971928775310516357e-01,8.855456113815307617e-01,4.368647933006286621e-01
1.200000000000000000e+01,1.520558595657348633e-01,8.050645142793655396e-02,1.604655981063842773e-01,1.806181520223617554e-01,8.547013998031616211e-01,4.227096736431121826e-01
1.300000000000000000e+01,1.386860162019729614e-01,7.537506520748138428e-02,1.536538898944854736e-01,1.658484190702438354e-01,8.243725299835205078e-01,4.092071056365966797e-01
1.400000000000000000e+01,1.267105042934417725e-01,7.059126347303390503e-02,1.471799015998840332e-01,1.526532471179962158e-01,7.946674823760986328e-01,3.962803184986114502e-01
1.500000000000000000e+01,1.159637346863746643e-01,6.613072752952575684e-02,1.410060524940490723e-01,1.408302783966064453e-01,7.656584978103637695e-01,3.838641643524169922e-01
1.600000000000000000e+01,1.063006371259689331e-01,6.197010353207588196e-02,1.351024359464645386e-01,1.302039772272109985e-01,7.373911738395690918e-01,3.719043731689453125e-01
1.700000000000000000e+01,9.760317206382751465e-02,5.809147283434867859e-02,1.294439584016799927e-01,1.206242367625236511e-01,7.098920941352844238e-01,3.603544235229492188e-01
1.800000000000000000e+01,8.980996161699295044e-02,5.448166653513908386e-02,1.240097880363464355e-01,1.119625344872474670e-01,6.831728219985961914e-01,3.491749763488769531e-01
1.900000000000000000e+01,8.288568258285522461e-02,5.111866816878318787e-02,1.187830045819282532e-01,1.041096672415733337e-01,6.572364568710327148e-01,3.383325934410095215e-01
2.000000000000000000e+01,7.673775404691696167e-02,4.797166958451271057e-02,1.137502789497375488e-01,9.697264432907104492e-02,6.320788264274597168e-01,3.277977406978607178e-01
2.100000000000000000e+01,7.124762237071990967e-02,4.502060636878013611e-02,1.088992655277252197e-01,9.047229588031768799e-02,6.076917648315429688e-01,3.175452351570129395e-01
