Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,2.781772315502166748e-01,8.566715568304061890e-02,1.777188479900360107e-01,3.160599768161773682e-01,8.131588697433471680e-01,4.359900951385498047e-01
2.000000000000000000e+00,2.654647827148437500e-01,8.201793581247329712e-02,1.737170964479446411e-01,3.014620542526245117e-01,7.999762296676635742e-01,4.277165234088897705e-01
3.000000000000000000e+00,2.541378140449523926e-01,7.850614935159683228e-02,1.699656248092651367e-01,2.884083986282348633e-01,7.857728600502014160e-01,4.199476838111877441e-01
4.000000000000000000e+00,2.433567196130752563e-01,7.511749118566513062e-02,1.662249565124511719e-01,2.760121524333953857e-01,7.708256244659423828e-01,4.122425615787506104e-01
5.000000000000000000e+00,2.328820079565048218e-01,7.186558842658996582e-02,1.624235659837722778e-01,2.640007138252258301e-01,7.553162574768066406e-01,4.044696986675262451e-01
6.000000000000000000e+00,2.226297408342361450e-01,6.875550746917724609e-02,1.585388779640197754e-01,2.522819042205810547e-01,7.393990755081176758e-01,3.965861499309539795e-01
7.000000000000000000e+00,2.125855535268783569e-01,6.581213325262069702e-02,1.545580029487609863e-01,2.408359199762344360e-01,7.232109904289245605e-01,3.885853886604309082e-01
8.000000000000000000e+00,2.027553915977478027e-01,6.301873922348022461e-02,1.504853218793869019e-01,2.296761125326156616e-01,7.068747878074645996e-01,3.804755806922912598e-01
9.000000000000000000e+00,1.931608617305755615e-01,6.038452684879302979e-02,1.463310718536376953e-01,2.188293933868408203e-01,6.904946565628051758e-01,3.722743988037109375e-01
1.000000000000000000e+01,1.838381439447402954e-01,5.790130794048309326e-02,1.421114802360534668e-01,2.083265930414199829e-01,6.741577982902526855e-01,3.640005588531494141e-01
1.100000000000000000e+01,1.748180985450744629e-01,5.555511638522148132e-02,1.378437429666519165e-01,1.981972754001617432e-01,6.579322218894958496e-01,3.556732237339019775e-01
1.200000000000000000e+01,1.661272644996643066e-01,5.333975329995155334e-02,1.335393637418746948e-01,1.884664446115493774e-01,6.418702006340026855e-01,3.473099470138549805e-01
1.300000000000000000e+01,1.577804237604141235e-01,5.123865231871604919e-02,1.292134076356887817e-01,1.791537702083587646e-01,6.260091066360473633e-01,3.389270007610321045e-01
