Re,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
1.000000000000000000e+00,5.174494385719299316e-01,9.473203122615814209e-02,2.403841316699981689e-01,5.818228721618652344e-01,8.964040279388427734e-01,5.453957915306091309e-01
2.000000000000000000e+00,5.073124766349792480e-01,9.184523671865463257e-02,2.384068369865417480e-01,5.693439245223999023e-01,8.853042125701904297e-01,5.430459380149841309e-01
3.000000000000000000e+00,4.947099983692169189e-01,8.887984603643417358e-02,2.355521172285079956e-01,5.543864965438842773e-01,8.729608058929443359e-01,5.390455722808837891e-01
4.000000000000000000e+00,4.804672300815582275e-01,8.586531132459640503e-02,2.320323437452316284e-01,5.377559065818786621e-01,8.594558835029602051e-01,5.338060259819030762e-01
5.000000000000000000e+00,4.650709033012390137e-01,8.282189816236495972e-02,2.279619127511978149e-01,5.199421644210815430e-01,8.448679447174072266e-01,5.275396704673767090e-01
6.000000000000000000e+00,4.488649368286132812e-01,7.977052032947540283e-02,2.234211862087249756e-01,5.012956261634826660e-01,8.292822241783142090e-01,5.203866958618164062e-01
7.000000000000000000e+00,4.321049451828002930e-01,7.672914117574691772e-02,2.184749543666839600e-01,4.820883572101593018e-01,8.127904534339904785e-01,5.124555230140686035e-01
8.000000000000000000e+00,4.149948358535766602e-01,7.371257245540618896e-02,2.131796628236770630e-01,4.625410437583923340e-01,7.954909801483154297e-01,5.038325786590576172e-01
9.000000000000000000e+00,3.976972699165344238e-01,7.073371112346649170e-02,2.075857371091842651e-01,4.428349435329437256e-01,7.774828076362609863e-01,4.945937991142272949e-01
1.000000000000000000e+01,3.803518712520599365e-01,6.780139356851577759e-02,2.017402499914169312e-01,4.231224358081817627e-01,7.588643431663513184e-01,4.848048090934753418e-01
1.100000000000000000e+01,3.630702495574951172e-01,6.492260098457336426e-02,1.956861913204193115e-01,4.035302102565765381e-01,7.397292852401733398e-01,4.745231270790100098e-01
1.200000000000000000e+01,3.459452688694000244e-01,6.210127100348472595e-02,1.894624382257461548e-01,3.841634392738342285e-01,7.201654911041259766e-01,4.637999832630157471e-01
1.300000000000000000e+01,3.290559053421020508e-01,5.934132263064384460e-02,1.831056028604507446e-01,3.651099503040313721e-01,7.002543807029724121e-01,4.526827037334442139e-01
1.400000000000000000e+01,3.124675750732421875e-01,5.664419010281562805e-02,1.766495257616043091e-01,3.464413285255432129e-01,6.800693273544311523e-01,4.412141740322113037e-01
1.500000000000000000e+01,2.962313592433929443e-01,5.401130393147468567e-02,1.701250523328781128e-01,3.282154798507690430e-01,6.596764326095581055e-01,4.294331967830657959e-01
1.600000000000000000e+01,2.803881466388702393e-01,5.144383013248443604e-02,1.635607481002807617e-01,3.104782104492187500e-01,6.391356587409973145e-01,4.173766672611236572e-01
1.700000000000000000e+01,2.649741470813751221e-01,4.894256964325904846e-02,1.569824367761611938e-01,2.932655811309814453e-01,6.185008287429809570e-01,4.050785005092620850e-01
1.800000000000000000e+01,2.500140964984893799e-01,4.650822281837463379e-02,1.504138857126235962e-01,2.766043841838836670e-01,5.978196263313293457e-01,3.925710320472717285e-01
1.900000000000000000e+01,2.355298548936843872e-01,4.414153099060058594e-02,1.438762992620468140e-01,2.605146467685699463e-01,5.771361589431762695e-01,3.798859715461730957e-01
2.000000000000000000e+01,2.215351611375808716e-01,4.184321686625480652e-02,1.373888105154037476e-01,2.450091689825057983e-01,5.564900040626525879e-01,3.670518696308135986e-01
2.100000000000000000e+01,2.080406546592712402e-01,3.961317613720893860e-02,1.309685856103897095e-01,2.300958186388015747e-01,5.359180569648742676e-01,3.540973067283630371e-01
2.200000000000000000e+01,1.950517594814300537e-01,3.745186328887939453e-02,1.246308982372283936e-01,2.157780081033706665e-01,5.154541134834289551e-01,3.410502672195434570e-01
2.300000000000000000e+01,1.825718730688095093e-01,3.535957261919975281e-02,1.183895543217658997e-01,2.020549029111862183e-01,4.951303601264953613e-01,3.279368579387664795e-01
