# Re_ref,l1_u,l1_v,l1_p,l2_u,l2_v,l2_p
4.000000000000000000e+01,1.003920078277587891e+00,1.929494887590408325e-01,1.949020326137542725e-01,9.979773163795471191e-01,2.868298530578613281e+00,7.320792078971862793e-01
4.000000000000000000e+01,4.374583363533020020e-01,6.471519172191619873e-02,9.437654167413711548e-02,4.720278978347778320e-01,1.112388253211975098e+00,3.340587913990020752e-01
4.000000000000000000e+01,1.626034975051879883e-01,4.373436421155929565e-02,6.792492419481277466e-02,2.010572701692581177e-01,7.304558753967285156e-01,2.570895254611968994e-01
4.000000000000000000e+01,6.984332203865051270e-02,2.505236864089965820e-02,4.109446331858634949e-02,7.804705202579498291e-02,4.532455205917358398e-01,1.591244935989379883e-01
4.000000000000000000e+01,5.743617564439773560e-02,1.614277996122837067e-02,3.909387066960334778e-02,6.239798292517662048e-02,3.148788213729858398e-01,1.449733227491378784e-01
4.000000000000000000e+01,9.602475911378860474e-02,1.570717990398406982e-02,5.976612120866775513e-02,9.610469639301300049e-02,2.980595827102661133e-01,2.109364122152328491e-01
4.000000000000000000e+01,6.749550998210906982e-02,1.166003383696079254e-02,3.688425198197364807e-02,6.590633839368820190e-02,2.259652167558670044e-01,1.471536606550216675e-01
4.000000000000000000e+01,3.319974243640899658e-02,1.030616182833909988e-02,3.719171881675720215e-02,3.448211401700973511e-02,2.120256274938583374e-01,1.331585645675659180e-01
4.000000000000000000e+01,4.652453958988189697e-02,1.098310202360153198e-02,2.856278605759143829e-02,4.917950555682182312e-02,2.093157321214675903e-01,1.073979735374450684e-01
4.000000000000000000e+01,2.914102748036384583e-02,8.998470380902290344e-03,2.765052765607833862e-02,3.284323215484619141e-02,1.856415569782257080e-01,1.003073155879974365e-01
4.000000000000000000e+01,2.400535345077514648e-02,8.484095335006713867e-03,2.492495998740196228e-02,2.541631832718849182e-02,1.740303933620452881e-01,8.964032679796218872e-02
4.000000000000000000e+01,5.504013597965240479e-02,1.619213819503784180e-02,2.805721759796142578e-02,5.796015262603759766e-02,3.252801597118377686e-01,1.039515808224678040e-01
4.000000000000000000e+01,4.456412047147750854e-02,9.258108213543891907e-03,3.133098036050796509e-02,4.983626678586006165e-02,1.822651326656341553e-01,1.101292222738265991e-01
4.000000000000000000e+01,1.781991496682167053e-02,7.617640774697065353e-03,2.296678535640239716e-02,1.927365362644195557e-02,1.527220606803894043e-01,8.225350826978683472e-02
4.000000000000000000e+01,2.119920030236244202e-02,1.061052735894918442e-02,2.291856333613395691e-02,2.299907244741916656e-02,1.860311031341552734e-01,8.125281333923339844e-02
4.000000000000000000e+01,2.951065637171268463e-02,7.842505350708961487e-03,2.343566901981830597e-02,3.350676596164703369e-02,1.543230712413787842e-01,8.761251717805862427e-02
4.000000000000000000e+01,1.596130430698394775e-02,6.721361540257930756e-03,2.054951898753643036e-02,1.936130225658416748e-02,1.316456645727157593e-01,7.444395124912261963e-02
4.000000000000000000e+01,1.608070731163024902e-02,6.401007063686847687e-03,2.045051567256450653e-02,1.752969995141029358e-02,1.357568800449371338e-01,7.359544932842254639e-02
4.000000000000000000e+01,1.323862466961145401e-02,6.588024087250232697e-03,1.687876507639884949e-02,1.427910197526216507e-02,1.313424855470657349e-01,6.166411936283111572e-02
4.000000000000000000e+01,2.244651503860950470e-02,6.312760058790445328e-03,2.248089201748371124e-02,2.496827580034732819e-02,1.278598010540008545e-01,7.912305742502212524e-02
4.000000000000000000e+01,4.420371726155281067e-02,9.694653563201427460e-03,1.861836761236190796e-02,4.707388952374458313e-02,1.826468110084533691e-01,6.848446279764175415e-02
4.000000000000000000e+01,1.406825240701436996e-02,5.917281843721866608e-03,1.547905709594488144e-02,1.483288034796714783e-02,1.201522871851921082e-01,5.766668543219566345e-02
4.000000000000000000e+01,1.312449481338262558e-02,5.517160054296255112e-03,1.669031940400600433e-02,1.399476174265146255e-02,1.161940395832061768e-01,5.998822301626205444e-02
4.000000000000000000e+01,4.484942555427551270e-02,7.000616285949945450e-03,1.446035783737897873e-02,4.506847262382507324e-02,1.401572823524475098e-01,5.726533010601997375e-02
4.000000000000000000e+01,2.040743269026279449e-02,7.250133436173200607e-03,1.566767320036888123e-02,2.298408187925815582e-02,1.352806687355041504e-01,6.014822050929069519e-02
4.000000000000000000e+01,1.416155695915222168e-02,6.897293962538242340e-03,1.536881830543279648e-02,1.640441454946994781e-02,1.320326924324035645e-01,5.644209310412406921e-02
