P,N_panel,dof,l2_relative_mean,l1_absolute_mean,rms_r_mean,rms_r_x_mean,rms_r_xx_mean,n_params_mean,l2_relative_std,l1_absolute_std,rms_r_std,rms_r_x_std,rms_r_xx_std,n_params_std,l2_relative_median,l1_absolute_median,rms_r_median,rms_r_x_median,rms_r_xx_median,n_params_median,n_trials,success_rate_0.1
1,105,210,0.7175734200094757,0.29336949080582286,5.637424763889925,138.44264319840474,3091.795702277378,256.0,1.0174447229861738,0.4219397578718443,3.388954550544193,73.35864635637984,1457.2903812080215,0.0,0.2986468893379707,0.11797938127226583,5.270326456819947,138.0980575038191,3136.5510517126927,256.0,5,0.0
2,70,210,0.3709448543173156,0.1445726150788333,4.1033318363473,106.18987351142812,2601.9032658133983,221.0,0.4077718028528052,0.1551447240814672,1.515153841189776,34.581519305147985,849.6971485105528,0.0,0.16959018376636867,0.0686940346913927,4.061411682484538,118.4508011165659,2750.464767543842,221.0,5,0.0
3,52,208,0.09929003606947431,0.04042877202646229,1.582648293763498,46.153477645433796,1343.6855548899039,203.0,0.128842837521273,0.053190968476514035,0.9383594978717616,25.389381867392977,690.8322029830318,0.0,0.04594484328683089,0.018687289950265147,1.3907903776521797,40.48552360362851,1108.9147953911968,203.0,5,0.8
4,42,210,0.40069143336496066,0.1659737613117341,7.26990508462748,136.88424407369024,2555.6031898250635,193.0,0.7550389738521842,0.31412537946938673,13.41763780804691,219.1525576152468,3198.6146125668533,0.0,0.06433117029466283,0.02553802239103213,1.570735845862972,51.25340862568999,1351.5133358110086,193.0,5,0.6
5,35,210,0.3697731490259458,0.1519688205765696,5.839204396640204,122.07348660433104,2247.6622008037248,186.0,0.698762349308821,0.28833391688439025,10.559305512600377,195.47041376421828,2820.028862863437,0.0,0.06693839121184782,0.027311688088725646,1.0345507884402316,36.25830677487111,1105.2230685477027,186.0,5,0.6
6,30,210,0.6627286655591532,0.27597291141528085,4.745945550462656,103.97720713435868,2176.8225110035432,181.0,0.9532551621421107,0.3989518490612778,5.093686321782595,89.20989642163411,1530.984440770104,0.0,0.12602427115594536,0.050942523503820246,3.233371488538256,92.70524472276401,2050.7872583556114,181.0,10,0.5
