5.371414289066755998e-01,1.000103954946461204e+00
5.377229892133030820e-01,1.000994184692263644e+00
2.301429562915608407e-01,5.284268388320761956e-01
1.802498867480097633e-01,4.628900612361646627e-01
1.688469989821617390e-01,4.453836742600542631e-01
1.590075418353913139e-01,4.294981062197042454e-01
1.440674996249987905e-01,3.997841795830929801e-01
1.253368739280649735e-01,3.379500423594500313e-01
9.810866061399969862e-02,3.077742349228318464e-01
8.497765314592443942e-02,2.975694961012086415e-01
6.807491323708930731e-02,2.671026228974955341e-01
6.087330048650083092e-02,2.562716163457847696e-01
5.301104365793849610e-02,2.522151923893247161e-01
5.125978125343564479e-02,2.536781896671469472e-01
4.648093456617265196e-02,2.383732467729677840e-01
4.325642458299786691e-02,2.279953771321539535e-01
4.073921257564028925e-02,2.138582038576247735e-01
3.998612216249639723e-02,1.979650758045447267e-01
3.701992623472458166e-02,1.936231861501863938e-01
3.492370671400481935e-02,1.922231341235719204e-01
3.230025054373527466e-02,1.856189424898678775e-01
3.130075279573375086e-02,1.830104055223392701e-01
2.899218388446361122e-02,1.806460928832482327e-01
2.859597033150760442e-02,1.759069293112452415e-01
2.829302378173897611e-02,1.759116869396708804e-01
2.738301452753871476e-02,1.739796127310890561e-01
2.707918877217178194e-02,1.688523005430734025e-01
2.687628156294671541e-02,1.675651404334328742e-01
2.532175136176697400e-02,1.650607907543147623e-01
2.410502278922675018e-02,1.633064611909982311e-01
2.414420115848560713e-02,1.668073467724433545e-01
2.406952562454471589e-02,1.666846214183355657e-01
2.302702270046425720e-02,1.638745092219395239e-01
2.238860713895702084e-02,1.638035657422337588e-01
2.242443081437047944e-02,1.633532734347133419e-01
2.176894093255896806e-02,1.609201502881681678e-01
2.258566030265214686e-02,1.598470814196758238e-01
2.212474990420892212e-02,1.601561795532296384e-01
2.218790811547492747e-02,1.588356487810064777e-01
2.169480748488619021e-02,1.585406728155790146e-01
2.131955022968310548e-02,1.600555479250140301e-01
2.129985880859628505e-02,1.596914552435045043e-01
2.056802809425526540e-02,1.574740577056581159e-01
2.018362074427638986e-02,1.559550225264381973e-01
2.023197701300328763e-02,1.558645555983205200e-01
1.986682502223241151e-02,1.562852918900237975e-01
1.970234047831283253e-02,1.560617176768865078e-01
1.912651844088167352e-02,1.544810734789859585e-01
1.858892884188463601e-02,1.519303004394840229e-01
1.806044198021011793e-02,1.477981397161902133e-01
1.731610326005312075e-02,1.414555801118194678e-01
1.682771728613062859e-02,1.395876819551110648e-01
1.691261824099551947e-02,1.422593253329335339e-01
1.698641853054366074e-02,1.423374110546811178e-01
1.688499043778529662e-02,1.398761199124057553e-01
1.630064065925778544e-02,1.344360838927638468e-01
1.635946384415161090e-02,1.300763477022796322e-01
1.631641065319094225e-02,1.259820429812160691e-01
1.605376886849072676e-02,1.207667368786404100e-01
1.646631076950232433e-02,1.189810884914496852e-01
1.595468323333656610e-02,1.157735153490445229e-01
1.585586989845755648e-02,1.169957147192445257e-01
1.563872389810084737e-02,1.141558349944865741e-01
1.509054577446646180e-02,1.124796707340175173e-01
1.441811249472627586e-02,1.083311662539766518e-01
1.347812430120899976e-02,1.002313799995671467e-01
1.260740701168477397e-02,9.183263873373800901e-02
1.214092933929821795e-02,8.679535864230145115e-02
1.179328706080085172e-02,8.146296233390004637e-02
1.180634231607861039e-02,7.721396433349168864e-02
1.155345556299972737e-02,7.494719614028726162e-02
1.168483954170885727e-02,7.581089865965252861e-02
1.085143599320886366e-02,6.223388745857897503e-02
1.030123958083630116e-02,5.463652877590951390e-02
1.000922992873221236e-02,5.079252182342926247e-02
9.576771907038487269e-03,4.812905713407340802e-02
9.052306704717967556e-03,4.633175769143905304e-02
8.795014627165311308e-03,4.587426470420288838e-02
8.644800377631000482e-03,4.444919087287845655e-02
8.560600199806693567e-03,4.450485873109497059e-02
