3.983363142190956552e-01,1.001564198263448224e+00
4.202880486895305689e-01,1.041850980279811045e+00
5.931759200746581362e-01,1.442754978891905848e+00
5.611900271728923473e-01,1.382290861405906846e+00
4.888750507456994243e-01,1.212999150150217531e+00
3.791398210770699495e-01,9.264624023629071115e-01
3.699564654302841538e-01,8.991398593279047446e-01
3.920795672637897300e-01,9.945220841616788654e-01
4.852760839678154081e-01,1.177597324034481474e+00
8.122515462723398638e-01,2.000932171181649455e+00
9.102729245209737474e-01,2.228337208065805264e+00
1.051835052920498059e+00,2.577332707834821157e+00
1.050091651719684771e+00,2.562875074252409124e+00
9.087605234978162194e-01,2.182627744226675937e+00
6.574100900169831396e-01,1.587256757997864698e+00
5.288523762608099421e-01,1.298210204801998113e+00
4.010329901618908122e-01,9.855399561379371010e-01
3.324346087240031000e-01,8.198361920070824649e-01
2.554851588768200510e-01,6.340376055343113215e-01
1.958842803228414142e-01,4.857014850343499557e-01
1.697897146867853868e-01,4.242298691445166026e-01
1.433906893363931789e-01,3.579836245635711900e-01
1.352135888307725298e-01,3.388461880615494803e-01
1.096288124497766109e-01,2.800624453050210572e-01
9.229876686019554410e-02,2.364163586201314671e-01
7.661995134242596817e-02,1.938059060629297170e-01
7.337048321710105958e-02,1.845801105369319073e-01
7.166249193587709287e-02,1.810948814864956902e-01
6.694261321627986705e-02,1.690463235204691939e-01
7.077849040403731695e-02,1.783477684502516869e-01
7.341295468005235025e-02,1.807619126498995477e-01
6.852291041336058819e-02,1.695019502998456884e-01
6.401470118581800706e-02,1.574731735769255014e-01
6.280061133051453859e-02,1.558830016602859025e-01
6.153905544575276332e-02,1.534915900958922219e-01
5.820056419586661783e-02,1.462021080191140410e-01
5.729149599767168616e-02,1.445020224415139720e-01
6.161532522260151912e-02,1.530884625180857772e-01
5.633139323572654289e-02,1.416460376105068419e-01
4.851492273341923706e-02,1.232225438209254009e-01
4.212730396365665236e-02,1.087409757472254518e-01
3.766810809080133049e-02,9.736864590200952629e-02
3.538703183411115449e-02,9.079597389598732804e-02
3.041619135616005498e-02,7.754197269750913446e-02
2.851614293092843630e-02,7.182817864867595270e-02
2.613510636967089282e-02,6.590318011844611967e-02
2.218616164671048663e-02,5.571041712132094453e-02
2.281701094545823122e-02,5.732906140029314646e-02
2.093534423165886726e-02,5.176005380013633944e-02
1.959095280420963120e-02,4.800378376814298798e-02
1.934451082766929647e-02,4.649095965809123265e-02
2.030856564616176710e-02,4.949680407519881781e-02
1.824422410519605658e-02,4.440351255702289918e-02
1.796064266311142923e-02,4.386350726595987515e-02
1.927095917090946783e-02,4.664827561804364697e-02
2.178413180832420096e-02,5.320877102689422489e-02
2.178752041022424465e-02,5.322700985323518957e-02
2.106561150862090032e-02,5.162226978063761546e-02
2.040110128041410995e-02,5.026928080246441388e-02
1.985229872912477878e-02,4.908307726152828093e-02
1.904463140341636218e-02,4.688731462247914400e-02
1.948106261539609210e-02,4.775428652098361038e-02
1.974511124752290070e-02,4.831250193982921520e-02
1.876898271925379891e-02,4.595117919493951070e-02
1.829672480009455343e-02,4.493270637362552222e-02
1.777443791536695294e-02,4.369280847293738335e-02
1.657043769315636600e-02,4.066688614378917432e-02
1.641981702427119938e-02,3.994632872650159122e-02
1.522157083873295312e-02,3.705491797575975049e-02
1.330046537719943578e-02,3.262872647183560904e-02
1.282082471948564270e-02,3.179583386617036711e-02
1.221317208837165505e-02,3.008347508471814064e-02
1.200475585017746379e-02,3.003202202258535222e-02
1.124596008348618080e-02,2.835099015540090001e-02
1.055353974701996392e-02,2.650320701530819306e-02
1.007125002302790631e-02,2.549990158582407518e-02
1.013578793925744119e-02,2.568991593663377815e-02
9.543113539855010291e-03,2.393166969922872617e-02
9.506109889805807595e-03,2.362829677287130864e-02
9.161257235858068226e-03,2.238499614908547736e-02
9.788145802730009032e-03,2.372568444910528110e-02
1.004831934845383350e-02,2.455573791515565027e-02
9.621381480502797304e-03,2.318918087441516548e-02
9.365584813942059300e-03,2.270768346154669604e-02
9.144605713161956667e-03,2.228045665493387159e-02
9.026256680917034425e-03,2.186322390735405061e-02
8.357634086933159526e-03,2.044080779597427788e-02
8.165489413678670913e-03,1.980393508845058534e-02
8.859717609162048521e-03,2.133522768306709075e-02
9.039874230123855561e-03,2.165149591432581275e-02
9.200297332724777927e-03,2.216832957197982859e-02
9.329051085586232209e-03,2.256170104205894311e-02
9.288287663819835144e-03,2.230387169163578626e-02
1.021009450519284704e-02,2.455482144928572766e-02
1.055479735174902171e-02,2.567917314003722098e-02
9.977362292703066682e-03,2.417797519009087445e-02
9.135030140038441493e-03,2.214715601281807070e-02
8.911699219505022154e-03,2.179934328462209900e-02
8.387799925898080031e-03,2.050798248528537190e-02
7.871932094944621497e-03,1.940252650743331045e-02
7.298526835041795752e-03,1.783502664633776838e-02
7.127857437165634885e-03,1.740968276453203067e-02
6.976283267264582651e-03,1.679653095853662903e-02
7.423745233382968156e-03,1.769332068026465213e-02
7.470015160225800498e-03,1.790562290642166987e-02
7.262934550773282420e-03,1.746305742292692323e-02
7.285571216021241928e-03,1.750379105742841390e-02
7.715696766056356556e-03,1.864724750640363651e-02
7.782323691246127891e-03,1.894217983039103714e-02
7.120472902895720081e-03,1.737584322914197121e-02
7.116799603456049061e-03,1.751463763913527552e-02
7.101607710752204719e-03,1.737493909493486102e-02
7.379635090485624042e-03,1.797401172349362419e-02
7.528556948811318192e-03,1.817396040415865735e-02
7.654954280516421995e-03,1.888151872161856690e-02
