benchmark,key,key_id,nh,nn,trial,seed,lpa_order,lpa_panels,ff_sigma,ff_features,lr,adam_steps,lbfgs_maxiter,N_b,N_r,n_params,lpa_ref_params,l1_absolute,l2_relative,l1_absolute_c0,l2_relative_c0,l2_relative_sum,final_loss,time_adam,time_lbfgs,lbfgs_steps,machine,rms_r,mean_abs_r,max_abs_r,rms_r_x,mean_abs_r_x,max_abs_r_x,rms_r_y,mean_abs_r_y,max_abs_r_y,rms_r_xx,mean_abs_r_xx,max_abs_r_xx,rms_r_yy,mean_abs_r_yy,max_abs_r_yy,domain,model
helmholtz2d,LPA,LPA_P6_N30,2,10,7,1241,6.0,30.0,,,0.01,200,40000,200,10000,181,,1.000841936743594,2.392203997829029,1.000841936743594,2.3922039978290197,2.3922039978290197,268.2672119140625,7.765509843826294,113.39543867111206,3739,arm64,13.276138794180657,10.716062545776367,40.375274658203125,232.80942321792412,193.73796844482422,759.6668701171875,228.86866478977905,185.3363971710205,981.0042114257812,3858.6224873651477,3304.017608642578,11864.7060546875,3846.7350279165316,3147.1862182617188,22257.46484375,"[[0.0, 1.0], [0.0, 1.0]]",LPA
helmholtz2d,LPA,LPA_P6_N30,2,10,8,1242,6.0,30.0,,,0.01,200,40000,200,10000,181,,0.0312900654811767,0.07846923232604754,0.0312900654811767,0.0784692323260472,0.0784692323260472,3.5070714950561523,7.883594036102295,107.80535101890564,3651,arm64,1.697815168502567,1.1979507356882095,16.023361206054688,50.824592080569126,29.055465936660767,573.2584228515625,57.238627407803,29.89929699897766,688.5167236328125,1341.2337429117267,702.5298461914062,11226.2529296875,1526.3159281420083,750.2649765014648,17790.09375,"[[0.0, 1.0], [0.0, 1.0]]",LPA
helmholtz2d,LPA,LPA_P6_N30,2,10,9,1243,6.0,30.0,,,0.01,200,40000,200,10000,181,,0.0019899308598374825,0.005095431518466281,0.0019899308598374825,0.005095431518466257,0.005095431518466257,0.14272728562355042,7.746047258377075,265.6215190887451,8118,arm64,0.32499325549252506,0.2306135781109333,4.4491496086120605,13.091862945412686,6.319728672504425,225.40545654296875,12.47171883864049,6.265824139118195,215.12405395507812,460.30057689921483,174.99733352661133,6061.96923828125,456.5504532976065,176.48447608947754,6092.64599609375,"[[0.0, 1.0], [0.0, 1.0]]",LPA
helmholtz2d,R1,R1,2,10,0,1234,,,,,0.01,200,40000,200,10000,151,,0.7341500516886784,1.7578376163402394,0.7341500516886784,1.7578376163402412,1.7578376163402412,250.72549438476562,2.8493950366973877,56.83470606803894,5130,arm64,11.118490993834572,7.884618580341339,53.7252082824707,241.98387508423212,177.7722396850586,1147.2772216796875,248.96088442294754,176.33809280395508,2205.294921875,5224.913779192916,3935.2442626953125,29738.693359375,5819.135438361956,4193.817138671875,39358.45703125,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,2,10,1,1235,,,,,0.01,200,40000,200,10000,151,,1.0320858888217757,2.503690121642097,1.0320858888217757,2.5036901216420926,2.5036901216420926,175.2793731689453,2.8615238666534424,48.86122488975525,4324,arm64,9.002777889489334,7.136556923389435,37.564796447753906,200.70373625344834,158.47930526733398,818.1285400390625,200.4442709625764,157.34414863586426,938.8900146484375,5909.607664642383,4537.636474609375,31665.19921875,5666.541559893477,4385.003662109375,27899.6953125,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,2,10,2,1236,,,,,0.01,200,40000,200,10000,151,,0.6037226702303564,1.4364167082935813,0.6037226702303564,1.436416708293576,1.436416708293576,168.0087890625,2.840769052505493,72.64176201820374,6300,arm64,10.685579227711601,8.135401606559753,75.92643737792969,228.1358066789659,168.23710823059082,1726.311279296875,231.77491943963653,174.56384086608887,1339.46484375,5053.463366840607,3804.6503295898438,24878.29296875,5071.178462645542,3871.872589111328,21942.74609375,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,2,10,3,1237,,,,,0.01,200,40000,200,10000,151,,0.6131378668395444,1.5013557705254574,0.6131378668395444,1.5013557705254577,1.5013557705254577,2866.639404296875,2.8428542613983154,13.156818151473999,1144,arm64,52.98271357935928,46.71052265167236,102.92346954345703,729.0193166593735,630.9895172119141,2372.802978515625,712.9226021937795,619.1365127563477,2748.567138671875,9538.2571783319,8220.4541015625,26223.06640625,9579.869727715508,8206.381286621094,29065.650390625,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,2,10,4,1238,,,,,0.01,200,40000,200,10000,151,,0.2378274643595481,0.6192422303527554,0.2378274643595481,0.6192422303527528,0.6192422303527528,61.473487854003906,2.833861827850342,126.42049622535706,9997,arm64,6.236602194164156,4.624383389949799,51.27564239501953,145.29430161582818,105.35274410247803,899.852783203125,142.09281574426208,96.43005657196045,1096.014892578125,3489.0353430425434,2552.9571228027344,17347.9453125,3475.206486670972,2316.1199340820312,26446.8671875,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,2,10,5,1239,,,,,0.01,200,40000,200,10000,151,,0.16496807270731542,0.41301881294082915,0.16496807270731542,0.41301881294082887,0.41301881294082887,13.546531677246094,3.06083607673645,179.8511998653412,13613,arm64,3.384322642082501,2.592802554368973,18.779281616210938,92.37878525841478,65.15649509429932,681.871337890625,106.2854392872899,67.95054244995117,952.4586791992188,3249.2940964154045,1969.6647033691406,54499.29296875,3026.4411649658746,1923.2385711669922,20644.0,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,2,10,6,1240,,,,,0.01,200,40000,200,10000,151,,0.676975921847049,1.6534846469530797,0.676975921847049,1.6534846469530757,1.6534846469530757,245.28311157226562,2.6993207931518555,124.93781876564026,8946,arm64,11.36406559497629,7.611273169517517,71.6733627319336,222.6399752824052,157.60242652893066,1201.5213623046875,232.2360091907449,161.07213973999023,1156.716796875,4509.755647482466,3465.5184936523438,17530.33984375,4559.699387021034,3459.6748046875,18056.0234375,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,2,10,7,1241,,,,,0.01,200,40000,200,10000,151,,0.9047671765916883,2.2483224266824644,0.9047671765916883,2.2483224266824586,2.2483224266824586,768.715576171875,3.7143030166625977,46.80015993118286,3249,arm64,21.487907823883297,16.41029989719391,68.941650390625,388.9016961866777,297.6204032897949,1541.60205078125,389.4561988970968,294.5978088378906,2004.351806640625,8663.118203049062,6722.005920410156,37142.4453125,7655.934430231231,5980.970397949219,30349.365234375,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,2,10,8,1242,,,,,0.01,200,40000,200,10000,151,,0.6807711723724695,1.6870492092709906,0.6807711723724695,1.6870492092709908,1.6870492092709908,1253.7568359375,3.700679063796997,31.589482069015503,2116,arm64,31.65959838149774,26.14104914665222,96.4830551147461,556.7302526527097,454.8818893432617,3465.8857421875,564.9445492701032,453.9936828613281,3280.90576171875,13871.815814809537,10399.7939453125,130349.125,12559.485419395176,9579.879760742188,98878.6484375,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,2,10,9,1243,,,,,0.01,200,40000,200,10000,151,,0.949659513060455,2.3136391798343654,0.949659513060455,2.313639179834361,2.313639179834361,341.3895263671875,3.464137077331543,86.72563195228577,6422,arm64,14.20328057500827,11.238031506538391,112.79843139648438,311.4133387928735,230.1100788116455,3007.018310546875,318.37596160779395,234.48423194885254,2771.04052734375,8123.1196285663555,5810.5435791015625,57727.3984375,8384.469005250125,5953.2286376953125,51160.45703125,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R,R,2,10,0,1234,,,,,0.01,200,40000,200,10000,173,,0.3497804557666251,1.5190355777202686,0.3497203655208611,0.8768494172261645,1.1560307962131153,3.380321502685547,3.091088056564331,185.05488801002502,14574,arm64,2.900582170422999,3.7934416830539703,9.52511215209961,162.94317722416687,99.0435676574707,2239.498291015625,149.97356700692708,100.06980895996094,1042.77001953125,6518.639965514279,3229.5428161621094,77452.109375,3818.157261690513,2599.3164978027344,21507.08984375,,R
helmholtz2d,R,R,2,10,1,1235,,,,,0.01,200,40000,200,10000,173,,0.40318874118404946,1.757168670657633,0.4030892993345585,1.0141797060245321,1.866342996473007,11.901545524597168,3.090528964996338,98.83218312263489,7822,arm64,5.418597041240469,6.950128734111786,26.125579833984375,210.91666795280193,146.1165065765381,1796.4027099609375,239.01605043026137,165.76691818237305,2449.647705078125,5152.759527670586,3580.6900634765625,29746.505859375,5168.965394544637,3837.2220764160156,32039.30859375,,R
helmholtz2d,R,R,2,10,2,1236,,,,,0.01,200,40000,200,10000,173,,0.3403790307117382,1.4749171487550916,0.34036189071138656,0.8514921011613414,0.9435616472067102,1.3871512413024902,3.2231268882751465,146.4570288658142,11436,arm64,1.876333279232321,2.382821351289749,15.302212715148926,101.80703643882887,61.91846323013306,1576.8585205078125,103.06506485115816,66.62726020812988,1563.7559814453125,2871.0933784013364,1773.4432220458984,24655.19921875,2884.8659630908332,1900.1936950683594,26890.466796875,,R
