benchmark,key,key_id,nh,nn,trial,seed,lpa_order,lpa_panels,ff_sigma,ff_features,lr,adam_steps,lbfgs_maxiter,N_b,N_r,n_params,lpa_ref_params,l1_absolute,l2_relative,l1_absolute_c0,l2_relative_c0,l2_relative_sum,final_loss,time_adam,time_lbfgs,lbfgs_steps,machine,rms_r,mean_abs_r,max_abs_r,rms_r_x,mean_abs_r_x,max_abs_r_x,rms_r_y,mean_abs_r_y,max_abs_r_y,rms_r_xx,mean_abs_r_xx,max_abs_r_xx,rms_r_yy,mean_abs_r_yy,max_abs_r_yy,domain,model
helmholtz2d,R,R,2,10,3,1237,,,,,0.01,200,40000,200,10000,173,,0.3228831807023797,1.4029961884104867,0.3229336466276077,0.8101417680595365,0.6193421323907428,2.046076774597168,3.2234408855438232,149.8177399635315,11558,arm64,2.2139953656944975,2.8063820898532867,8.816703796386719,143.34412895769614,86.14627361297607,1428.34423828125,127.46933320686637,74.91754150390625,1151.6773681640625,4993.518273722446,2762.545196533203,44347.98828125,3623.2821446859475,2166.153045654297,26612.779296875,,R
helmholtz2d,R,R,2,10,4,1238,,,,,0.01,200,40000,200,10000,173,,0.41279217027635323,1.8183831145047111,0.4127386525364058,1.0495891909743955,2.0730391041911975,4.370963096618652,3.168781042098999,202.10825395584106,15988,arm64,2.9420457122072876,3.762673705816269,13.977814674377441,163.5929530782882,92.61204051971436,1962.99560546875,135.0450671665412,87.05305194854736,1319.9716796875,4688.906002470086,2639.8033752441406,37679.5390625,4041.8070525446906,2394.1151123046875,42980.9453125,,R
helmholtz2d,R,R,2,10,5,1239,,,,,0.01,200,40000,200,10000,173,,0.3501655386010555,1.521867487840769,0.35013382128400933,0.8785912936484136,1.1810291829887651,2.487031936645508,2.9663920402526855,151.3654909133911,12386,arm64,2.1619190383841462,2.7364061772823334,9.940973281860352,153.81896517611722,89.55493068695068,1713.56298828125,121.16212384200868,79.08014583587646,1146.8291015625,5352.098887352512,2990.6853637695312,38900.5546875,4750.18757524374,2582.6880798339844,46885.5390625,"[[0.0, 1.0], [0.0, 1.0]]",R
helmholtz2d,R,R,2,10,6,1240,,,,,0.01,200,40000,200,10000,173,,0.33081560564931584,1.4291439170969986,0.3306921016728775,0.8248317939081302,0.6864663693635038,16.421892166137695,2.9553849697113037,84.04321718215942,6978,arm64,6.303666572207842,8.00018721818924,29.589603424072266,312.0290419926886,214.53279495239258,2571.9267578125,278.81281873440645,198.6283416748047,2308.5859375,8872.904372301102,5980.742431640625,56785.58984375,6920.364152268289,5178.7989501953125,37131.50390625,"[[0.0, 1.0], [0.0, 1.0]]",R
helmholtz2d,R,R,2,10,7,1241,,,,,0.01,200,40000,200,10000,173,,0.6092676753709315,2.7469525738962006,0.6093126738835368,1.585913372331347,4.138420974008359,12.850028991699219,2.917201042175293,179.5201919078827,14856,arm64,5.209846325143685,7.089830160140991,15.33513069152832,233.64703092184533,163.23882484436035,3733.1796875,248.2824555508806,169.24825286865234,1664.306640625,9685.830088330065,4821.834289550781,251781.046875,6602.0424491213325,4679.867858886719,38151.09765625,"[[0.0, 1.0], [0.0, 1.0]]",R
helmholtz2d,R,R,2,10,8,1242,,,,,0.01,200,40000,200,10000,173,,0.3327872482397056,1.4448113307636685,0.332723058784458,0.8340167713501534,0.8421750552543567,3.5620594024658203,2.942819118499756,143.05616188049316,11997,arm64,3.0064541015813737,3.913597822189331,15.739677429199219,142.2602835694137,96.0805025100708,1827.6085205078125,149.01521254333713,96.78182220458984,1940.9569091796875,3433.430227192625,2416.4579162597656,27835.091796875,3675.870475139188,2476.9159240722656,28546.548828125,"[[0.0, 1.0], [0.0, 1.0]]",R
helmholtz2d,R,R,2,10,9,1243,,,,,0.01,200,40000,200,10000,173,,0.3330315986358913,1.4419666543934055,0.33307041733763504,0.8325920904039001,0.773752589760238,3.003009796142578,3.068754196166992,114.73932695388794,9457,arm64,2.8613906697282516,3.7441151440143585,15.487700462341309,144.3291264039093,96.50381183624268,1699.2938232421875,172.34448733409818,104.54861068725586,2205.954833984375,3853.7744647293516,2590.2696533203125,32735.43359375,5536.625596877579,3033.205352783203,54208.4765625,"[[0.0, 1.0], [0.0, 1.0]]",R
helmholtz2d,FF,FF_s10,3,10,0,1234,,,10.0,3.0,0.01,200,40000,200,10000,301,291.0,0.39742461694232933,1.0000870253736867,0.39742461694232933,1.0000870253736864,1.0000870253736864,5982.482421875,4.5481321811676025,198.19078588485718,8681,arm64,80.81817942146432,65.91466903686523,194.53123474121094,8768.949309923053,6408.046142578125,45887.7578125,18119.362902707147,13798.876953125,74125.40625,7531989.730559117,5030443.6875,57216160.0,28019327.122598786,20538638.25,150042912.0,,FF_s10
helmholtz2d,FF,FF_s10,3,10,1,1235,,,10.0,3.0,0.01,200,40000,200,10000,301,291.0,0.39763783880448517,1.0002400893563343,0.39763783880448517,1.0002400893563312,1.0002400893563312,6089.6396484375,5.7293219566345215,129.89656591415405,5691,arm64,80.39558794811714,65.36579084396362,214.2263641357422,8346.930543619013,6177.2222900390625,44945.33203125,10403.937956370175,7678.305603027344,55136.79296875,6296115.6702767145,4241440.59375,49730456.0,10349317.594675312,6699700.125,73110328.0,,FF_s10
helmholtz2d,FF,FF_s10,3,10,2,1236,,,10.0,3.0,0.01,200,40000,200,10000,301,291.0,0.3974601649411522,1.0001088872748496,0.3974601649411522,1.0001088872748471,1.0001088872748471,6009.68994140625,6.03588604927063,76.1428108215332,3322,arm64,79.89469158313375,64.77183198928833,192.58795166015625,5576.901334970881,4273.876159667969,24874.33203125,7367.933699484544,5667.468078613281,38548.66796875,3860946.883173608,2924956.25,15590032.0,7186457.060087398,5287386.9375,31971118.0,,FF_s10
helmholtz2d,FF,FF_s10,3,10,3,1237,,,10.0,3.0,0.01,200,40000,200,10000,301,291.0,0.3972760411565585,1.0000241514768673,0.3972760411565585,1.000024151476864,1.000024151476864,6020.033203125,5.922089099884033,113.65709018707275,5028,arm64,80.9208416737462,65.73451232910156,251.68246459960938,8263.940192184355,5856.5408935546875,69644.59375,9853.875329026647,6912.526672363281,94003.3828125,5864243.335000347,3718704.5,59383364.0,8000537.852255684,5036292.1875,93662152.0,,FF_s10
helmholtz2d,FF,FF_s10,3,10,4,1238,,,10.0,3.0,0.01,200,40000,200,10000,301,291.0,0.39725622253333426,1.000013564049145,0.39725622253333426,1.000013564049143,1.000013564049143,6006.912109375,5.940429210662842,280.62931418418884,11876,arm64,81.42990749094815,66.38629627227783,212.43606567382812,10341.54311502882,7048.9757080078125,59300.07421875,18286.649228330487,12674.901611328125,154617.96875,9817278.22909466,5629352.375,93039448.0,26166133.485329773,15961664.375,339750048.0,,FF_s10
helmholtz2d,FF,FF_s1,3,10,0,1234,,,1.0,3.0,0.01,200,40000,200,10000,301,291.0,0.41383488064153917,1.0113546865120582,0.41383488064153917,1.0113546865120584,1.0113546865120584,5249.4443359375,4.6406121253967285,230.12529516220093,10962,arm64,74.90316706278284,60.207276344299316,198.56155395507812,1060.3210561841636,856.9450225830078,3435.6044921875,1712.9168105894694,1343.2980194091797,8707.462890625,27702.439026194064,21761.806640625,138147.15625,184509.04194645854,137782.970703125,1105969.25,,FF_s1
helmholtz2d,FF,FF_s1,3,10,1,1235,,,1.0,3.0,0.01,200,40000,200,10000,301,291.0,0.36166744224263075,0.9087525416538818,0.36166744224263075,0.9087525416538795,0.9087525416538795,2217.9375,5.7992072105407715,269.59976506233215,11727,arm64,46.858037458246976,38.090322971343994,162.08612060546875,1035.0356009879563,781.4773864746094,4601.0107421875,1020.1320686558187,782.0955657958984,4268.72216796875,69157.96017813134,45123.23974609375,407660.5625,72205.79832672719,50530.564453125,465388.25,,FF_s1
helmholtz2d,FF,FF_s1,3,10,2,1236,,,1.0,3.0,0.01,200,40000,200,10000,301,291.0,0.5032474844034849,1.2569923349065952,0.5032474844034849,1.256992334906592,1.256992334906592,3983.929443359375,5.815968751907349,287.87958884239197,12658,arm64,63.70178026619061,50.06957292556763,266.1339111328125,2708.934003902642,1986.8794555664062,13716.439453125,971.1004831826107,750.6821899414062,5361.3662109375,549529.7622658849,354938.21484375,3294622.0,22635.675382015885,16950.786499023438,112576.1953125,,FF_s1
helmholtz2d,FF,FF_s1,3,10,3,1237,,,1.0,3.0,0.01,200,40000,200,10000,301,291.0,0.8267157341364154,1.999642492409318,0.8267157341364154,1.999642492409312,1.999642492409312,238.6558380126953,5.6814539432525635,550.5808639526367,23169,arm64,12.67490765539836,9.92582619190216,60.29319763183594,411.74426747299714,287.33288955688477,2998.2236328125,553.0698824939531,346.1706314086914,8545.134765625,21428.516700882494,13136.6064453125,171444.6875,41531.308286640815,22512.937744140625,640312.625,,FF_s1
helmholtz2d,FF,FF_s1,3,10,4,1238,,,1.0,3.0,0.01,200,40000,200,10000,301,291.0,0.5017344914819254,1.2621669419464225,0.5017344914819254,1.2621669419464188,1.2621669419464188,1431.7294921875,5.909586191177368,614.5338523387909,25961,arm64,37.17034978250947,26.147663593292236,175.24232482910156,560.2498466086358,414.48051834106445,3764.827392578125,1217.4662597994245,778.3954315185547,10169.03515625,15748.473767321073,11710.874755859375,102008.7890625,67903.73704001865,48753.42041015625,491158.96875,,FF_s1
helmholtz2d,FF,FF_s5,3,10,0,1234,,,5.0,3.0,0.01,200,40000,200,10000,301,291.0,0.39732550556420676,1.0000363099600957,0.39732550556420676,1.000036309960097,1.000036309960097,5918.75537109375,4.571887969970703,267.08242106437683,11927,arm64,81.45922093472886,66.23349857330322,230.11863708496094,6563.39908126879,4645.457458496094,43870.41015625,13622.894406109152,9679.900390625,76272.453125,3733784.59943902,2410607.6875,23122570.0,15057611.404114267,9903446.25,133716112.0,,FF_s5
helmholtz2d,FF,FF_s5,3,10,1,1235,,,5.0,3.0,0.01,200,40000,200,10000,301,291.0,0.39781861195749596,1.0004331156959632,0.39781861195749596,1.0004331156959607,1.0004331156959607,5919.7080078125,5.8332648277282715,170.1117808818817,7469,arm64,81.62617508186999,66.00105714797974,265.304443359375,8779.71628243191,5813.521545410156,77436.75,10671.47342216622,6787.6329345703125,118995.4609375,6448753.313811903,3384262.34375,111395832.0,9653879.981858486,4655617.6875,138943056.0,,FF_s5
helmholtz2d,FF,FF_s5,3,10,2,1236,,,5.0,3.0,0.01,200,40000,200,10000,301,291.0,0.3974948036239661,1.0000559775987097,0.3974948036239661,1.0000559775987063,1.0000559775987063,5785.91943359375,5.852971076965332,250.65998816490173,10852,arm64,81.67495876436153,66.37082767486572,223.90750122070312,8710.752005424101,6085.463439941406,48511.82421875,9015.727702187995,6139.770812988281,79680.6015625,6666388.446887865,4013604.75,54520392.0,7163513.073381803,4085033.09375,70060416.0,,FF_s5
helmholtz2d,FF,FF_s5,3,10,3,1237,,,5.0,3.0,0.01,200,40000,200,10000,301,291.0,0.39730613964508804,0.9973503822747245,0.39730613964508804,0.9973503822747236,0.9973503822747236,5913.09130859375,5.985722064971924,174.90103697776794,7558,arm64,80.56247727162209,65.38949537277222,228.9784393310547,3648.8427617533753,2593.2239990234375,25390.177734375,4108.559023550714,3016.6546630859375,33019.46484375,1241100.4289806688,676103.8125,14407200.0,1404740.5997464443,837434.4375,13876088.0,,FF_s5
helmholtz2d,FF,FF_s5,3,10,4,1238,,,5.0,3.0,0.01,200,40000,200,10000,301,291.0,0.3972305153482754,0.9999932586606183,0.3972305153482754,0.9999932586606156,0.9999932586606156,5927.03564453125,5.861833810806274,275.47661113739014,11578,arm64,82.0350419510477,66.61416625976562,235.8843994140625,8269.029144948034,4748.532897949219,96238.4375,12199.805818126779,7603.6383056640625,104727.0859375,5277246.875729049,2352264.09375,59729808.0,11643545.761088416,5621140.4375,201316592.0,,FF_s5
helmholtz2d,LPA,LPA_P6_N30,3,10,0,1234,6.0,30.0,,,0.01,200,40000,200,10000,291,,0.00744277368165699,0.018407183268816334,0.00744277368165699,0.018407183268816303,0.018407183268816303,0.2956189215183258,8.84611988067627,271.4171702861786,6823,arm64,0.46932850544887383,0.352995865046978,3.5954642295837402,14.943769280562014,9.058586955070496,202.64895629882812,16.355080814284364,9.693558096885681,218.68612670898438,456.20211007225186,247.8925838470459,5104.11572265625,511.2246326224901,271.3433132171631,6125.67236328125,,LPA
helmholtz2d,LPA,LPA_P6_N30,3,10,1,1235,6.0,30.0,,,0.01,200,40000,200,10000,291,,0.02569301882005455,0.06359083461730752,0.02569301882005455,0.06359083461730734,0.06359083461730734,1.7713453769683838,10.793730020523071,354.74684500694275,8523,arm64,1.164297598581525,0.8198138549923897,10.896413803100586,43.03674219302464,21.844820499420166,549.8677978515625,39.80692327657427,22.14033007621765,464.92218017578125,1358.647466232503,651.9680709838867,12903.482421875,1305.320769964226,687.1984405517578,13651.0830078125,,LPA
helmholtz2d,LPA,LPA_P6_N30,3,10,2,1236,6.0,30.0,,,0.01,200,40000,200,10000,291,,0.008175391163391284,0.020371010167437437,0.008175391163391284,0.020371010167437364,0.020371010167437364,0.23830009996891022,10.816370964050293,147.16045022010803,3503,arm64,0.40622125464307796,0.29089853912591934,5.760960578918457,15.485943296214137,8.303007125854492,270.4822998046875,15.424328764371593,8.130920767784119,290.6283264160156,507.8028027920262,234.77081489562988,7221.91259765625,506.65986687631477,234.15928268432617,7520.0634765625,,LPA
helmholtz2d,LPA,LPA_P6_N30,3,10,3,1237,6.0,30.0,,,0.01,200,40000,200,10000,291,,0.0027882113982083926,0.006895338765946889,0.0027882113982083926,0.006895338765946879,0.006895338765946879,0.2514886260032654,10.449433088302612,157.54587602615356,3696,arm64,0.4522118307704251,0.3329770192503929,6.1610612869262695,17.9822854718135,9.871576189994812,310.1127014160156,17.836934192561525,9.777517318725586,299.14892578125,593.6641664932498,285.62162017822266,7654.20361328125,591.1405289776704,278.45693588256836,7365.71142578125,,LPA
helmholtz2d,LPA,LPA_P6_N30,3,10,4,1238,6.0,30.0,,,0.01,200,40000,200,10000,291,,0.01746575266976438,0.04306038161113595,0.01746575266976438,0.04306038161113594,0.04306038161113594,0.32465457916259766,11.12212085723877,191.90785908699036,4634,arm64,0.5398908829160002,0.3900625482201576,4.188713550567627,15.195942106172312,9.280859112739563,138.3480224609375,21.947932270649808,11.691902995109558,241.22332763671875,451.91034396700303,260.2101287841797,3934.947998046875,793.4215929874546,381.00743865966797,7524.240234375,,LPA
helmholtz2d,R1,R1,3,10,0,1234,,,,,0.01,200,40000,200,10000,261,,0.12245508360550243,0.2995476540048568,0.12245508360550243,0.2995476540048565,0.2995476540048565,29.88066864013672,4.816956043243408,181.1465241909027,10086,arm64,4.497900194765467,3.5264346301555634,31.400217056274414,101.37879660161006,73.72502613067627,665.6568603515625,115.511418030048,79.353515625,1280.3616943359375,2812.3064155600114,1930.0062408447266,19034.091796875,2888.931755424486,1911.9886322021484,26097.130859375,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,3,10,1,1235,,,,,0.01,200,40000,200,10000,261,,1.0250723987683519,2.4746807537633884,1.0250723987683519,2.474680753763385,2.474680753763385,169.46832275390625,4.801549196243286,185.5573709011078,10483,arm64,9.26117170850912,7.220156788825989,32.141578674316406,184.3031606600844,142.31534004211426,752.6998291015625,206.57673457005026,150.9790210723877,1606.8084716796875,4755.877994650409,3725.7781372070312,25924.087890625,7061.574611940314,4389.8350830078125,66099.171875,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,3,10,2,1236,,,,,0.01,200,40000,200,10000,261,,0.9632179204686523,2.333053067897073,0.9632179204686523,2.333053067897063,2.333053067897063,181.82937622070312,4.668937921524048,134.02523970603943,7667,arm64,10.213581329585123,8.18275511264801,47.052127838134766,257.7604009858889,179.9658374786377,2166.49365234375,221.38227088744313,171.24004936218262,1210.265380859375,6961.410489261498,4479.175384521484,55182.2734375,5609.103136866,4224.103729248047,36645.5859375,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,3,10,3,1237,,,,,0.01,200,40000,200,10000,261,,0.042470943254495755,0.10779915781581487,0.042470943254495755,0.10779915781581466,0.10779915781581466,10.756287574768066,4.588076591491699,151.49197101593018,8949,arm64,3.1259978227211174,2.507977604866028,15.100961685180664,86.9042870204863,62.182644844055176,667.342041015625,90.33436424352169,62.71996212005615,947.3687744140625,2559.8645594054387,1775.880599975586,18629.73046875,2943.6180331354135,1838.589111328125,31996.951171875,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R1,R1,3,10,4,1238,,,,,0.01,200,40000,200,10000,261,,0.12191045198840902,0.2992378008161753,0.12191045198840902,0.2992378008161745,0.2992378008161745,24.001062393188477,4.745920896530151,213.23697519302368,12800,arm64,4.212930480174288,3.2598062455654144,22.62764549255371,117.61087116674871,84.76172161102295,833.4727783203125,101.20369009897038,74.05241775512695,1001.7424926757812,3438.012125487634,2423.1312255859375,23729.080078125,2931.1503821025626,2079.0480041503906,16905.935546875,"[[0.0, 1.0], [0.0, 1.0]]",R1
helmholtz2d,R,R,3,10,0,1234,,,,,0.01,200,40000,200,10000,283,,0.3177545775060827,1.385463063918966,0.3177401390752214,0.7998725832048366,0.40591473314650706,0.14526645839214325,3.851447105407715,144.77568817138672,8600,arm64,0.6578337569664469,0.8705719485878944,3.1265344619750977,41.86696809631819,26.40791368484497,593.4935302734375,50.716014287644974,30.026444673538208,601.4228515625,1972.864945643771,1061.937370300293,18292.984375,2265.929403688473,1176.6074676513672,23421.078125,,R
helmholtz2d,R,R,3,10,1,1235,,,,,0.01,200,40000,200,10000,283,,0.3174214291381702,1.3839784875054104,0.31741742839481313,0.7990219269419876,0.4032877469802921,0.4609333276748657,4.877048969268799,190.69125413894653,9662,arm64,1.1513626383270132,1.527923971414566,3.726407051086426,84.71459041164799,52.91424751281738,880.198486328125,73.05891987927129,48.534873485565186,647.60791015625,3548.710628524112,1961.5056610107422,46575.2109375,2988.99390472781,1839.2721710205078,21349.62890625,,R
helmholtz2d,R,R,3,10,2,1236,,,,,0.01,200,40000,200,10000,283,,0.32866173784115565,1.4262815450473247,0.32856441941205,0.8232369061650581,0.7396376878287233,1.2635807991027832,4.794258117675781,104.5213508605957,5275,arm64,1.522506948073119,1.932592824101448,8.211824417114258,103.80701205580057,60.80536651611328,1120.149169921875,104.61096928630157,62.71350431442261,1246.3656005859375,3927.625793657028,2184.329803466797,40930.03515625,3569.367153292023,2107.063751220703,28198.83984375,,R
helmholtz2d,R,R,3,10,3,1237,,,,,0.01,200,40000,200,10000,283,,0.3297797903856965,1.4306638060549117,0.32970985364148836,0.8258375667405162,0.7407575150340847,0.8584234714508057,4.828450918197632,134.40715098381042,6799,arm64,1.4499705028000043,1.9424746930599213,5.006933689117432,80.75602279263855,59.29425668716431,667.451171875,91.92048824754995,62.11038160324097,874.525634765625,2770.8235237921594,1941.1209106445312,18025.36328125,3065.2228405941387,2067.9029541015625,22190.90234375,,R
helmholtz2d,R,R,3,10,4,1238,,,,,0.01,200,40000,200,10000,283,,0.3279101705606082,1.4236984845703258,0.32767983119448385,0.8214043712470049,0.7622424278499148,18.66969108581543,4.487107992172241,102.25731492042542,5075,arm64,6.442570772503933,7.843204975128174,32.11796951293945,246.26643941001686,163.26403999328613,2790.6435546875,299.7490405400616,183.24314498901367,2779.6376953125,5661.17759392867,3889.403594970703,36062.58203125,7409.100451471825,4634.561096191406,57728.25,,R
helmholtz2d,FF,FF_s10,4,10,0,1234,,,10.0,3.0,0.01,200,40000,200,10000,411,401.0,0.3973025934109092,1.0000283398749765,0.3973025934109092,1.000028339874974,1.000028339874974,5987.056640625,6.497442960739136,143.59917902946472,5351,arm64,80.87493698377085,65.86073589324951,197.70809936523438,8647.996299721688,6421.976013183594,45926.109375,16914.127763499957,12307.400024414062,87850.734375,7896034.08735094,5464521.3125,54268516.0,25813547.865801632,17562912.0,193540032.0,,FF_s10
helmholtz2d,FF,FF_s10,4,10,1,1235,,,10.0,3.0,0.01,200,40000,200,10000,411,401.0,0.3976212791848709,1.0002301848053754,0.3976212791848709,1.0002301848053705,1.0002301848053705,5887.93798828125,6.388686895370483,468.64506125450134,16930,arm64,81.50589847867703,66.5132884979248,210.8563690185547,16690.464702937425,11447.557495117188,124248.75,21024.203480750464,14067.8837890625,160179.71875,19050804.78270501,11564772.125,174050544.0,29945235.794972662,17299352.25,370812160.0,,FF_s10
helmholtz2d,FF,FF_s10,4,10,2,1236,,,10.0,3.0,0.01,200,40000,200,10000,411,401.0,0.3975368924178239,1.000163823117801,0.3975368924178239,1.0001638231177958,1.0001638231177958,5816.11083984375,6.297325134277344,334.2297029495239,11575,arm64,81.16536494888172,66.12495517730713,209.6362762451172,17592.061164059203,12321.512939453125,142660.9375,14134.531969612577,10163.67626953125,77001.828125,25049441.88908711,15485462.375,241601184.0,16909981.620605506,11148111.5,130332200.0,,FF_s10
helmholtz2d,FF,FF_s10,4,10,3,1237,,,10.0,3.0,0.01,200,40000,200,10000,411,401.0,0.3972810446757014,1.0000106317226785,0.3972810446757014,1.0000106317226756,1.0000106317226756,5803.35107421875,7.1185081005096436,416.1524088382721,14255,arm64,83.96556439051648,68.12054252624512,396.068359375,20195.822241245838,12216.703979492188,178109.609375,23751.765660683,13455.533447265625,279764.59375,30484329.684547108,13059737.875,593485248.0,42229119.573029414,15835113.375,973554304.0,,FF_s10
helmholtz2d,FF,FF_s10,4,10,4,1238,,,10.0,3.0,0.01,200,40000,200,10000,411,401.0,0.397205898196484,1.0000037201594911,0.397205898196484,1.0000037201594898,1.0000037201594898,6079.849609375,7.076570987701416,137.82971811294556,4882,arm64,80.9444393290903,65.80041027069092,204.59214782714844,8382.068658750059,5293.129577636719,84989.9921875,15980.736904160583,9700.726196289062,115187.2578125,6620228.899873478,3648669.28125,61355924.0,27866174.14434698,12717194.75,347913792.0,,FF_s10
helmholtz2d,FF,FF_s1,4,10,0,1234,,,1.0,3.0,0.01,200,40000,200,10000,411,401.0,0.4101067848481214,1.0064714017122764,0.4101067848481214,1.0064714017122731,1.0064714017122731,4890.34228515625,6.303708791732788,292.0601878166199,11013,arm64,74.29680352914544,59.823723793029785,210.0912628173828,1125.4957796455747,903.2542572021484,4053.286865234375,2099.7793782919193,1616.5583801269531,8671.7177734375,42164.20832886585,31659.54345703125,195574.796875,272540.5424225908,190734.392578125,1303093.875,,FF_s1
helmholtz2d,FF,FF_s1,4,10,1,1235,,,1.0,3.0,0.01,200,40000,200,10000,411,401.0,0.3761315710422424,0.9391045003732426,0.3761315710422424,0.9391045003732378,0.9391045003732378,1917.18798828125,6.2596447467803955,238.01678109169006,9199,arm64,43.57280400269446,34.311020374298096,144.2947235107422,1097.9465634765656,833.6345062255859,6294.14404296875,1121.1752274399394,846.2176895141602,7329.04833984375,77084.71890070042,55306.68359375,444277.09375,86022.72295155507,64618.4404296875,418216.21875,,FF_s1
helmholtz2d,FF,FF_s1,4,10,2,1236,,,1.0,3.0,0.01,200,40000,200,10000,411,401.0,0.5927241606453021,1.4375330480472586,0.5927241606453021,1.4375330480472577,1.4375330480472577,3261.3515625,6.452527761459351,448.4717779159546,16155,arm64,55.30731707929581,43.159154415130615,290.47979736328125,1948.2215928892688,1394.2271728515625,20187.7109375,881.2490336874134,652.8580169677734,11014.443359375,282827.598766457,175553.556640625,6705919.5,22631.874601985583,14952.93115234375,261757.171875,,FF_s1
helmholtz2d,FF,FF_s1,4,10,3,1237,,,1.0,3.0,0.01,200,40000,200,10000,411,401.0,0.280752664564767,0.6821721971666969,0.280752664564767,0.6821721971666951,0.6821721971666951,45.016273498535156,7.591044187545776,361.2732079029083,12534,arm64,3.842374167730484,2.850498765707016,49.6952018737793,124.2999204136662,74.11824226379395,1727.434814453125,223.30520777696273,115.3528413772583,2969.604736328125,6393.552279445285,3125.6114196777344,89582.609375,20778.489261734117,7916.385070800781,314945.34375,,FF_s1
helmholtz2d,FF,FF_s1,4,10,4,1238,,,1.0,3.0,0.01,200,40000,200,10000,411,401.0,0.1736023380652662,0.4565998281035664,0.1736023380652662,0.45659982810356486,0.45659982810356486,491.885009765625,6.963533639907837,470.2765429019928,17410,arm64,21.480066062925108,15.869326114654541,151.88038635253906,673.192066644988,482.6103935241699,5462.9765625,1456.1683560804363,834.5444107055664,25820.224609375,30845.991246837893,23220.957275390625,183319.40625,145535.28056110657,76423.9541015625,2152607.75,,FF_s1
helmholtz2d,FF,FF_s5,4,10,0,1234,,,5.0,3.0,0.01,200,40000,200,10000,411,401.0,0.3973792475377548,1.00006100289213,0.3973792475377548,1.000061002892128,1.000061002892128,5857.74609375,6.528252124786377,247.47550892829895,9319,arm64,81.40446030302371,66.44602870941162,231.2894287109375,8680.463178886252,6261.871276855469,54050.3984375,14614.236688927684,10207.083129882812,182977.46875,5920099.0504146125,3866077.375,46405456.0,16869293.826192964,10206161.375,244005232.0,,FF_s5
helmholtz2d,FF,FF_s5,4,10,1,1235,,,5.0,3.0,0.01,200,40000,200,10000,411,401.0,0.3975456176109242,1.0001552518419774,0.3975456176109242,1.0001552518419732,1.0001552518419732,5966.63720703125,6.180412292480469,97.42369627952576,3703,arm64,81.74345161738779,66.28804302215576,301.54193115234375,12009.349524433037,5542.2630615234375,291424.6875,13241.52419474435,6548.308898925781,260614.6875,12373030.877701066,3485600.4375,379425536.0,15053593.544253279,4749247.1875,427200128.0,,FF_s5
helmholtz2d,FF,FF_s5,4,10,2,1236,,,5.0,3.0,0.01,200,40000,200,10000,411,401.0,0.38391864358759414,0.9462645288893469,0.38391864358759414,0.9462645288893493,0.9462645288893493,5345.298828125,6.4513890743255615,69.20008611679077,2763,arm64,73.76228835323283,61.22748136520386,182.004150390625,3175.761148921625,2507.6602478027344,11982.4296875,1231.420324513527,993.3611831665039,4371.943359375,1526898.9145218488,1150219.234375,5682395.5,108521.0535886931,85752.576171875,386889.125,,FF_s5
helmholtz2d,FF,FF_s5,4,10,3,1237,,,5.0,3.0,0.01,200,40000,200,10000,411,401.0,0.3972124030419848,0.998801337522499,0.3972124030419848,0.9988013375224993,0.9988013375224993,5677.0595703125,7.194875240325928,451.3624629974365,15529,arm64,82.72633230797136,66.98640823364258,304.11517333984375,8871.250982809583,5552.573913574219,69263.5,10678.394542252126,6446.118408203125,96598.4765625,5563258.697464284,2506664.1875,83517696.0,8218896.964318265,3441464.84375,121859840.0,,FF_s5
helmholtz2d,FF,FF_s5,4,10,4,1238,,,5.0,3.0,0.01,200,40000,200,10000,411,401.0,0.3971783818257032,0.9999874797265199,0.3971783818257032,0.9999874797265195,0.9999874797265195,5750.88134765625,7.045467138290405,377.99916410446167,13485,arm64,83.02559074322639,67.23840808868408,272.8363342285156,15280.430491317971,8212.810668945312,196943.671875,17909.23499203693,9924.49951171875,192289.796875,17869279.83584968,6832265.875,260125600.0,23113404.72005005,9264156.0625,278418976.0,,FF_s5
helmholtz2d,LPA,LPA_P6_N30,4,10,0,1234,6.0,30.0,,,0.01,200,40000,200,10000,401,,0.006196665543153082,0.014817369185496513,0.006196665543153082,0.014817369185496481,0.014817369185496481,0.06726422160863876,11.408430099487305,218.23764824867249,4975,arm64,0.2292510053791087,0.17544772289693356,1.595841407775879,7.084392206670043,4.641523241996765,70.0789794921875,7.899575563690513,4.803010046482086,94.015380859375,286.48945020388624,149.60393238067627,3193.644287109375,262.4599950915139,144.80657196044922,2622.10107421875,,LPA
helmholtz2d,LPA,LPA_P6_N30,4,10,1,1235,6.0,30.0,,,0.01,200,40000,200,10000,401,,0.004840034392188996,0.012095394343433147,0.004840034392188996,0.012095394343433083,0.012095394343433083,0.06607330590486526,10.45219111442566,207.0736677646637,4836,arm64,0.24471018444127235,0.17359995655715466,1.9280800819396973,9.197632684064242,4.979236304759979,138.17092895507812,9.574936950715053,4.780997216701508,115.07666015625,380.7656464796457,162.76778411865234,6729.65478515625,403.33434123604263,164.17424392700195,5209.7802734375,,LPA
